地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13111,1311100000,大田区,,,大田区,1641,1496,145,28774,5152643,408,379,368,271,84,66,44,21
5,13111,1311101700,大田区,大田区池上,,大田区池上,70,68,2,483,19306,16,23,20,5,4,1,1,-
6,13111,1311101701,大田区,大田区池上,1丁目,大田区池上1丁目,2,2,-,6,X,1,-,1,-,-,-,-,-
6,13111,1311101702,大田区,大田区池上,2丁目,大田区池上2丁目,2,2,-,18,X,-,-,1,1,-,-,-,-
6,13111,1311101703,大田区,大田区池上,3丁目,大田区池上3丁目,11,10,1,78,3855,2,2,5,1,1,-,-,-
6,13111,1311101704,大田区,大田区池上,4丁目,大田区池上4丁目,9,9,-,37,1190,2,3,4,-,-,-,-,-
6,13111,1311101705,大田区,大田区池上,5丁目,大田区池上5丁目,11,10,1,105,3313,4,3,2,-,1,-,1,-
6,13111,1311101706,大田区,大田区池上,6丁目,大田区池上6丁目,11,11,-,41,1206,3,7,-,1,-,-,-,-
6,13111,1311101707,大田区,大田区池上,7丁目,大田区池上7丁目,15,15,-,101,4999,3,6,4,-,2,-,-,-
6,13111,1311101708,大田区,大田区池上,8丁目,大田区池上8丁目,9,9,-,97,3429,1,2,3,2,-,1,-,-
5,13111,1311103200,大田区,大田区石川町,,大田区石川町,1,1,-,2,X,1,-,-,-,-,-,-,-
6,13111,1311103201,大田区,大田区石川町,1丁目,大田区石川町1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13111,1311103202,大田区,大田区石川町,2丁目,大田区石川町2丁目,1,1,-,2,X,1,-,-,-,-,-,-,-
5,13111,1311102600,大田区,大田区鵜の木,,大田区鵜の木,15,13,2,131,5619,7,2,3,-,2,1,-,-
6,13111,1311102601,大田区,大田区鵜の木,1丁目,大田区鵜の木1丁目,2,2,-,54,X,-,-,1,-,-,1,-,-
6,13111,1311102602,大田区,大田区鵜の木,2丁目,大田区鵜の木2丁目,9,8,1,50,2530,5,1,2,-,1,-,-,-
6,13111,1311102603,大田区,大田区鵜の木,3丁目,大田区鵜の木3丁目,4,3,1,27,X,2,1,-,-,1,-,-,-
5,13111,1311100700,大田区,大田区大森北,,大田区大森北,101,97,4,884,55413,15,24,32,23,4,1,2,-
6,13111,1311100701,大田区,大田区大森北,1丁目,大田区大森北1丁目,38,37,1,369,24859,8,8,9,9,2,1,1,-
6,13111,1311100702,大田区,大田区大森北,2丁目,大田区大森北2丁目,17,17,-,130,10133,-,5,7,4,1,-,-,-
6,13111,1311100703,大田区,大田区大森北,3丁目,大田区大森北3丁目,16,14,2,92,4505,4,3,6,3,-,-,-,-
6,13111,1311100704,大田区,大田区大森北,4丁目,大田区大森北4丁目,7,7,-,120,8630,-,1,4,1,-,-,1,-
6,13111,1311100705,大田区,大田区大森北,5丁目,大田区大森北5丁目,8,7,1,84,4845,1,-,4,2,1,-,-,-
6,13111,1311100706,大田区,大田区大森北,6丁目,大田区大森北6丁目,15,15,-,89,2440,2,7,2,4,-,-,-,-
5,13111,1311100100,大田区,大田区大森中,,大田区大森中,25,20,5,240,91715,11,4,4,2,2,-,2,-
6,13111,1311100101,大田区,大田区大森中,1丁目,大田区大森中1丁目,15,12,3,219,91355,3,2,4,2,2,-,2,-
