地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13121,1312100000,足立区,,,足立区,1404,1173,231,11191,779228,436,335,341,176,53,42,13,8
5,13121,1312100100,足立区,足立区青井,,足立区青井,22,16,6,153,3976,9,5,3,4,-,-,1,-
6,13121,1312100101,足立区,足立区青井,1丁目,足立区青井1丁目,5,3,2,14,156,2,3,-,-,-,-,-,-
6,13121,1312100102,足立区,足立区青井,2丁目,足立区青井2丁目,3,2,1,8,X,1,2,-,-,-,-,-,-
6,13121,1312100103,足立区,足立区青井,3丁目,足立区青井3丁目,3,3,-,30,949,1,-,-,2,-,-,-,-
6,13121,1312100104,足立区,足立区青井,4丁目,足立区青井4丁目,2,2,-,17,X,-,-,1,1,-,-,-,-
6,13121,1312100105,足立区,足立区青井,5丁目,足立区青井5丁目,3,2,1,58,1582,1,-,1,-,-,-,1,-
6,13121,1312100106,足立区,足立区青井,6丁目,足立区青井6丁目,6,4,2,26,795,4,-,1,1,-,-,-,-
5,13121,1312100200,足立区,足立区足立,,足立区足立,24,18,6,154,9441,11,5,3,2,2,1,-,-
6,13121,1312100201,足立区,足立区足立,1丁目,足立区足立1丁目,7,6,1,44,4196,1,3,2,-,1,-,-,-
6,13121,1312100202,足立区,足立区足立,2丁目,足立区足立2丁目,4,3,1,56,4030,2,-,-,-,1,1,-,-
6,13121,1312100203,足立区,足立区足立,3丁目,足立区足立3丁目,6,4,2,25,503,4,1,-,1,-,-,-,-
6,13121,1312100204,足立区,足立区足立,4丁目,足立区足立4丁目,7,5,2,29,713,4,1,1,1,-,-,-,-
5,13121,1312100300,足立区,足立区綾瀬,,足立区綾瀬,55,45,10,526,35778,18,13,11,8,2,2,-,1
6,13121,1312100301,足立区,足立区綾瀬,1丁目,足立区綾瀬1丁目,4,3,1,5,171,4,-,-,-,-,-,-,-
6,13121,1312100302,足立区,足立区綾瀬,2丁目,足立区綾瀬2丁目,7,7,-,77,2666,2,3,-,1,-,1,-,-
6,13121,1312100303,足立区,足立区綾瀬,3丁目,足立区綾瀬3丁目,11,9,2,96,8770,3,2,3,2,1,-,-,-
6,13121,1312100304,足立区,足立区綾瀬,4丁目,足立区綾瀬4丁目,6,3,3,25,733,1,2,3,-,-,-,-,-
6,13121,1312100305,足立区,足立区綾瀬,5丁目,足立区綾瀬5丁目,8,8,-,62,2028,2,4,-,1,-,1,-,-
6,13121,1312100306,足立区,足立区綾瀬,6丁目,足立区綾瀬6丁目,14,11,3,210,18703,6,1,3,3,-,-,-,1
6,13121,1312100307,足立区,足立区綾瀬,7丁目,足立区綾瀬7丁目,5,4,1,51,2706,-,1,2,1,1,-,-,-
5,13121,1312100991,足立区,足立区入谷町,,足立区入谷町,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13121,1312101200,足立区,足立区梅島,,足立区梅島,19,14,5,65,4139,9,6,3,1,-,-,-,-
6,13121,1312101201,足立区,足立区梅島,1丁目,足立区梅島1丁目,9,7,2,38,3196,3,3,2,1,-,-,-,-
6,13121,1312101202,足立区,足立区梅島,2丁目,足立区梅島2丁目,4,2,2,14,717,2,1,1,-,-,-,-,-
6,13121,1312101203,足立区,足立区梅島,3丁目,足立区梅島3丁目,6,5,1,13,226,4,2,-,-,-,-,-,-
5,13121,1312101100,足立区,足立区梅田,,足立区梅田,42,31,11,190,15446,16,13,10,3,-,-,-,-
6,13121,1312101101,足立区,足立区梅田,1丁目,足立区梅田1丁目,6,5,1,16,177,4,1,1,-,-,-,-,-
6,13121,1312101102,足立区,足立区梅田,2丁目,足立区梅田2丁目,3,3,-,9,254,-,3,-,-,-,-,-,-
6,13121,1312101103,足立区,足立区梅田,3丁目,足立区梅田3丁目,4,1,3,7,65,3,1,-,-,-,-,-,-
