地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13209,1320900000,町田市,,,町田市,1755,1366,389,18600,430117,377643,502,373,392,270,101,64,34,19
5,13209,1320900100,町田市,町田市相原町,,町田市相原町,39,25,14,295,4588,3961,18,5,7,6,1,1,1,-
5,13209,1320900200,町田市,町田市旭町,,町田市旭町,37,32,5,415,9847,10693,5,3,11,13,4,-,1,-
6,13209,1320900201,町田市,町田市旭町,1丁目,町田市旭町1丁目,22,19,3,287,6875,9499,2,1,7,8,3,-,1,-
6,13209,1320900202,町田市,町田市旭町,2丁目,町田市旭町2丁目,12,11,1,114,2326,1012,2,2,2,5,1,-,-,-
6,13209,1320900203,町田市,町田市旭町,3丁目,町田市旭町3丁目,3,2,1,14,646,182,1,-,2,-,-,-,-,-
5,13209,1320900300,町田市,町田市大蔵町,,町田市大蔵町,36,25,11,326,5987,3096,12,7,8,4,3,2,-,-
5,13209,1320900400,町田市,町田市小川,,町田市小川,49,30,19,563,12708,6535,13,7,10,11,5,2,-,1
6,13209,1320900401,町田市,町田市小川,1丁目,町田市小川1丁目,4,1,3,28,128,90,1,-,2,1,-,-,-,-
6,13209,1320900402,町田市,町田市小川,2丁目,町田市小川2丁目,9,4,5,101,969,765,2,2,2,2,-,1,-,-
6,13209,1320900403,町田市,町田市小川,3丁目,町田市小川3丁目,3,2,1,32,288,70,1,-,-,1,1,-,-,-
6,13209,1320900404,町田市,町田市小川,4丁目,町田市小川4丁目,3,3,-,71,1233,2496,-,-,-,1,1,1,-,-
6,13209,1320900491,町田市,町田市小川,（1～4丁目を除く）,町田市小川（1～4丁目を除く）,30,20,10,331,10089,3114,9,5,6,6,3,-,-,1
5,13209,1320900500,町田市,町田市小野路町,,町田市小野路町,14,8,6,65,713,1254,5,5,3,1,-,-,-,-
5,13209,1320900700,町田市,町田市小山町,,町田市小山町,44,36,8,396,5409,5963,18,9,6,5,1,4,1,-
5,13209,1320990800,町田市,町田市金井町,,町田市金井町,11,9,2,176,5075,1738,4,1,2,1,1,1,1,-
5,13209,1320900900,町田市,町田市金森,,町田市金森,33,18,15,446,7518,7677,11,5,8,6,1,1,-,1
6,13209,1320900901,町田市,町田市金森,1丁目,町田市金森1丁目,4,2,2,26,379,623,2,-,1,1,-,-,-,-
6,13209,1320900902,町田市,町田市金森,2丁目,町田市金森2丁目,9,6,3,95,1195,2009,2,1,3,1,1,1,-,-
6,13209,1320900903,町田市,町田市金森,3丁目,町田市金森3丁目,5,1,4,25,78,640,4,-,-,1,-,-,-,-
6,13209,1320900904,町田市,町田市金森,4丁目,町田市金森4丁目,9,6,3,278,5605,4292,1,2,2,3,-,-,-,1
6,13209,1320900905,町田市,町田市金森,5丁目,町田市金森5丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13209,1320900906,町田市,町田市金森,6丁目,町田市金森6丁目,2,2,-,13,X,X,-,-,2,-,-,-,-,-
6,13209,1320900907,町田市,町田市金森,7丁目,町田市金森7丁目,4,1,3,9,X,X,2,2,-,-,-,-,-,-
5,13209,1320901000,町田市,町田市上小山田町,,町田市上小山田町,4,3,1,28,370,269,1,1,1,1,-,-,-,-
5,13209,1320991100,町田市,町田市木曽町,,町田市木曽町,5,4,1,23,1307,556,-,4,-,1,-,-,-,-
5,13209,1320901200,町田市,町田市高ケ坂,,町田市高ケ坂,22,8,14,103,1390,1382,12,4,3,1,2,-,-,-
5,13209,1320901300,町田市,町田市下小山田町,,町田市下小山田町,8,3,5,34,235,602,5,1,1,1,-,-,-,-
5,13209,1320991400,町田市,町田市真光寺町,,町田市真光寺町,4,3,1,53,928,590,-,-,2,1,1,-,-,-
5,13209,1320901500,町田市,町田市図師町,,町田市図師町,24,17,7,165,3081,2319,7,6,6,3,2,-,-,-
5,13209,1320901600,町田市,町田市忠生,,町田市忠生,28,25,3,232,3326,3102,9,7,2,7,2,1,-,-
6,13209,1320901601,町田市,町田市忠生,1丁目,町田市忠生1丁目,9,9,-,32,620,279,3,4,2,-,-,-,-,-
6,13209,1320901602,町田市,町田市忠生,2丁目,町田市忠生2丁目,6,5,1,63,538,314,2,-,-,4,-,-,-,-
6,13209,1320901603,町田市,町田市忠生,3丁目,町田市忠生3丁目,9,8,1,81,926,1859,3,2,-,2,2,-,-,-
6,13209,1320901604,町田市,町田市忠生,4丁目,町田市忠生4丁目,4,3,1,56,1242,650,1,1,-,1,-,1,-,-
5,13209,1320901700,町田市,町田市玉川学園,,町田市玉川学園,51,33,18,495,6488,4995,21,11,2,12,3,-,1,1
6,13209,1320901701,町田市,町田市玉川学園,1丁目,町田市玉川学園1丁目,7,3,4,35,301,153,3,3,-,-,1,-,-,-
6,13209,1320901702,町田市,町田市玉川学園,2丁目,町田市玉川学園2丁目,25,21,4,337,4838,3829,8,6,1,7,1,-,1,1
6,13209,1320901703,町田市,町田市玉川学園,3丁目,町田市玉川学園3丁目,1,1,-,2,X,X,1,-,-,-,-,-,-,-
6,13209,1320901704,町田市,町田市玉川学園,4丁目,町田市玉川学園4丁目,1,-,1,12,X,X,-,-,-,1,-,-,-,-
6,13209,1320901705,町田市,町田市玉川学園,5丁目,町田市玉川学園5丁目,4,1,3,26,215,253,2,1,-,-,1,-,-,-
6,13209,1320901706,町田市,町田市玉川学園,6丁目,町田市玉川学園6丁目,2,2,-,32,X,X,-,-,-,2,-,-,-,-
6,13209,1320901707,町田市,町田市玉川学園,7丁目,町田市玉川学園7丁目,7,5,2,46,485,462,3,1,1,2,-,-,-,-
6,13209,1320901708,町田市,町田市玉川学園,8丁目,町田市玉川学園8丁目,4,-,4,5,41,132,4,-,-,-,-,-,-,-
5,13209,1320901800,町田市,町田市つくし野,,町田市つくし野,22,14,8,151,1827,4008,12,4,3,1,-,1,1,-
6,13209,1320901801,町田市,町田市つくし野,1丁目,町田市つくし野1丁目,10,9,1,87,1278,3047,4,3,2,-,-,-,1,-
6,13209,1320901802,町田市,町田市つくし野,2丁目,町田市つくし野2丁目,7,2,5,48,426,747,5,-,-,1,-,1,-,-
6,13209,1320901803,町田市,町田市つくし野,3丁目,町田市つくし野3丁目,3,1,2,6,X,X,2,1,-,-,-,-,-,-
6,13209,1320901804,町田市,町田市つくし野,4丁目,町田市つくし野4丁目,2,2,-,10,X,X,1,-,1,-,-,-,-,-
5,13209,1320901900,町田市,町田市鶴川,,町田市鶴川,59,29,30,299,3704,4647,31,14,6,4,3,1,-,-
6,13209,1320901901,町田市,町田市鶴川,1丁目,町田市鶴川1丁目,3,3,-,25,445,502,1,1,-,1,-,-,-,-
6,13209,1320901902,町田市,町田市鶴川,2丁目,町田市鶴川2丁目,19,10,9,70,640,1378,11,4,3,-,1,-,-,-
6,13209,1320901903,町田市,町田市鶴川,3丁目,町田市鶴川3丁目,9,2,7,14,108,328,9,-,-,-,-,-,-,-
6,13209,1320901904,町田市,町田市鶴川,4丁目,町田市鶴川4丁目,4,2,2,39,303,158,-,2,-,1,1,-,-,-
6,13209,1320901905,町田市,町田市鶴川,5丁目,町田市鶴川5丁目,9,4,5,46,421,690,5,3,-,-,1,-,-,-
6,13209,1320901906,町田市,町田市鶴川,6丁目,町田市鶴川6丁目,15,8,7,105,1787,1591,5,4,3,2,-,1,-,-
5,13209,1320902000,町田市,町田市鶴間,,町田市鶴間,89,83,6,1414,55031,31758,10,15,24,21,6,8,3,2
6,13209,1320902001,町田市,町田市鶴間,1丁目,町田市鶴間1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13209,1320902002,町田市,町田市鶴間,2丁目,町田市鶴間2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13209,1320902003,町田市,町田市鶴間,3丁目,町田市鶴間3丁目,42,42,-,687,14031,24953,2,7,17,8,1,5,1,1
6,13209,1320902091,町田市,町田市鶴間,（1～3丁目を除く）,町田市鶴間（1～3丁目を除く）,47,41,6,727,41001,6805,8,8,7,13,5,3,2,1
5,13209,1320902100,町田市,町田市常盤町,,町田市常盤町,9,7,2,178,2004,1760,3,1,2,1,1,-,-,1
5,13209,1320902200,町田市,町田市中町,,町田市中町,61,40,21,590,8689,6095,24,12,13,5,3,3,-,1
6,13209,1320902201,町田市,町田市中町,1丁目,町田市中町1丁目,33,24,9,246,3471,3492,13,6,7,3,2,2,-,-
6,13209,1320902202,町田市,町田市中町,2丁目,町田市中町2丁目,14,7,7,258,3828,786,4,3,3,2,1,-,-,1
6,13209,1320902203,町田市,町田市中町,3丁目,町田市中町3丁目,8,5,3,72,1278,1708,4,-,3,-,-,1,-,-
6,13209,1320902204,町田市,町田市中町,4丁目,町田市中町4丁目,6,4,2,14,112,109,3,3,-,-,-,-,-,-
5,13209,1320902300,町田市,町田市成瀬,,町田市成瀬,31,21,10,338,3900,3879,9,4,3,11,1,3,-,-
6,13209,1320902301,町田市,町田市成瀬,1丁目,町田市成瀬1丁目,3,1,2,43,191,42,-,-,-,3,-,-,-,-
6,13209,1320902302,町田市,町田市成瀬,2丁目,町田市成瀬2丁目,2,2,-,11,X,X,1,-,-,1,-,-,-,-
6,13209,1320902303,町田市,町田市成瀬,3丁目,町田市成瀬3丁目,1,1,-,19,X,X,-,-,-,1,-,-,-,-
6,13209,1320902391,町田市,町田市成瀬,（1～3丁目を除く）,町田市成瀬（1～3丁目を除く）,25,17,8,265,3390,3621,8,4,3,6,1,3,-,-
5,13209,1320902500,町田市,町田市成瀬台,,町田市成瀬台,18,9,9,241,3474,2381,8,1,4,1,1,1,2,-
6,13209,1320902501,町田市,町田市成瀬台,1丁目,町田市成瀬台1丁目,1,1,-,49,X,-,-,-,-,-,-,1,-,-
6,13209,1320902502,町田市,町田市成瀬台,2丁目,町田市成瀬台2丁目,10,3,7,86,1621,1387,6,1,2,-,-,-,1,-
6,13209,1320902503,町田市,町田市成瀬台,3丁目,町田市成瀬台3丁目,7,5,2,106,X,994,2,-,2,1,1,-,1,-
6,13209,1320902504,町田市,町田市成瀬台,4丁目,町田市成瀬台4丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13209,1320992600,町田市,町田市根岸町,,町田市根岸町,7,7,-,32,678,582,1,2,4,-,-,-,-,-
5,13209,1320902800,町田市,町田市野津田町,,町田市野津田町,32,22,10,196,5468,2085,10,6,10,4,2,-,-,-
5,13209,1320902900,町田市,町田市原町田,,町田市原町田,482,443,39,4968,147015,126132,84,141,142,69,21,16,5,4
6,13209,1320902901,町田市,町田市原町田,1丁目,町田市原町田1丁目,12,11,1,278,24899,9899,1,5,2,2,-,1,-,1
6,13209,1320902902,町田市,町田市原町田,2丁目,町田市原町田2丁目,13,5,8,93,610,667,5,3,2,-,3,-,-,-
6,13209,1320902903,町田市,町田市原町田,3丁目,町田市原町田3丁目,17,9,8,105,1217,1104,7,5,2,2,-,1,-,-
6,13209,1320902904,町田市,町田市原町田,4丁目,町田市原町田4丁目,88,74,14,852,16247,17826,17,20,23,20,3,3,2,-
6,13209,1320902905,町田市,町田市原町田,5丁目,町田市原町田5丁目,8,5,3,47,615,565,4,2,1,-,1,-,-,-
6,13209,1320902906,町田市,町田市原町田,6丁目,町田市原町田6丁目,344,339,5,3593,103426,96071,50,106,112,45,14,11,3,3
5,13209,1320903000,町田市,町田市東玉川学園,,町田市東玉川学園,1,1,-,1,X,-,1,-,-,-,-,-,-,-
6,13209,1320903001,町田市,町田市東玉川学園,1丁目,町田市東玉川学園1丁目,1,1,-,1,X,-,1,-,-,-,-,-,-,-
6,13209,1320903002,町田市,町田市東玉川学園,2丁目,町田市東玉川学園2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13209,1320903003,町田市,町田市東玉川学園,3丁目,町田市東玉川学園3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13209,1320903004,町田市,町田市東玉川学園,4丁目,町田市東玉川学園4丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13209,1320993100,町田市,町田市広袴町,,町田市広袴町,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13209,1320903200,町田市,町田市本町田,,町田市本町田,48,35,13,457,7392,6173,16,10,11,4,3,3,1,-
5,13209,1320903300,町田市,町田市南大谷,,町田市南大谷,10,6,4,145,2077,2947,6,-,-,1,1,1,1,-
5,13209,1320903400,町田市,町田市南つくし野,,町田市南つくし野,14,10,4,125,1895,860,5,4,1,2,1,1,-,-
6,13209,1320903401,町田市,町田市南つくし野,1丁目,町田市南つくし野1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13209,1320903402,町田市,町田市南つくし野,2丁目,町田市南つくし野2丁目,5,4,1,68,1248,414,-,3,-,1,-,1,-,-
