地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13107,1310700000,墨田区,,,墨田区,1656,1093,563,12162,254501,201242,707,355,283,205,54,28,14,10
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,40,22,18,250,5045,2324,15,9,9,5,1,1,-,-
6,13107,1310701201,墨田区,墨田区吾妻橋,1丁目,墨田区吾妻橋1丁目,20,9,11,129,2357,1170,9,4,3,3,1,-,-,-
6,13107,1310701202,墨田区,墨田区吾妻橋,2丁目,墨田区吾妻橋2丁目,13,9,4,56,1335,838,5,3,4,1,-,-,-,-
6,13107,1310701203,墨田区,墨田区吾妻橋,3丁目,墨田区吾妻橋3丁目,7,4,3,65,1353,316,1,2,2,1,-,1,-,-
5,13107,1310700900,墨田区,墨田区石原,,墨田区石原,55,39,16,306,9059,2759,27,14,7,3,2,2,-,-
6,13107,1310700901,墨田区,墨田区石原,1丁目,墨田区石原1丁目,9,6,3,58,1908,166,4,1,2,1,1,-,-,-
6,13107,1310700902,墨田区,墨田区石原,2丁目,墨田区石原2丁目,13,11,2,64,2673,793,7,2,2,2,-,-,-,-
6,13107,1310700903,墨田区,墨田区石原,3丁目,墨田区石原3丁目,21,12,9,79,725,1180,13,7,-,-,-,1,-,-
6,13107,1310700904,墨田区,墨田区石原,4丁目,墨田区石原4丁目,12,10,2,105,3754,620,3,4,3,-,1,1,-,-
5,13107,1310702100,墨田区,墨田区押上,,墨田区押上,173,140,33,1479,27468,13039,47,32,45,33,10,4,2,-
6,13107,1310702101,墨田区,墨田区押上,1丁目,墨田区押上1丁目,135,121,14,1285,25105,11356,22,27,44,29,8,3,2,-
6,13107,1310702102,墨田区,墨田区押上,2丁目,墨田区押上2丁目,14,9,5,105,1869,741,7,2,-,3,2,-,-,-
6,13107,1310702103,墨田区,墨田区押上,3丁目,墨田区押上3丁目,24,10,14,89,494,942,18,3,1,1,-,1,-,-
5,13107,1310700800,墨田区,墨田区亀沢,,墨田区亀沢,32,20,12,388,5644,2223,12,7,4,7,1,-,-,1
6,13107,1310700801,墨田区,墨田区亀沢,1丁目,墨田区亀沢1丁目,6,2,4,44,552,363,1,1,2,2,-,-,-,-
6,13107,1310700802,墨田区,墨田区亀沢,2丁目,墨田区亀沢2丁目,7,4,3,26,379,196,5,-,1,1,-,-,-,-
6,13107,1310700803,墨田区,墨田区亀沢,3丁目,墨田区亀沢3丁目,6,4,2,53,1258,1021,2,2,-,1,1,-,-,-
6,13107,1310700804,墨田区,墨田区亀沢,4丁目,墨田区亀沢4丁目,13,10,3,265,3455,643,4,4,1,3,-,-,-,1
5,13107,1310700500,墨田区,墨田区菊川,,墨田区菊川,29,17,12,363,6831,4778,13,4,3,6,-,1,1,1
6,13107,1310700501,墨田区,墨田区菊川,1丁目,墨田区菊川1丁目,5,2,3,144,2137,1609,2,1,1,-,-,-,-,1
6,13107,1310700502,墨田区,墨田区菊川,2丁目,墨田区菊川2丁目,12,9,3,104,1731,1465,4,2,1,4,-,1,-,-
6,13107,1310700503,墨田区,墨田区菊川,3丁目,墨田区菊川3丁目,12,6,6,115,2964,1704,7,1,1,2,-,-,1,-
5,13107,1310702200,墨田区,墨田区京島,,墨田区京島,117,68,49,924,14682,20314,59,34,10,10,2,1,-,1
6,13107,1310702201,墨田区,墨田区京島,1丁目,墨田区京島1丁目,48,37,11,694,12230,16870,18,12,7,8,2,-,-,1
6,13107,1310702202,墨田区,墨田区京島,2丁目,墨田区京島2丁目,11,3,8,24,174,270,9,1,1,-,-,-,-,-
6,13107,1310702203,墨田区,墨田区京島,3丁目,墨田区京島3丁目,58,28,30,206,2279,3174,32,21,2,2,-,1,-,-
5,13107,1310701300,墨田区,墨田区錦糸,,墨田区錦糸,95,83,12,901,20555,19327,22,24,27,13,2,5,1,1
6,13107,1310701301,墨田区,墨田区錦糸,1丁目,墨田区錦糸1丁目,32,28,4,268,6003,2073,5,8,13,2,2,2,-,-
6,13107,1310701302,墨田区,墨田区錦糸,2丁目,墨田区錦糸2丁目,38,35,3,498,12686,15966,5,9,10,10,-,2,1,1
6,13107,1310701303,墨田区,墨田区錦糸,3丁目,墨田区錦糸3丁目,16,15,1,111,1191,739,6,5,3,1,-,1,-,-
6,13107,1310701304,墨田区,墨田区錦糸,4丁目,墨田区錦糸4丁目,9,5,4,24,674,549,6,2,1,-,-,-,-,-
5,13107,1310700600,墨田区,墨田区江東橋,,墨田区江東橋,148,141,7,1974,58613,63057,17,30,47,36,8,5,1,4
6,13107,1310700601,墨田区,墨田区江東橋,1丁目,墨田区江東橋1丁目,6,5,1,89,1419,1251,1,1,1,1,1,1,-,-
6,13107,1310700602,墨田区,墨田区江東橋,2丁目,墨田区江東橋2丁目,8,7,1,68,563,433,1,1,3,3,-,-,-,-
6,13107,1310700603,墨田区,墨田区江東橋,3丁目,墨田区江東橋3丁目,87,85,2,1261,44355,35724,6,17,32,19,6,3,1,3
6,13107,1310700604,墨田区,墨田区江東橋,4丁目,墨田区江東橋4丁目,41,38,3,490,10696,25006,9,10,9,10,1,1,-,1
