地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13116,1311600000,豊島区,,,豊島区,856,808,48,12550,1071212,184,185,216,129,62,42,24,14
5,13116,1311601000,豊島区,豊島区池袋,,豊島区池袋,74,70,4,726,46490,9,18,27,11,5,2,2,-
6,13116,1311601001,豊島区,豊島区池袋,1丁目,豊島区池袋1丁目,4,2,2,47,3325,1,1,1,-,-,1,-,-
6,13116,1311601002,豊島区,豊島区池袋,2丁目,豊島区池袋2丁目,47,47,-,451,29250,4,12,18,6,5,1,1,-
6,13116,1311601003,豊島区,豊島区池袋,3丁目,豊島区池袋3丁目,12,11,1,156,8153,2,3,3,3,-,-,1,-
6,13116,1311601004,豊島区,豊島区池袋,4丁目,豊島区池袋4丁目,11,10,1,72,5763,2,2,5,2,-,-,-,-
5,13116,1311601100,豊島区,豊島区池袋本町,,豊島区池袋本町,36,31,5,249,7223,16,8,7,2,1,1,1,-
6,13116,1311601101,豊島区,豊島区池袋本町,1丁目,豊島区池袋本町1丁目,15,15,-,105,3707,8,2,2,1,1,1,-,-
6,13116,1311601102,豊島区,豊島区池袋本町,2丁目,豊島区池袋本町2丁目,10,8,2,31,1271,4,4,2,-,-,-,-,-
6,13116,1311601103,豊島区,豊島区池袋本町,3丁目,豊島区池袋本町3丁目,3,2,1,11,189,1,1,1,-,-,-,-,-
6,13116,1311601104,豊島区,豊島区池袋本町,4丁目,豊島区池袋本町4丁目,8,6,2,102,2057,3,1,2,1,-,-,1,-
5,13116,1311601800,豊島区,豊島区要町,,豊島区要町,33,30,3,383,26882,7,5,6,12,-,2,1,-
6,13116,1311601801,豊島区,豊島区要町,1丁目,豊島区要町1丁目,12,11,1,58,13961,5,3,1,3,-,-,-,-
6,13116,1311601802,豊島区,豊島区要町,2丁目,豊島区要町2丁目,8,8,-,106,3509,1,1,2,2,-,2,-,-
6,13116,1311601803,豊島区,豊島区要町,3丁目,豊島区要町3丁目,13,11,2,219,9412,1,1,3,7,-,-,1,-
5,13116,1311600600,豊島区,豊島区上池袋,,豊島区上池袋,25,22,3,194,10993,10,6,2,4,2,1,-,-
6,13116,1311600601,豊島区,豊島区上池袋,1丁目,豊島区上池袋1丁目,8,7,1,44,3042,4,1,1,2,-,-,-,-
6,13116,1311600602,豊島区,豊島区上池袋,2丁目,豊島区上池袋2丁目,4,3,1,84,5574,1,-,-,-,2,1,-,-
6,13116,1311600603,豊島区,豊島区上池袋,3丁目,豊島区上池袋3丁目,5,4,1,31,1097,2,1,1,1,-,-,-,-
6,13116,1311600604,豊島区,豊島区上池袋,4丁目,豊島区上池袋4丁目,8,8,-,35,1280,3,4,-,1,-,-,-,-
5,13116,1311600400,豊島区,豊島区北大塚,,豊島区北大塚,26,24,2,539,24192,5,7,3,3,2,5,-,1
6,13116,1311600401,豊島区,豊島区北大塚,1丁目,豊島区北大塚1丁目,8,8,-,361,14762,1,1,-,1,-,4,-,1
6,13116,1311600402,豊島区,豊島区北大塚,2丁目,豊島区北大塚2丁目,12,11,1,85,5937,4,4,1,2,1,-,-,-
6,13116,1311600403,豊島区,豊島区北大塚,3丁目,豊島区北大塚3丁目,6,5,1,93,3493,-,2,2,-,1,1,-,-
5,13116,1311600100,豊島区,豊島区駒込,,豊島区駒込,30,29,1,165,8714,10,7,9,3,1,-,-,-
6,13116,1311600101,豊島区,豊島区駒込,1丁目,豊島区駒込1丁目,15,15,-,75,5902,5,4,4,2,-,-,-,-
6,13116,1311600102,豊島区,豊島区駒込,2丁目,豊島区駒込2丁目,5,5,-,47,1636,1,1,1,1,1,-,-,-
6,13116,1311600103,豊島区,豊島区駒込,3丁目,豊島区駒込3丁目,3,2,1,8,74,2,-,1,-,-,-,-,-
6,13116,1311600104,豊島区,豊島区駒込,4丁目,豊島区駒込4丁目,2,2,-,16,X,-,-,2,-,-,-,-,-
6,13116,1311600105,豊島区,豊島区駒込,5丁目,豊島区駒込5丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13116,1311600106,豊島区,豊島区駒込,6丁目,豊島区駒込6丁目,3,3,-,10,376,1,2,-,-,-,-,-,-
6,13116,1311600107,豊島区,豊島区駒込,7丁目,豊島区駒込7丁目,2,2,-,9,X,1,-,1,-,-,-,-,-
5,13116,1311600200,豊島区,豊島区巣鴨,,豊島区巣鴨,83,80,3,894,91056,16,18,22,13,10,-,4,-
6,13116,1311600201,豊島区,豊島区巣鴨,1丁目,豊島区巣鴨1丁目,31,30,1,382,26447,5,5,8,6,5,-,2,-
6,13116,1311600202,豊島区,豊島区巣鴨,2丁目,豊島区巣鴨2丁目,6,6,-,113,9672,1,1,1,1,1,-,1,-
6,13116,1311600203,豊島区,豊島区巣鴨,3丁目,豊島区巣鴨3丁目,13,13,-,80,10746,2,5,5,-,1,-,-,-
6,13116,1311600204,豊島区,豊島区巣鴨,4丁目,豊島区巣鴨4丁目,10,9,1,71,3761,3,2,1,4,-,-,-,-
6,13116,1311600205,豊島区,豊島区巣鴨,5丁目,豊島区巣鴨5丁目,23,22,1,248,40430,5,5,7,2,3,-,1,-
5,13116,1311601200,豊島区,豊島区雑司が谷,,豊島区雑司が谷,8,7,1,79,1790,1,3,3,-,-,-,1,-
6,13116,1311601201,豊島区,豊島区雑司が谷,1丁目,豊島区雑司が谷1丁目,1,1,-,5,X,-,-,1,-,-,-,-,-
6,13116,1311601202,豊島区,豊島区雑司が谷,2丁目,豊島区雑司が谷2丁目,4,3,1,63,1439,-,2,1,-,-,-,1,-
6,13116,1311601203,豊島区,豊島区雑司が谷,3丁目,豊島区雑司が谷3丁目,3,3,-,11,X,1,1,1,-,-,-,-,-
5,13116,1311601300,豊島区,豊島区高田,,豊島区高田,35,34,1,908,151202,5,8,9,3,3,3,1,3
6,13116,1311601301,豊島区,豊島区高田,1丁目,豊島区高田1丁目,6,6,-,29,779,1,1,4,-,-,-,-,-
6,13116,1311601302,豊島区,豊島区高田,2丁目,豊島区高田2丁目,6,5,1,179,5360,1,3,-,-,1,-,-,1
6,13116,1311601303,豊島区,豊島区高田,3丁目,豊島区高田3丁目,23,23,-,700,145063,3,4,5,3,2,3,1,2
5,13116,1311601900,豊島区,豊島区高松,,豊島区高松,11,9,2,77,7205,1,2,4,4,-,-,-,-
6,13116,1311601901,豊島区,豊島区高松,1丁目,豊島区高松1丁目,8,8,-,67,6830,-,1,3,4,-,-,-,-
6,13116,1311601902,豊島区,豊島区高松,2丁目,豊島区高松2丁目,2,-,2,5,X,1,1,-,-,-,-,-,-
6,13116,1311601903,豊島区,豊島区高松,3丁目,豊島区高松3丁目,1,1,-,5,X,-,-,1,-,-,-,-,-
5,13116,1311601600,豊島区,豊島区長崎,,豊島区長崎,31,27,4,365,17043,13,12,3,1,-,1,-,1
6,13116,1311601601,豊島区,豊島区長崎,1丁目,豊島区長崎1丁目,5,4,1,12,215,4,1,-,-,-,-,-,-
6,13116,1311601602,豊島区,豊島区長崎,2丁目,豊島区長崎2丁目,8,6,2,27,318,2,5,1,-,-,-,-,-
