地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13122,1312200000,葛飾区,,,葛飾区,835,710,125,5448,330222,288,209,191,105,25,10,5,2
5,13122,1312201300,葛飾区,葛飾区青戸,,葛飾区青戸,45,41,4,250,13092,15,14,10,4,-,2,-,-
6,13122,1312201301,葛飾区,葛飾区青戸,1丁目,葛飾区青戸1丁目,9,8,1,31,2258,4,2,3,-,-,-,-,-
6,13122,1312201302,葛飾区,葛飾区青戸,2丁目,葛飾区青戸2丁目,1,1,-,4,X,-,1,-,-,-,-,-,-
6,13122,1312201303,葛飾区,葛飾区青戸,3丁目,葛飾区青戸3丁目,6,5,1,10,725,5,1,-,-,-,-,-,-
6,13122,1312201304,葛飾区,葛飾区青戸,4丁目,葛飾区青戸4丁目,7,7,-,41,1736,1,3,1,2,-,-,-,-
6,13122,1312201305,葛飾区,葛飾区青戸,5丁目,葛飾区青戸5丁目,3,3,-,42,1731,1,-,-,1,-,1,-,-
6,13122,1312201306,葛飾区,葛飾区青戸,6丁目,葛飾区青戸6丁目,3,2,1,9,X,1,2,-,-,-,-,-,-
6,13122,1312201307,葛飾区,葛飾区青戸,7丁目,葛飾区青戸7丁目,8,8,-,34,1150,1,3,4,-,-,-,-,-
6,13122,1312201308,葛飾区,葛飾区青戸,8丁目,葛飾区青戸8丁目,8,7,1,79,4362,2,2,2,1,-,1,-,-
5,13122,1312201700,葛飾区,葛飾区奥戸,,葛飾区奥戸,65,58,7,497,33043,15,15,21,8,5,-,1,-
6,13122,1312201701,葛飾区,葛飾区奥戸,1丁目,葛飾区奥戸1丁目,8,6,2,55,10830,2,2,2,1,1,-,-,-
6,13122,1312201702,葛飾区,葛飾区奥戸,2丁目,葛飾区奥戸2丁目,7,7,-,31,886,3,-,4,-,-,-,-,-
6,13122,1312201703,葛飾区,葛飾区奥戸,3丁目,葛飾区奥戸3丁目,9,7,2,46,1346,2,3,3,1,-,-,-,-
6,13122,1312201704,葛飾区,葛飾区奥戸,4丁目,葛飾区奥戸4丁目,10,10,-,144,8385,1,2,3,1,2,-,1,-
6,13122,1312201705,葛飾区,葛飾区奥戸,5丁目,葛飾区奥戸5丁目,9,8,1,64,3226,1,4,2,1,1,-,-,-
6,13122,1312201706,葛飾区,葛飾区奥戸,6丁目,葛飾区奥戸6丁目,8,8,-,37,1686,3,2,2,1,-,-,-,-
6,13122,1312201707,葛飾区,葛飾区奥戸,7丁目,葛飾区奥戸7丁目,7,7,-,70,3932,2,1,1,2,1,-,-,-
6,13122,1312201708,葛飾区,葛飾区奥戸,8丁目,葛飾区奥戸8丁目,7,5,2,50,2752,1,1,4,1,-,-,-,-
6,13122,1312201709,葛飾区,葛飾区奥戸,9丁目,葛飾区奥戸9丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13122,1312200900,葛飾区,葛飾区お花茶屋,,葛飾区お花茶屋,16,13,3,56,2698,6,7,2,1,-,-,-,-
6,13122,1312200901,葛飾区,葛飾区お花茶屋,1丁目,葛飾区お花茶屋1丁目,7,6,1,25,621,2,3,2,-,-,-,-,-
6,13122,1312200902,葛飾区,葛飾区お花茶屋,2丁目,葛飾区お花茶屋2丁目,3,3,-,8,1169,1,2,-,-,-,-,-,-
6,13122,1312200903,葛飾区,葛飾区お花茶屋,3丁目,葛飾区お花茶屋3丁目,6,4,2,23,908,3,2,-,1,-,-,-,-
5,13122,1312202300,葛飾区,葛飾区金町,,葛飾区金町,29,24,5,122,6699,10,7,10,2,-,-,-,-
6,13122,1312202301,葛飾区,葛飾区金町,1丁目,葛飾区金町1丁目,5,4,1,23,1596,2,2,-,1,-,-,-,-
6,13122,1312202302,葛飾区,葛飾区金町,2丁目,葛飾区金町2丁目,7,6,1,33,2843,1,2,4,-,-,-,-,-
6,13122,1312202303,葛飾区,葛飾区金町,3丁目,葛飾区金町3丁目,6,5,1,30,1123,1,1,3,1,-,-,-,-
6,13122,1312202304,葛飾区,葛飾区金町,4丁目,葛飾区金町4丁目,4,4,-,13,X,1,2,1,-,-,-,-,-
6,13122,1312202305,葛飾区,葛飾区金町,5丁目,葛飾区金町5丁目,2,1,1,3,X,2,-,-,-,-,-,-,-
6,13122,1312202306,葛飾区,葛飾区金町,6丁目,葛飾区金町6丁目,5,4,1,20,675,3,-,2,-,-,-,-,-
5,13122,1312202400,葛飾区,葛飾区金町浄水場,,葛飾区金町浄水場,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13122,1312201900,葛飾区,葛飾区鎌倉,,葛飾区鎌倉,27,22,5,132,3664,11,5,8,3,-,-,-,-
6,13122,1312201901,葛飾区,葛飾区鎌倉,1丁目,葛飾区鎌倉1丁目,5,5,-,30,1397,1,1,2,1,-,-,-,-
6,13122,1312201902,葛飾区,葛飾区鎌倉,2丁目,葛飾区鎌倉2丁目,10,7,3,55,1168,5,-,3,2,-,-,-,-
6,13122,1312201903,葛飾区,葛飾区鎌倉,3丁目,葛飾区鎌倉3丁目,5,5,-,25,482,-,3,2,-,-,-,-,-
6,13122,1312201904,葛飾区,葛飾区鎌倉,4丁目,葛飾区鎌倉4丁目,7,5,2,22,617,5,1,1,-,-,-,-,-
5,13122,1312201100,葛飾区,葛飾区亀有,,葛飾区亀有,39,31,8,308,53738,9,11,10,6,2,-,1,-
6,13122,1312201101,葛飾区,葛飾区亀有,1丁目,葛飾区亀有1丁目,3,2,1,33,2539,1,1,-,-,1,-,-,-
6,13122,1312201102,葛飾区,葛飾区亀有,2丁目,葛飾区亀有2丁目,11,9,2,48,3647,3,5,2,1,-,-,-,-
6,13122,1312201103,葛飾区,葛飾区亀有,3丁目,葛飾区亀有3丁目,10,7,3,52,2037,4,3,2,-,1,-,-,-
6,13122,1312201104,葛飾区,葛飾区亀有,4丁目,葛飾区亀有4丁目,6,6,-,101,2026,-,1,1,3,-,-,1,-
6,13122,1312201105,葛飾区,葛飾区亀有,5丁目,葛飾区亀有5丁目,9,7,2,74,43489,1,1,5,2,-,-,-,-
5,13122,1312200800,葛飾区,葛飾区小菅,,葛飾区小菅,15,13,2,101,26514,4,4,2,5,-,-,-,-
6,13122,1312200801,葛飾区,葛飾区小菅,1丁目,葛飾区小菅1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13122,1312200802,葛飾区,葛飾区小菅,2丁目,葛飾区小菅2丁目,4,3,1,20,262,1,1,1,1,-,-,-,-
6,13122,1312200803,葛飾区,葛飾区小菅,3丁目,葛飾区小菅3丁目,4,4,-,49,24378,-,1,-,3,-,-,-,-
6,13122,1312200804,葛飾区,葛飾区小菅,4丁目,葛飾区小菅4丁目,7,6,1,32,1875,3,2,1,1,-,-,-,-
5,13122,1312202100,葛飾区,葛飾区柴又,,葛飾区柴又,27,20,7,75,3126,20,3,4,-,-,-,-,-
6,13122,1312202101,葛飾区,葛飾区柴又,1丁目,葛飾区柴又1丁目,10,5,5,24,2164,9,-,1,-,-,-,-,-
6,13122,1312202102,葛飾区,葛飾区柴又,2丁目,葛飾区柴又2丁目,1,1,-,2,X,1,-,-,-,-,-,-,-
6,13122,1312202103,葛飾区,葛飾区柴又,3丁目,葛飾区柴又3丁目,7,6,1,26,405,5,-,2,-,-,-,-,-
6,13122,1312202104,葛飾区,葛飾区柴又,4丁目,葛飾区柴又4丁目,2,2,-,10,X,-,1,1,-,-,-,-,-
6,13122,1312202105,葛飾区,葛飾区柴又,5丁目,葛飾区柴又5丁目,3,2,1,9,342,1,2,-,-,-,-,-,-
6,13122,1312202106,葛飾区,葛飾区柴又,6丁目,葛飾区柴又6丁目,2,2,-,2,X,2,-,-,-,-,-,-,-
6,13122,1312202107,葛飾区,葛飾区柴又,7丁目,葛飾区柴又7丁目,2,2,-,2,X,2,-,-,-,-,-,-,-
5,13122,1312201000,葛飾区,葛飾区白鳥,,葛飾区白鳥,25,25,-,186,10722,4,7,7,5,2,-,-,-
6,13122,1312201001,葛飾区,葛飾区白鳥,1丁目,葛飾区白鳥1丁目,4,4,-,21,530,-,1,3,-,-,-,-,-
6,13122,1312201002,葛飾区,葛飾区白鳥,2丁目,葛飾区白鳥2丁目,7,7,-,42,2333,2,2,1,2,-,-,-,-
6,13122,1312201003,葛飾区,葛飾区白鳥,3丁目,葛飾区白鳥3丁目,5,5,-,28,2826,2,1,1,1,-,-,-,-
6,13122,1312201004,葛飾区,葛飾区白鳥,4丁目,葛飾区白鳥4丁目,9,9,-,95,5034,-,3,2,2,2,-,-,-
5,13122,1312201400,葛飾区,葛飾区新小岩,,葛飾区新小岩,31,29,2,240,7920,13,6,5,4,1,1,1,-
6,13122,1312201401,葛飾区,葛飾区新小岩,1丁目,葛飾区新小岩1丁目,13,13,-,138,4069,5,2,2,2,1,-,1,-
6,13122,1312201402,葛飾区,葛飾区新小岩,2丁目,葛飾区新小岩2丁目,8,8,-,52,1545,1,3,2,2,-,-,-,-
6,13122,1312201403,葛飾区,葛飾区新小岩,3丁目,葛飾区新小岩3丁目,7,6,1,10,255,6,1,-,-,-,-,-,-
6,13122,1312201404,葛飾区,葛飾区新小岩,4丁目,葛飾区新小岩4丁目,3,2,1,40,2051,1,-,1,-,-,1,-,-
5,13122,1312201800,葛飾区,葛飾区高砂,,葛飾区高砂,24,17,7,117,2700,11,5,4,4,-,-,-,-
