地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13208,1320800000,調布市,,,調布市,918,650,268,9184,211353,140078,323,173,196,128,46,24,19,9
5,13208,1320801600,調布市,調布市入間町,,調布市入間町,10,9,1,133,4481,2310,2,2,2,2,-,2,-,-
6,13208,1320801601,調布市,調布市入間町,1丁目,調布市入間町1丁目,5,4,1,61,2167,1992,1,1,2,-,-,1,-,-
6,13208,1320801602,調布市,調布市入間町,2丁目,調布市入間町2丁目,2,2,-,51,X,X,-,-,-,1,-,1,-,-
6,13208,1320801603,調布市,調布市入間町,3丁目,調布市入間町3丁目,3,3,-,21,X,X,1,1,-,1,-,-,-,-
5,13208,1320800200,調布市,調布市上石原,,調布市上石原,32,22,10,595,7200,2089,13,1,9,3,2,1,2,1
6,13208,1320800201,調布市,調布市上石原,1丁目,調布市上石原1丁目,13,9,4,113,1514,531,6,-,4,1,1,1,-,-
6,13208,1320800202,調布市,調布市上石原,2丁目,調布市上石原2丁目,12,7,5,156,2482,1366,6,-,4,-,1,-,1,-
6,13208,1320800203,調布市,調布市上石原,3丁目,調布市上石原3丁目,7,6,1,326,3205,192,1,1,1,2,-,-,1,1
6,13208,1320800291,調布市,調布市上石原,（1～3丁目を除く）,調布市上石原（1～3丁目を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13208,1320801300,調布市,調布市菊野台,,調布市菊野台,45,25,20,315,3015,3705,21,4,8,10,1,1,-,-
6,13208,1320801301,調布市,調布市菊野台,1丁目,調布市菊野台1丁目,26,14,12,163,1223,2588,13,4,3,5,-,1,-,-
6,13208,1320801302,調布市,調布市菊野台,2丁目,調布市菊野台2丁目,15,8,7,103,1314,694,7,-,4,4,-,-,-,-
6,13208,1320801303,調布市,調布市菊野台,3丁目,調布市菊野台3丁目,4,3,1,49,479,423,1,-,1,1,1,-,-,-
5,13208,1320800800,調布市,調布市国領町,,調布市国領町,111,78,33,1413,26143,24264,37,23,25,15,5,2,3,1
6,13208,1320800801,調布市,調布市国領町,1丁目,調布市国領町1丁目,15,8,7,80,2320,708,7,3,3,1,1,-,-,-
6,13208,1320800802,調布市,調布市国領町,2丁目,調布市国領町2丁目,12,11,1,173,4351,2245,2,1,4,3,-,-,2,-
6,13208,1320800803,調布市,調布市国領町,3丁目,調布市国領町3丁目,19,10,9,202,5120,4403,9,4,1,2,2,-,1,-
6,13208,1320800804,調布市,調布市国領町,4丁目,調布市国領町4丁目,12,6,6,60,X,X,4,3,3,2,-,-,-,-
6,13208,1320800805,調布市,調布市国領町,5丁目,調布市国領町5丁目,16,9,7,86,1072,1493,6,5,2,3,-,-,-,-
6,13208,1320800806,調布市,調布市国領町,6丁目,調布市国領町6丁目,2,1,1,5,X,X,1,1,-,-,-,-,-,-
6,13208,1320800807,調布市,調布市国領町,7丁目,調布市国領町7丁目,13,11,2,134,552,1158,6,1,3,-,1,2,-,-
6,13208,1320800808,調布市,調布市国領町,8丁目,調布市国領町8丁目,22,22,-,673,12069,13087,2,5,9,4,1,-,-,1
6,13208,1320800891,調布市,調布市国領町,（1～8丁目を除く）,調布市国領町（1～8丁目を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13208,1320800500,調布市,調布市小島町,,調布市小島町,136,125,11,1305,25212,24302,23,39,44,18,4,5,1,2
6,13208,1320800501,調布市,調布市小島町,1丁目,調布市小島町1丁目,107,101,6,889,17976,16040,16,35,36,12,3,3,1,1
6,13208,1320800502,調布市,調布市小島町,2丁目,調布市小島町2丁目,21,17,4,324,6129,7677,3,4,6,6,1,-,-,1
6,13208,1320800503,調布市,調布市小島町,3丁目,調布市小島町3丁目,8,7,1,92,1107,585,4,-,2,-,-,2,-,-
6,13208,1320800591,調布市,調布市小島町,（1～3丁目を除く）,調布市小島町（1～3丁目を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13208,1320801100,調布市,調布市佐須町,,調布市佐須町,14,12,2,95,2811,906,5,2,3,4,-,-,-,-
6,13208,1320801101,調布市,調布市佐須町,1丁目,調布市佐須町1丁目,5,5,-,43,557,135,1,1,1,2,-,-,-,-
6,13208,1320801102,調布市,調布市佐須町,2丁目,調布市佐須町2丁目,3,2,1,7,108,148,2,1,-,-,-,-,-,-
6,13208,1320801103,調布市,調布市佐須町,3丁目,調布市佐須町3丁目,2,2,-,7,X,X,1,-,1,-,-,-,-,-
6,13208,1320801104,調布市,調布市佐須町,4丁目,調布市佐須町4丁目,3,3,-,26,1928,515,1,-,1,1,-,-,-,-
6,13208,1320801105,調布市,調布市佐須町,5丁目,調布市佐須町5丁目,1,-,1,12,X,X,-,-,-,1,-,-,-,-
5,13208,1320801200,調布市,調布市柴崎,,調布市柴崎,18,8,10,213,2750,3604,10,2,3,1,1,-,-,1
6,13208,1320801201,調布市,調布市柴崎,1丁目,調布市柴崎1丁目,5,1,4,9,49,104,5,-,-,-,-,-,-,-
6,13208,1320801202,調布市,調布市柴崎,2丁目,調布市柴崎2丁目,13,7,6,204,2701,3500,5,2,3,1,1,-,-,1
5,13208,1320800400,調布市,調布市下石原,,調布市下石原,34,26,8,259,7417,3827,16,3,9,2,2,1,1,-
6,13208,1320800401,調布市,調布市下石原,1丁目,調布市下石原1丁目,19,15,4,74,4184,1036,11,2,5,-,1,-,-,-
6,13208,1320800402,調布市,調布市下石原,2丁目,調布市下石原2丁目,6,4,2,44,968,885,4,-,1,-,-,1,-,-
6,13208,1320800403,調布市,調布市下石原,3丁目,調布市下石原3丁目,9,7,2,141,2265,1906,1,1,3,2,1,-,1,-
6,13208,1320800491,調布市,調布市下石原,（1～3丁目を除く）,調布市下石原（1～3丁目を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13208,1320890100,調布市,調布市下布田町,,調布市下布田町,-,-,-,-,-,-,-,-,-,-,-,-,-,-
