地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13212,1321200000,日野市,,,日野市,494,339,155,4832,81527,68812,189,93,75,74,28,21,9,5
5,13212,1321201300,日野市,日野市旭が丘,,日野市旭が丘,32,27,5,473,9424,11219,9,5,5,8,1,2,1,1
6,13212,1321201301,日野市,日野市旭が丘,1丁目,日野市旭が丘1丁目,2,1,1,24,X,X,-,1,-,-,1,-,-,-
6,13212,1321201302,日野市,日野市旭が丘,2丁目,日野市旭が丘2丁目,8,7,1,93,2371,1164,2,-,2,3,-,1,-,-
6,13212,1321201303,日野市,日野市旭が丘,3丁目,日野市旭が丘3丁目,4,3,1,88,1768,X,2,1,-,-,-,-,1,-
6,13212,1321201304,日野市,日野市旭が丘,4丁目,日野市旭が丘4丁目,1,1,-,2,X,-,1,-,-,-,-,-,-,-
6,13212,1321201305,日野市,日野市旭が丘,5丁目,日野市旭が丘5丁目,5,3,2,44,477,935,3,-,1,-,-,1,-,-
6,13212,1321201306,日野市,日野市旭が丘,6丁目,日野市旭が丘6丁目,12,12,-,222,4517,6361,1,3,2,5,-,-,-,1
5,13212,1321202700,日野市,日野市大字新井,,日野市大字新井,4,2,2,13,62,36,3,-,-,1,-,-,-,-
5,13212,1321202800,日野市,日野市大字石田,,日野市大字石田,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321203700,日野市,日野市石田,,日野市石田,4,3,1,38,1209,198,1,-,2,-,1,-,-,-
6,13212,1321203701,日野市,日野市石田,1丁目,日野市石田1丁目,1,-,1,2,X,-,1,-,-,-,-,-,-,-
6,13212,1321203702,日野市,日野市石田,2丁目,日野市石田2丁目,3,3,-,36,X,198,-,-,2,-,1,-,-,-
5,13212,1321203100,日野市,日野市落川,,日野市落川,11,9,2,154,2816,1419,5,2,-,2,-,1,1,-
5,13212,1321203800,日野市,日野市大字上田,,日野市大字上田,8,4,4,58,1303,916,2,3,1,2,-,-,-,-
5,13212,1321202200,日野市,日野市大字川辺堀之内,,日野市大字川辺堀之内,1,1,-,48,X,X,-,-,-,-,-,1,-,-
5,13212,1321200500,日野市,日野市栄町,,日野市栄町,12,9,3,190,2870,2789,3,2,2,2,-,2,1,-
6,13212,1321200501,日野市,日野市栄町,1丁目,日野市栄町1丁目,10,9,1,185,X,X,2,1,2,2,-,2,1,-
6,13212,1321200502,日野市,日野市栄町,2丁目,日野市栄町2丁目,2,-,2,5,X,X,1,1,-,-,-,-,-,-
6,13212,1321200503,日野市,日野市栄町,3丁目,日野市栄町3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200504,日野市,日野市栄町,4丁目,日野市栄町4丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200505,日野市,日野市栄町,5丁目,日野市栄町5丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321200300,日野市,日野市さくら町,,日野市さくら町,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321200600,日野市,日野市新町,,日野市新町,8,7,1,31,752,296,2,4,1,1,-,-,-,-
6,13212,1321200601,日野市,日野市新町,1丁目,日野市新町1丁目,7,6,1,28,X,X,2,3,1,1,-,-,-,-
6,13212,1321200602,日野市,日野市新町,2丁目,日野市新町2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200603,日野市,日野市新町,3丁目,日野市新町3丁目,1,1,-,3,X,X,-,1,-,-,-,-,-,-
6,13212,1321200604,日野市,日野市新町,4丁目,日野市新町4丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200605,日野市,日野市新町,5丁目,日野市新町5丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321202900,日野市,日野市高幡,,日野市高幡,51,42,9,649,10675,7578,11,9,15,11,1,2,1,1
5,13212,1321200100,日野市,日野市多摩平,,日野市多摩平,86,58,28,807,14264,10571,30,13,17,16,5,3,1,1
6,13212,1321200101,日野市,日野市多摩平,1丁目,日野市多摩平1丁目,31,28,3,399,6677,7194,5,6,7,10,-,2,-,1
6,13212,1321200102,日野市,日野市多摩平,2丁目,日野市多摩平2丁目,10,6,4,45,837,337,4,1,4,1,-,-,-,-
6,13212,1321200103,日野市,日野市多摩平,3丁目,日野市多摩平3丁目,9,3,6,56,499,388,6,1,-,-,2,-,-,-
6,13212,1321200104,日野市,日野市多摩平,4丁目,日野市多摩平4丁目,6,3,3,24,X,X,3,1,1,1,-,-,-,-
6,13212,1321200105,日野市,日野市多摩平,5丁目,日野市多摩平5丁目,11,8,3,74,1522,743,5,2,1,2,1,-,-,-
6,13212,1321200106,日野市,日野市多摩平,6丁目,日野市多摩平6丁目,17,10,7,187,4600,1615,6,2,4,2,1,1,1,-
6,13212,1321200107,日野市,日野市多摩平,7丁目,日野市多摩平7丁目,2,-,2,22,X,X,1,-,-,-,1,-,-,-
5,13212,1321201000,日野市,日野市大字豊田,,日野市大字豊田,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321201100,日野市,日野市豊田,,日野市豊田,21,14,7,182,2979,3462,9,7,3,1,-,-,-,1
6,13212,1321201101,日野市,日野市豊田,1丁目,日野市豊田1丁目,3,3,-,131,2188,2707,-,-,1,1,-,-,-,1
6,13212,1321201102,日野市,日野市豊田,2丁目,日野市豊田2丁目,3,3,-,11,210,115,-,3,-,-,-,-,-,-
6,13212,1321201103,日野市,日野市豊田,3丁目,日野市豊田3丁目,7,3,4,22,368,293,3,2,2,-,-,-,-,-
6,13212,1321201104,日野市,日野市豊田,4丁目,日野市豊田4丁目,8,5,3,18,213,347,6,2,-,-,-,-,-,-
5,13212,1321200900,日野市,日野市西平山,,日野市西平山,11,4,7,17,72,199,11,-,-,-,-,-,-,-
6,13212,1321200901,日野市,日野市西平山,1丁目,日野市西平山1丁目,4,2,2,7,X,X,4,-,-,-,-,-,-,-
6,13212,1321200902,日野市,日野市西平山,2丁目,日野市西平山2丁目,1,-,1,2,X,X,1,-,-,-,-,-,-,-
6,13212,1321200903,日野市,日野市西平山,3丁目,日野市西平山3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200904,日野市,日野市西平山,4丁目,日野市西平山4丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200905,日野市,日野市西平山,5丁目,日野市西平山5丁目,6,2,4,8,27,90,6,-,-,-,-,-,-,-
5,13212,1321201200,日野市,日野市東豊田,,日野市東豊田,11,4,7,86,797,400,5,2,1,2,-,1,-,-
