地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13115,1311500000,杉並区,,,杉並区,634,586,48,5770,629988,186,156,157,77,22,22,7,7
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,12,9,3,48,742,7,3,1,-,1,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,1丁目,杉並区阿佐谷北1丁目,4,3,1,30,388,1,2,-,-,1,-,-,-
6,13115,1311501402,杉並区,杉並区阿佐谷北,2丁目,杉並区阿佐谷北2丁目,4,2,2,11,205,3,-,1,-,-,-,-,-
6,13115,1311501403,杉並区,杉並区阿佐谷北,3丁目,杉並区阿佐谷北3丁目,2,2,-,4,X,1,1,-,-,-,-,-,-
6,13115,1311501404,杉並区,杉並区阿佐谷北,4丁目,杉並区阿佐谷北4丁目,2,2,-,3,X,2,-,-,-,-,-,-,-
6,13115,1311501405,杉並区,杉並区阿佐谷北,5丁目,杉並区阿佐谷北5丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501406,杉並区,杉並区阿佐谷北,6丁目,杉並区阿佐谷北6丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13115,1311501300,杉並区,杉並区阿佐谷南,,杉並区阿佐谷南,30,29,1,233,17759,9,9,6,3,-,3,-,-
6,13115,1311501301,杉並区,杉並区阿佐谷南,1丁目,杉並区阿佐谷南1丁目,13,13,-,112,X,4,4,2,1,-,2,-,-
6,13115,1311501302,杉並区,杉並区阿佐谷南,2丁目,杉並区阿佐谷南2丁目,2,2,-,3,X,2,-,-,-,-,-,-,-
6,13115,1311501303,杉並区,杉並区阿佐谷南,3丁目,杉並区阿佐谷南3丁目,15,14,1,118,14186,3,5,4,2,-,1,-,-
5,13115,1311501500,杉並区,杉並区天沼,,杉並区天沼,15,14,1,132,13945,6,2,4,1,1,1,-,-
6,13115,1311501501,杉並区,杉並区天沼,1丁目,杉並区天沼1丁目,2,2,-,8,X,1,-,1,-,-,-,-,-
6,13115,1311501502,杉並区,杉並区天沼,2丁目,杉並区天沼2丁目,6,6,-,63,X,1,1,2,1,1,-,-,-
6,13115,1311501503,杉並区,杉並区天沼,3丁目,杉並区天沼3丁目,7,6,1,61,2614,4,1,1,-,-,1,-,-
5,13115,1311502700,杉並区,杉並区井草,,杉並区井草,22,21,1,235,29837,5,4,6,3,1,2,1,-
6,13115,1311502701,杉並区,杉並区井草,1丁目,杉並区井草1丁目,8,7,1,44,4245,3,1,3,-,1,-,-,-
6,13115,1311502702,杉並区,杉並区井草,2丁目,杉並区井草2丁目,3,3,-,54,2796,-,-,1,1,-,1,-,-
6,13115,1311502703,杉並区,杉並区井草,3丁目,杉並区井草3丁目,6,6,-,108,20334,-,2,1,1,-,1,1,-
6,13115,1311502704,杉並区,杉並区井草,4丁目,杉並区井草4丁目,2,2,-,17,X,-,1,-,1,-,-,-,-
6,13115,1311502705,杉並区,杉並区井草,5丁目,杉並区井草5丁目,3,3,-,12,X,2,-,1,-,-,-,-,-
5,13115,1311500200,杉並区,杉並区和泉,,杉並区和泉,26,23,3,192,7739,8,4,10,2,-,2,-,-
6,13115,1311500201,杉並区,杉並区和泉,1丁目,杉並区和泉1丁目,4,4,-,31,1529,-,1,2,1,-,-,-,-
6,13115,1311500202,杉並区,杉並区和泉,2丁目,杉並区和泉2丁目,7,6,1,28,697,2,1,4,-,-,-,-,-
6,13115,1311500203,杉並区,杉並区和泉,3丁目,杉並区和泉3丁目,11,9,2,108,4396,4,2,3,-,-,2,-,-
6,13115,1311500204,杉並区,杉並区和泉,4丁目,杉並区和泉4丁目,4,4,-,25,1117,2,-,1,1,-,-,-,-
5,13115,1311502400,杉並区,杉並区今川,,杉並区今川,8,8,-,42,3428,2,3,2,1,-,-,-,-
6,13115,1311502401,杉並区,杉並区今川,1丁目,杉並区今川1丁目,1,1,-,17,X,-,-,-,1,-,-,-,-
6,13115,1311502402,杉並区,杉並区今川,2丁目,杉並区今川2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311502403,杉並区,杉並区今川,3丁目,杉並区今川3丁目,3,3,-,11,X,1,1,1,-,-,-,-,-
6,13115,1311502404,杉並区,杉並区今川,4丁目,杉並区今川4丁目,4,4,-,14,172,1,2,1,-,-,-,-,-
5,13115,1311501000,杉並区,杉並区梅里,,杉並区梅里,13,12,1,83,9525,4,4,4,-,1,-,-,-
