地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13116,1311600000,豊島区,,,豊島区,2225,1695,530,22661,785075,400674,731,468,534,282,116,47,27,20
5,13116,1311601000,豊島区,豊島区池袋,,豊島区池袋,126,97,29,1139,24931,8278,49,21,23,20,8,2,2,1
6,13116,1311601001,豊島区,豊島区池袋,1丁目,豊島区池袋1丁目,13,11,2,73,1419,1360,4,4,2,3,-,-,-,-
6,13116,1311601002,豊島区,豊島区池袋,2丁目,豊島区池袋2丁目,77,65,12,902,21140,5662,22,12,17,15,6,2,2,1
6,13116,1311601003,豊島区,豊島区池袋,3丁目,豊島区池袋3丁目,23,13,10,122,1715,884,15,3,1,2,2,-,-,-
6,13116,1311601004,豊島区,豊島区池袋,4丁目,豊島区池袋4丁目,13,8,5,42,656,372,8,2,3,-,-,-,-,-
5,13116,1311601100,豊島区,豊島区池袋本町,,豊島区池袋本町,66,31,35,422,7726,6115,37,17,2,6,3,-,-,1
6,13116,1311601101,豊島区,豊島区池袋本町,1丁目,豊島区池袋本町1丁目,18,12,6,97,1324,608,8,5,1,4,-,-,-,-
6,13116,1311601102,豊島区,豊島区池袋本町,2丁目,豊島区池袋本町2丁目,12,7,5,147,4670,3677,8,3,-,-,-,-,-,1
6,13116,1311601103,豊島区,豊島区池袋本町,3丁目,豊島区池袋本町3丁目,16,6,10,51,597,468,10,5,-,1,-,-,-,-
6,13116,1311601104,豊島区,豊島区池袋本町,4丁目,豊島区池袋本町4丁目,20,6,14,127,1137,1362,11,4,1,1,3,-,-,-
5,13116,1311601800,豊島区,豊島区要町,,豊島区要町,71,42,29,829,18952,8468,29,13,10,9,5,3,1,1
6,13116,1311601801,豊島区,豊島区要町,1丁目,豊島区要町1丁目,27,18,9,201,5251,1690,14,3,4,2,2,2,-,-
6,13116,1311601802,豊島区,豊島区要町,2丁目,豊島区要町2丁目,10,6,4,125,5798,394,3,2,-,1,3,1,-,-
6,13116,1311601803,豊島区,豊島区要町,3丁目,豊島区要町3丁目,34,18,16,503,7904,6384,12,8,6,6,-,-,1,1
5,13116,1311600600,豊島区,豊島区上池袋,,豊島区上池袋,42,28,14,315,8429,3934,17,7,6,9,1,2,-,-
6,13116,1311600601,豊島区,豊島区上池袋,1丁目,豊島区上池袋1丁目,17,12,5,133,2078,1672,5,5,3,3,-,1,-,-
6,13116,1311600602,豊島区,豊島区上池袋,2丁目,豊島区上池袋2丁目,6,3,3,30,342,376,4,1,-,-,1,-,-,-
6,13116,1311600603,豊島区,豊島区上池袋,3丁目,豊島区上池袋3丁目,7,5,2,64,1964,949,3,-,2,1,-,1,-,-
6,13116,1311600604,豊島区,豊島区上池袋,4丁目,豊島区上池袋4丁目,12,8,4,88,4045,937,5,1,1,5,-,-,-,-
5,13116,1311600400,豊島区,豊島区北大塚,,豊島区北大塚,47,22,25,326,5671,5035,25,6,5,7,3,-,1,-
6,13116,1311600401,豊島区,豊島区北大塚,1丁目,豊島区北大塚1丁目,8,4,4,58,581,579,3,2,-,3,-,-,-,-
6,13116,1311600402,豊島区,豊島区北大塚,2丁目,豊島区北大塚2丁目,28,15,13,208,4476,3667,17,1,4,3,2,-,1,-
6,13116,1311600403,豊島区,豊島区北大塚,3丁目,豊島区北大塚3丁目,11,3,8,60,614,789,5,3,1,1,1,-,-,-
5,13116,1311600100,豊島区,豊島区駒込,,豊島区駒込,96,55,41,550,9894,5814,44,25,13,8,3,2,1,-
6,13116,1311600101,豊島区,豊島区駒込,1丁目,豊島区駒込1丁目,19,11,8,102,1197,844,8,6,2,2,1,-,-,-
6,13116,1311600102,豊島区,豊島区駒込,2丁目,豊島区駒込2丁目,16,14,2,117,1316,1208,5,4,2,4,-,1,-,-
6,13116,1311600103,豊島区,豊島区駒込,3丁目,豊島区駒込3丁目,21,10,11,92,1308,859,11,4,4,1,1,-,-,-
6,13116,1311600104,豊島区,豊島区駒込,4丁目,豊島区駒込4丁目,1,1,-,5,X,X,-,-,1,-,-,-,-,-
6,13116,1311600105,豊島区,豊島区駒込,5丁目,豊島区駒込5丁目,1,-,1,2,X,X,1,-,-,-,-,-,-,-
6,13116,1311600106,豊島区,豊島区駒込,6丁目,豊島区駒込6丁目,30,15,15,211,5926,2531,15,8,3,1,1,1,1,-
6,13116,1311600107,豊島区,豊島区駒込,7丁目,豊島区駒込7丁目,8,4,4,21,X,X,4,3,1,-,-,-,-,-
5,13116,1311600200,豊島区,豊島区巣鴨,,豊島区巣鴨,199,148,51,1267,21293,15751,78,40,50,22,6,2,-,1
6,13116,1311600201,豊島区,豊島区巣鴨,1丁目,豊島区巣鴨1丁目,47,36,11,362,6382,2662,16,7,11,8,3,2,-,-
6,13116,1311600202,豊島区,豊島区巣鴨,2丁目,豊島区巣鴨2丁目,19,13,6,256,7709,5924,6,4,7,1,-,-,-,1
6,13116,1311600203,豊島区,豊島区巣鴨,3丁目,豊島区巣鴨3丁目,78,67,11,443,4985,4591,24,18,24,10,2,-,-,-
6,13116,1311600204,豊島区,豊島区巣鴨,4丁目,豊島区巣鴨4丁目,49,27,22,171,1799,2073,29,11,6,2,1,-,-,-
6,13116,1311600205,豊島区,豊島区巣鴨,5丁目,豊島区巣鴨5丁目,6,5,1,35,417,501,3,-,2,1,-,-,-,-
5,13116,1311601200,豊島区,豊島区雑司が谷,,豊島区雑司が谷,48,24,24,282,2910,2934,22,11,8,5,1,-,1,-
6,13116,1311601201,豊島区,豊島区雑司が谷,1丁目,豊島区雑司が谷1丁目,9,6,3,27,205,386,5,3,1,-,-,-,-,-
6,13116,1311601202,豊島区,豊島区雑司が谷,2丁目,豊島区雑司が谷2丁目,23,12,11,135,1306,1292,9,6,3,4,1,-,-,-
6,13116,1311601203,豊島区,豊島区雑司が谷,3丁目,豊島区雑司が谷3丁目,16,6,10,120,1400,1256,8,2,4,1,-,-,1,-
5,13116,1311601300,豊島区,豊島区高田,,豊島区高田,41,20,21,626,51866,4553,23,3,3,6,1,3,1,1
