地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13119,1311900000,板橋区,,,板橋区,2138,1324,814,17531,341037,272642,938,444,322,260,93,39,26,16
5,13119,1311904400,板橋区,板橋区相生町,,板橋区相生町,5,4,1,30,462,394,1,2,1,1,-,-,-,-
5,13119,1311904600,板橋区,板橋区赤塚,,板橋区赤塚,101,44,57,687,8640,10434,48,23,13,12,2,1,1,1
6,13119,1311904601,板橋区,板橋区赤塚,1丁目,板橋区赤塚1丁目,9,3,6,142,1727,2069,5,2,-,1,-,-,-,1
6,13119,1311904602,板橋区,板橋区赤塚,2丁目,板橋区赤塚2丁目,43,19,24,307,3368,5500,20,8,8,5,-,1,1,-
6,13119,1311904603,板橋区,板橋区赤塚,3丁目,板橋区赤塚3丁目,13,6,7,40,504,592,8,3,1,1,-,-,-,-
6,13119,1311904604,板橋区,板橋区赤塚,4丁目,板橋区赤塚4丁目,8,7,1,61,544,391,1,4,1,1,1,-,-,-
6,13119,1311904605,板橋区,板橋区赤塚,5丁目,板橋区赤塚5丁目,6,3,3,52,X,X,1,2,-,3,-,-,-,-
6,13119,1311904606,板橋区,板橋区赤塚,6丁目,板橋区赤塚6丁目,14,5,9,65,1538,1141,8,2,2,1,1,-,-,-
6,13119,1311904607,板橋区,板橋区赤塚,7丁目,板橋区赤塚7丁目,7,1,6,18,276,345,4,2,1,-,-,-,-,-
6,13119,1311904608,板橋区,板橋区赤塚,8丁目,板橋区赤塚8丁目,1,-,1,2,X,X,1,-,-,-,-,-,-,-
5,13119,1311904700,板橋区,板橋区赤塚新町,,板橋区赤塚新町,34,24,10,301,5028,3989,12,5,6,7,2,1,1,-
6,13119,1311904701,板橋区,板橋区赤塚新町,1丁目,板橋区赤塚新町1丁目,10,6,4,65,770,1069,5,1,2,1,1,-,-,-
6,13119,1311904702,板橋区,板橋区赤塚新町,2丁目,板橋区赤塚新町2丁目,10,7,3,62,949,1029,4,2,1,2,1,-,-,-
6,13119,1311904703,板橋区,板橋区赤塚新町,3丁目,板橋区赤塚新町3丁目,14,11,3,174,3309,1891,3,2,3,4,-,1,1,-
5,13119,1311903900,板橋区,板橋区小豆沢,,板橋区小豆沢,50,43,7,751,15830,14531,13,10,9,8,2,5,2,1
6,13119,1311903901,板橋区,板橋区小豆沢,1丁目,板橋区小豆沢1丁目,11,11,-,92,2170,373,4,1,2,3,1,-,-,-
6,13119,1311903902,板橋区,板橋区小豆沢,2丁目,板橋区小豆沢2丁目,22,19,3,232,5064,3758,7,6,4,2,-,2,1,-
6,13119,1311903903,板橋区,板橋区小豆沢,3丁目,板橋区小豆沢3丁目,10,10,-,334,7063,8256,-,-,3,3,-,3,-,1
