地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13204,1320400000,三鷹市,,,三鷹市,138,121,17,1327,90033,33,35,41,21,2,4,1,1
5,13204,1320400800,三鷹市,三鷹市井口,,三鷹市井口,6,5,1,25,995,4,-,2,-,-,-,-,-
6,13204,1320400801,三鷹市,三鷹市井口,1丁目,三鷹市井口1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13204,1320400802,三鷹市,三鷹市井口,2丁目,三鷹市井口2丁目,1,1,-,2,X,1,-,-,-,-,-,-,-
6,13204,1320400803,三鷹市,三鷹市井口,3丁目,三鷹市井口3丁目,4,3,1,21,X,2,-,2,-,-,-,-,-
6,13204,1320400804,三鷹市,三鷹市井口,4丁目,三鷹市井口4丁目,1,1,-,2,X,1,-,-,-,-,-,-,-
6,13204,1320400805,三鷹市,三鷹市井口,5丁目,三鷹市井口5丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13204,1320400300,三鷹市,三鷹市井の頭,,三鷹市井の頭,3,3,-,9,X,1,1,1,-,-,-,-,-
6,13204,1320400301,三鷹市,三鷹市井の頭,1丁目,三鷹市井の頭1丁目,2,2,-,6,X,1,-,1,-,-,-,-,-
6,13204,1320400302,三鷹市,三鷹市井の頭,2丁目,三鷹市井の頭2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13204,1320400303,三鷹市,三鷹市井の頭,3丁目,三鷹市井の頭3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13204,1320400304,三鷹市,三鷹市井の頭,4丁目,三鷹市井の頭4丁目,1,1,-,3,X,-,1,-,-,-,-,-,-
6,13204,1320400305,三鷹市,三鷹市井の頭,5丁目,三鷹市井の頭5丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13204,1320401100,三鷹市,三鷹市大沢,,三鷹市大沢,11,9,2,91,24737,2,2,4,2,-,1,-,-
6,13204,1320401101,三鷹市,三鷹市大沢,1丁目,三鷹市大沢1丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13204,1320401102,三鷹市,三鷹市大沢,2丁目,三鷹市大沢2丁目,1,1,-,5,X,-,-,1,-,-,-,-,-
6,13204,1320401103,三鷹市,三鷹市大沢,3丁目,三鷹市大沢3丁目,1,1,-,10,X,-,-,-,1,-,-,-,-
6,13204,1320401104,三鷹市,三鷹市大沢,4丁目,三鷹市大沢4丁目,5,4,1,53,23437,1,1,2,-,-,1,-,-
6,13204,1320401105,三鷹市,三鷹市大沢,5丁目,三鷹市大沢5丁目,1,1,-,4,X,-,1,-,-,-,-,-,-
6,13204,1320401106,三鷹市,三鷹市大沢,6丁目,三鷹市大沢6丁目,3,2,1,19,892,1,-,1,1,-,-,-,-
5,13204,1320400700,三鷹市,三鷹市上連雀,,三鷹市上連雀,14,12,2,85,2801,3,3,6,2,-,-,-,-
6,13204,1320400701,三鷹市,三鷹市上連雀,1丁目,三鷹市上連雀1丁目,1,1,-,1,X,1,-,-,-,-,-,-,-
6,13204,1320400702,三鷹市,三鷹市上連雀,2丁目,三鷹市上連雀2丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13204,1320400703,三鷹市,三鷹市上連雀,3丁目,三鷹市上連雀3丁目,2,1,1,6,X,-,2,-,-,-,-,-,-
6,13204,1320400704,三鷹市,三鷹市上連雀,4丁目,三鷹市上連雀4丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13204,1320400705,三鷹市,三鷹市上連雀,5丁目,三鷹市上連雀5丁目,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13204,1320400706,三鷹市,三鷹市上連雀,6丁目,三鷹市上連雀6丁目,4,3,1,21,513,1,-,3,-,-,-,-,-
6,13204,1320400707,三鷹市,三鷹市上連雀,7丁目,三鷹市上連雀7丁目,4,4,-,32,1912,-,1,2,1,-,-,-,-
6,13204,1320400708,三鷹市,三鷹市上連雀,8丁目,三鷹市上連雀8丁目,1,1,-,1,X,1,-,-,-,-,-,-,-
6,13204,1320400709,三鷹市,三鷹市上連雀,9丁目,三鷹市上連雀9丁目,2,2,-,24,X,-,-,1,1,-,-,-,-
5,13204,1320400500,三鷹市,三鷹市北野,,三鷹市北野,7,5,2,45,1091,1,4,-,2,-,-,-,-
6,13204,1320400501,三鷹市,三鷹市北野,1丁目,三鷹市北野1丁目,1,1,-,4,X,-,1,-,-,-,-,-,-
6,13204,1320400502,三鷹市,三鷹市北野,2丁目,三鷹市北野2丁目,2,1,1,15,X,-,1,-,1,-,-,-,-
6,13204,1320400503,三鷹市,三鷹市北野,3丁目,三鷹市北野3丁目,3,2,1,8,141,1,2,-,-,-,-,-,-
6,13204,1320400504,三鷹市,三鷹市北野,4丁目,三鷹市北野4丁目,1,1,-,18,X,-,-,-,1,-,-,-,-
5,13204,1320400100,三鷹市,三鷹市下連雀,,三鷹市下連雀,41,39,2,265,35386,9,10,16,4,2,-,-,-
6,13204,1320400101,三鷹市,三鷹市下連雀,1丁目,三鷹市下連雀1丁目,6,5,1,28,950,2,1,3,-,-,-,-,-
6,13204,1320400102,三鷹市,三鷹市下連雀,2丁目,三鷹市下連雀2丁目,1,1,-,5,X,-,-,1,-,-,-,-,-
6,13204,1320400103,三鷹市,三鷹市下連雀,3丁目,三鷹市下連雀3丁目,12,12,-,91,19862,3,2,4,2,1,-,-,-
