地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字名,地域名称,事業所数（事業所）,事業所数／法人（事業所）,事業所数／個人（事業所）,従業者数（人）,年間商品販売額（百万円）,売場面積（m2）,事業所数／従業者2人以下（事業所）,事業所数／従業者3～4人（事業所）,事業所数／従業者5～9人（事業所）,事業所数／従業者10～19人（事業所）,事業所数／従業者20～29人（事業所）,事業所数／従業者30～49人（事業所）,事業所数／従業者50～99人（事業所）,事業所数／従業者100人以上（事業所）
4,13201,1320100000,八王子市,,,八王子市,2438,1721,717,25789,488342,488283,770,522,441,395,166,65,53,26
5,13201,1320103100,八王子市,八王子市暁町,,八王子市暁町,10,7,3,41,358,550,4,2,3,1,-,-,-,-
6,13201,1320103101,八王子市,八王子市暁町,1丁目,八王子市暁町1丁目,6,4,2,17,78,219,3,2,1,-,-,-,-,-
6,13201,1320103102,八王子市,八王子市暁町,2丁目,八王子市暁町2丁目,4,3,1,24,280,331,1,-,2,1,-,-,-,-
6,13201,1320103103,八王子市,八王子市暁町,3丁目,八王子市暁町3丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13201,1320101900,八王子市,八王子市旭町,,八王子市旭町,169,166,3,1738,36501,30673,17,44,52,35,10,7,4,-
5,13201,1320101800,八王子市,八王子市東町,,八王子市東町,28,27,1,313,9771,4732,4,4,11,7,1,-,1,-
5,13201,1320111000,八王子市,八王子市石川町,,八王子市石川町,23,14,9,203,4031,2401,7,8,-,3,5,-,-,-
5,13201,1320107600,八王子市,八王子市泉町,,八王子市泉町,6,2,4,32,244,213,4,1,-,-,1,-,-,-
5,13201,1320108700,八王子市,八王子市犬目町,,八王子市犬目町,17,10,7,161,2496,1241,7,2,1,4,2,1,-,-
5,13201,1320102500,八王子市,八王子市上野町,,八王子市上野町,22,11,11,99,631,682,13,6,-,1,2,-,-,-
5,13201,1320110500,八王子市,八王子市打越町,,八王子市打越町,23,17,6,245,4378,3774,8,3,4,4,3,-,1,-
5,13201,1320111100,八王子市,八王子市宇津木町,,八王子市宇津木町,12,10,2,115,3523,675,1,3,3,4,1,-,-,-
5,13201,1320110200,八王子市,八王子市宇津貫町,,八王子市宇津貫町,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13201,1320109300,八王子市,八王子市梅坪町,,八王子市梅坪町,2,1,1,28,X,X,-,-,-,2,-,-,-,-
5,13201,1320104300,八王子市,八王子市裏高尾町,,八王子市裏高尾町,4,1,3,33,616,105,1,1,1,-,1,-,-,-
5,13201,1320100500,八王子市,八王子市追分町,,八王子市追分町,10,2,8,27,221,383,6,3,1,-,-,-,-,-
5,13201,1320105800,八王子市,八王子市大塚,,八王子市大塚,28,22,6,333,6818,4324,15,3,1,5,2,1,-,1
5,13201,1320107000,八王子市,八王子市大船町,,八王子市大船町,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13201,1320111500,八王子市,八王子市大谷町,,八王子市大谷町,5,4,1,82,830,253,1,1,1,-,1,1,-,-
5,13201,1320101100,八王子市,八王子市大横町,,八王子市大横町,7,3,4,91,1199,1162,2,4,-,-,-,-,1,-
5,13201,1320103400,八王子市,八王子市大和田町,,八王子市大和田町,59,43,16,578,10634,12673,22,6,6,17,5,2,1,-
6,13201,1320103401,八王子市,八王子市大和田町,1丁目,八王子市大和田町1丁目,4,2,2,15,225,737,2,1,1,-,-,-,-,-
6,13201,1320103402,八王子市,八王子市大和田町,2丁目,八王子市大和田町2丁目,11,10,1,131,4074,2252,3,-,1,4,3,-,-,-
6,13201,1320103403,八王子市,八王子市大和田町,3丁目,八王子市大和田町3丁目,4,2,2,9,227,107,3,-,1,-,-,-,-,-
6,13201,1320103404,八王子市,八王子市大和田町,4丁目,八王子市大和田町4丁目,8,6,2,63,1231,850,2,1,1,4,-,-,-,-
6,13201,1320103405,八王子市,八王子市大和田町,5丁目,八王子市大和田町5丁目,20,15,5,192,2499,6670,7,2,2,6,2,1,-,-
6,13201,1320103406,八王子市,八王子市大和田町,6丁目,八王子市大和田町6丁目,8,5,3,121,1725,1726,3,2,-,2,-,-,1,-
6,13201,1320103407,八王子市,八王子市大和田町,7丁目,八王子市大和田町7丁目,4,3,1,47,652,331,2,-,-,1,-,1,-,-
5,13201,1320102800,八王子市,八王子市小門町,,八王子市小門町,7,5,2,28,228,394,2,2,3,-,-,-,-,-
5,13201,1320109000,八王子市,八王子市尾崎町,,八王子市尾崎町,2,1,1,14,X,X,-,1,-,1,-,-,-,-
