"年月[西暦]","調査項目","設問","事業","選択肢","回答数[人]","構成比[%]"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","エコライフ・フェアＭＩＮＡＴＯ","参加・利用したことがある","15","2.9"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","エコライフ・フェアＭＩＮＡＴＯ","内容は知っている","25","4.9"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","エコライフ・フェアＭＩＮＡＴＯ","名前は知っている","61","11.8"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","エコライフ・フェアＭＩＮＡＴＯ","知らない","414","80.4"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","エコライフ・フェアＭＩＮＡＴＯ","無回答","0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなと森と水会議","参加・利用したことがある","3","0.6"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなと森と水会議","内容は知っている","27","5.2"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなと森と水会議","名前は知っている","62","12.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなと森と水会議","知らない","423","82.1"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなと森と水会議","無回答","0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","参加・利用したことがある","7","1.4"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","内容は知っている","42","8.2"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","名前は知っている","62","12.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","知らない","404","78.4"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","ごみ分別アプリ","無回答","0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","参加・利用したことがある","7","1.4"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","内容は知っている","31","6.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","名前は知っている","53","10.3"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","知らない","424","82.3"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","港区食べきり協力店","無回答","0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","参加・利用したことがある","8","1.6"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","内容は知っている","19","3.7"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","名前は知っている","89","17.3"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","知らない","399","77.5"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ認定店","無回答","0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","参加・利用したことがある","15","2.9"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","内容は知っている","84","16.3"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","名前は知っている","91","17.7"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","知らない","325","63.1"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","家具のリサイクル展","無回答","0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","参加・利用したことがある","6","1.2"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","内容は知っている","33","6.4"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","名前は知っている","51","9.9"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","知らない","425","82.5"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","緑と生きもの観察会","無回答","0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","参加・利用したことがある","3","0.6"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","内容は知っている","16","3.1"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","名前は知っている","51","9.9"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","知らない","445","86.4"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","無回答","0","0.0"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","参加・利用したことがある","7","1.4"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","内容は知っている","22","4.3"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","名前は知っている","30","5.8"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","知らない","456","88.5"
"202003","区の取組","Q8. 区では、区民と協力して環境の保全を進めるために次の事業を行っています。あなたは、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","無回答","0","0.0"

"港区の環境に関する区民アンケート（Web）調査結果・単純集計表・区の取組Q8","Ver202003",,,,,
