都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,所在地,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,バリアフリー情報,URL,備考,入所可能最小月齢,0歳,1歳,2歳,3歳,4歳,5歳,計,類型,延長保育開始時間,延長保育終了時間,緊急一時保育,一時保育,設置者,運営者
131105,1,東京都,目黒区,Jキッズピース三宿保育園,ジェイキッズピースミシュクホイクエン,,1402a,東京都目黒区東山二丁目26番,,35.644271,139.685148,03-6452-2680,,9.70015E+12,防衛省共済組合,月曜日~土曜日,7:00,18:00,,,,http://www.kuwanomi.or.jp/misyukuhoikuen,,57日目,4,5,6,,,,11,事業所内保育所,18:00,21:00,無,無,防衛省共済組合中央病院支部,社会福祉法人桑の実会
131105,2,東京都,目黒区,優っくり保育園,ユウックリホイクエン,,1402a,東京都目黒区中央町二丁目32番23号,,35.630871064,139.688117419,03-5734-1664,,9.01091E+12,社会福祉法人奉優会,月曜日~金曜日,7:15,18:15,,,,https://www.foryou.or.jp/facility/megurochuo/w124/,,57日目,2,2,2,,,,6,事業所内保育所,18:15,19:15,無,無,社会福祉法人奉優会,社会福祉法人奉優会
