"道路種別名","指定道路図","住所","指定道路2","指定道路3","指定道路4","経度","緯度","分類"
"法第42条第1項第1号道路(区道）","","","","","","139.625839315695","35.7275467633943","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.627145685989","35.7276332874319","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.627901431536","35.7277362003827","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.629176714867","35.7277320823682","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.63087926923","35.7256902033974","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.630102465596","35.7253317193115","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.629301715227","35.7246646904817","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.627769673899","35.7259892026915","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.629493114093","35.7247710658398","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.629100759384","35.724173855012","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.628881888565","35.7238233390298","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.627353151011","35.7253497078249","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.626503944503","35.7254384400606","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.627732439779","35.7237734022336","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.630767808867","35.7240108913561","法第42条第2項道路"
"その他基準法指定外道路","","","","","","139.630189221411","35.7237847938487","その他基準法指定外道路"
"法第42条第1項第5号道路","1486","上鷺宮5-14","","","","139.625121443329","35.7299567645679","法第42条第1項第5号道路"
"法第42条第2項道路","","","","","","139.62675457267","35.7308285352316","法第42条第2項道路"
"法第42条第2項道路","1197","上鷺宮5-4","","","","139.628848408316","35.7287823348523","法第42条第2項道路"
"法第42条第1項第5号道路","1408","上鷺宮5-8","","","","139.626718453368","35.728219227532","法第42条第1項第5号道路"
"法第42条第2項道路","","","","","","139.626534605085","35.7292560071103","法第42条第2項道路"
"法第42条第1項第5号道路","2123","上鷺宮5-8","","","","139.626739969058","35.7284988036972","法第42条第1項第5号道路"
"法第42条第1項第1号道路(区道）","","","","","","139.624603633533","35.729336259891","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.626340867753","35.7303338963732","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.627077868772","35.7288897158637","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.62764455134","35.7287749951609","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.628497430582","35.7288236371944","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.629013542635","35.7293681555237","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.628863665995","35.7297585334561","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.629631424244","35.7301419885621","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.629604368757","35.7287014345561","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.628244591895","35.7309395611509","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.626233252096","35.7315106669732","法第42条第1項第1号道路(区道）"
"法第42条第1項第5号道路","1364","上鷺宮5-28","","","","139.627197112715","35.7310640529536","法第42条第1項第5号道路"
"法第42条第1項第1号道路(区道）","1563","上鷺宮5-28","","","","139.627095857393","35.7316206401424","法第42条第1項第1号道路(区道）"
"法第42条第1項第5号道路","1544","上鷺宮5-20","","","","139.627359144084","35.7306741066352","法第42条第1項第5号道路"
"法第42条第1項第1号道路(区道）","","","","","","139.627497223677","35.7309245488528","法第42条第1項第1号道路(区道）"
"その他基準法指定外道路","","","","","","139.629492158849","35.7322252998287","その他基準法指定外道路"
"法第42条第1項第5号道路","1060","上鷺宮5-19","","","","139.626913272192","35.7313050247559","法第42条第1項第5号道路"
"法第42条第1項第1号道路(区道）","","","","","","139.627059943023","35.7323048287903","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.628875706003","35.732084792395","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.630771667327","35.729485915205","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.631007355492","35.7295439369635","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.628949488002","35.728459684397","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.630232846255","35.7294205647231","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.630981919612","35.7307387809038","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.629370256717","35.731737134569","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.630893056887","35.7325752158522","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.630378430865","35.7326076902573","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.630822861025","35.7354395807384","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.630035194991","35.7329587699786","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.627430797397","35.7329361039927","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.630352398593","35.7340556892524","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.62895048143","35.7343624543337","法第42条第1項第1号道路(区道）"
"法第42条第1項第5号道路","1175","上鷺宮4-16","","","","139.629623000151","35.7349349756063","法第42条第1項第5号道路"
"法第42条第1項第1号道路(区道）","","","","","","139.629148305584","35.7348429534837","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.628472248006","35.7347643306963","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.627834790063","35.7346643214404","法第42条第2項道路"
"法第42条第1項第5号道路","2392","上鷺宮4","","","","139.629908559558","35.7342867519415","法第42条第1項第5号道路"
"法第42条第1項第1号道路(区道）","","","","","","139.633532181498","35.7179812640698","法第42条第1項第1号道路(区道）"
"水路","","","","","","139.63128077604","35.7189181146806","水路"
"法第42条第2項道路","","","","","","139.631575389751","35.7188364852691","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.631791571842","35.7186200056129","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.635349170976","35.7172702011021","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.632106022411","35.7184787085088","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.635029850909","35.718265506388","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.635732465467","35.7179870802977","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.634474274457","35.7179737729171","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.631833302595","35.7184446233951","法第42条第1項第1号道路(区道）"
"その他基準法指定外道路","","","","","","139.63734249157","35.7170647865487","その他基準法指定外道路"
"法第42条第1項第1号道路(区道）","","","","","","139.637006979287","35.7170935866959","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.632858623667","35.7175088076015","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路（区道）","","","","","","139.631987355551","35.7180646940894","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.636923374498","35.7164411801168","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.635338742887","35.7205331929441","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.636146879221","35.7213848667587","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.635964573957","35.7207176258702","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.636246413945","35.7207169075517","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.636367973618","35.7208465807165","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.635624881701","35.7199683643107","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.637365846392","35.7220016479054","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.63728015934","35.7217816486168","法第42条第2項道路"
"法第42条第1項第5号道路","1416","白鷺1-31","","","","139.63841532667","35.7222056640615","法第42条第1項第5号道路"
"法第42条第1項第1号道路(区道）","","","","","","139.638037373535","35.7215721093785","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.637604479513","35.7203778745264","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.637244178914","35.7200524804091","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.636889536635","35.7204054990549","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.6330022577","35.7223769041839","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.6339213547","35.7218959958665","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.636532711849","35.7228185362092","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.63270634171","35.7235400872515","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.63673941596","35.7233216186147","法第42条第1項第1号道路(区道）"
"その他基準法指定外道路","","","","","","139.633021628604","35.7232335070672","その他基準法指定外道路"
"法第42条第1項第5号道路","779","鷺宮4-5","","","","139.636558807825","35.7233009581768","法第42条第1項第5号道路"
"法第42条第2項道路","","","","","","139.636701928102","35.7232662202873","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.637753106287","35.7234024488659","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.632641183367","35.7217740207893","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.63140916398","35.7229542245937","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.631383850959","35.7222077415339","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.632115689748","35.722136791581","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.631412359409","35.7211423426115","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.632893731661","35.7229963273696","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.632008938769","35.7234724241118","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.637132160152","35.7197914752195","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.635949203878","35.7192645346953","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.635132406808","35.7191212978933","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.63276421905","35.7198860643172","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.632271309843","35.7197043284512","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.634912854834","35.7203199242022","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.636649600704","35.7192019653518","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.631573014894","35.7195822552686","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.632344225397","35.7195047483916","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.638281341706","35.7210792436686","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.638445180904","35.7200118499336","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.638439866478","35.7234233590184","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.637751761049","35.7191410922224","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.631912199588","35.7238150927906","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.632686921048","35.7239349861141","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.634147600958","35.7240386710678","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.638890143411","35.7255257408824","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.631238612964","35.7251855938325","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","1367","鷺宮5-19","","","","139.631376064912","35.7259882849755","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.632317502136","35.7268065840405","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.636973822294","35.7273370910338","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.639349345078","35.7275303265418","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.636735742721","35.7269720728289","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.637241325692","35.7274594361931","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.63815160676","35.7268263367471","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.637751267322","35.7263455832213","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.636616569429","35.7264784282598","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.631633208993","35.7254859957391","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.633097994559","35.7252160528546","法第42条第1項第1号道路(区道）"
"法第42条第1項第5号道路","1276","鷺宮5-6","","","","139.634377782565","35.7265050507861","法第42条第1項第5号道路"
"法第42条第2項道路","","","","","","139.63428914299","35.7257310995837","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.635908023611","35.7257260398177","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.632794140005","35.724235910131","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.635081522022","35.7254895027199","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.637373474116","35.7248978585017","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.638071158383","35.7259387943376","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.637075199509","35.7258848038058","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.638859224588","35.7280556208801","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.638075343316","35.7271375893957","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.633642328105","35.7304659979235","法第42条第2項道路"
"法第42条第1項第2号道路","","","","","","139.635173115852","35.7308651415334","法第42条第1項第2号道路"
"法第42条第1項第3号道路","","","","","","139.635427319068","35.7304788476574","法第42条第1項第3号道路"
"その他基準法指定外道路","","","","","","139.634896313386","35.729436647752","その他基準法指定外道路"
"法第42条第1項第3号道路","","","","","","139.635774372751","35.7292956994587","法第42条第1項第3号道路"
"法第42条第2項道路","","","","","","139.636074070262","35.7292499915552","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.636370730677","35.7293333516959","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.633067463993","35.7305614809505","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.632923376251","35.7310908447148","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.634566756796","35.7306864847972","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.634425439211","35.7313127443563","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.636480789321","35.7308355569614","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.637113090768","35.7297261757342","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.636934143511","35.7292895431904","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.636068651357","35.7297180463418","法第42条第1項第1号道路(区道）"
"法第42条第1項第2号道路","","","","","","139.63261481224","35.7318749359638","法第42条第1項第2号道路"
"法第42条第1項第1号道路(区道）","","","","","","139.632903807637","35.7305271766052","法第42条第1項第1号道路(区道）"
"法第42条第1項第5号道路","1545","上鷺宮3-8","","","","139.632235603085","35.7324796535674","法第42条第1項第5号道路"
"法第42条第1項第1号道路(区道）","","","","","","139.632646777178","35.7324944909598","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.633620711661","35.7322163960903","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.634867341411","35.7324760006593","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.631471210532","35.7324317483599","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.632168321206","35.732291466995","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.633770822521","35.7318988985468","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.631004915551","35.7327046514075","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.635437846739","35.7285938751079","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.637557478683","35.7282432194091","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.637232987288","35.7285172302321","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.637018429161","35.7284720090695","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.636926491442","35.7282859047756","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.635930997512","35.7282119723157","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.634544157206","35.7281685767618","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.634285513301","35.7286422625834","法第42条第1項第1号道路(区道）"
"その他基準法指定外道路","","","","","","139.634945690583","35.7285755534335","その他基準法指定外道路"
"法第42条第2項道路","","","","","","139.633835700085","35.7283750061383","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.634723515157","35.7303873697016","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.63329933387","35.7333209000076","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.632772181656","35.732779593244","法第42条第1項第1号道路(区道）"
"法第42条第1項第5号道路","1545","上鷺宮3-8","","","","139.63219560075","35.7326842082304","法第42条第1項第5号道路"
"法第42条第2項道路","","","","","","139.632866715199","35.7348631292222","法第42条第2項道路"
"その他基準法指定外道路","","","","","","139.63441983649","35.7333835970794","その他基準法指定外道路"
"その他基準法指定外道路","","","","","","139.634199353099","35.7332079449819","その他基準法指定外道路"
"法第42条第1項第1号道路(区道）","","","","","","139.633449028225","35.7341039806111","法第42条第1項第1号道路(区道）"
"法第42条第1項第5号道路","1054","上鷺宮3-11･10","","","","139.632140069748","35.7343267546824","法第42条第1項第5号道路"
"法第42条第1項第1号道路(区道）","","","","","","139.632725657891","35.7338273321172","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.643658388057","35.7138954632158","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.646439514458","35.7132001612019","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.64594721389","35.7120656738255","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.644992858346","35.7121820709093","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.643216296883","35.7120392014561","法第42条第2項道路"
"法第42条第1項第5号道路","","","","","","139.641992883302","35.7123127149219","法第42条第1項第5号道路"
"法第42条第2項道路","","","","","","139.644265816683","35.7121961985026","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.645497016327","35.7122898240955","法第42条第2項道路"
"その他基準法指定外道路","","","","","","139.644228621934","35.712133192979","その他基準法指定外道路"
"法第42条第2項道路","","","","","","139.644056742405","35.711672650822","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.643083203226","35.7127478847585","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.643381073312","35.7128510593035","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.643167916099","35.7133914000343","法第42条第2項道路"
"その他基準法指定外道路","","","","","","139.643383093505","35.7145208351329","その他基準法指定外道路"
"その他基準法指定外道路","","","","","","139.646291519546","35.7146158308125","その他基準法指定外道路"
"法第42条第2項道路","","","","","","139.64154018132","35.7136341807732","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.642133383029","35.7139095217577","法第42条第1項第1号道路(区道）"
"その他基準法指定外道路","","","","","","139.643672715535","35.7142572987915","その他基準法指定外道路"
"その他基準法指定外道路","","","","","","139.646245065546","35.714563312583","その他基準法指定外道路"
"法第42条第2項道路","","","","","","139.647504160915","35.7121352352635","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.646748077853","35.7114446506528","法第42条第2項道路"
"法第42条第1項第5号道路","852","大和町4-4～7","","","","139.647585455055","35.7131761424912","法第42条第1項第5号道路"
"法第42条第2項道路","","","","","","139.647433431778","35.7124861895457","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.646797403221","35.7121434293842","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.647324457708","35.7119316229555","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.647369077795","35.710999755842","法第42条第2項道路"
"法第42条第1項第5号道路","852","大和町4-4～7","","","","139.647298771211","35.7131096317332","法第42条第1項第5号道路"
"法第42条第1項第5号道路","852","大和町4-4～7","","","","139.647415400211","35.713331131348","法第42条第1項第5号道路"
"法第42条第2項道路","","","","","","139.645155203604","35.7115165908577","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.647183713171","35.7178730695208","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.647597541007","35.716787335411","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.647325812089","35.7151720547298","法第42条第1項第1号道路(区道）"
"法第42条第1項第5号道路","2284","大和町4-13","","","","139.646221975143","35.714815150355","法第42条第1項第5号道路"
"その他基準法指定外道路","","","","","","139.64354035976","35.7147902503013","その他基準法指定外道路"
"法第42条第2項道路","","","","","","139.641928521185","35.7155633632172","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.640503875409","35.7179964874178","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.640922536577","35.7184160118262","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.641547179716","35.7178762090115","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.642484448047","35.7175901721171","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.643568651635","35.7166606114585","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.643292919868","35.717338054775","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.644462014846","35.7178834444492","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.643590852722","35.7161749383239","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.643894798835","35.7167995940739","法第42条第2項道路"
"その他基準法指定外道路","","","","","","139.643980883648","35.7159519486054","その他基準法指定外道路"
"法第42条第2項道路","","","","","","139.644555891132","35.7164552434411","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.64588226302","35.7165848803224","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.6452521266","35.7163402713556","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.646033324813","35.7162023327851","法第42条第2項道路"
"法第42条第1項第5号道路","1487","若宮2-6","","","","139.646601152417","35.7175315255053","法第42条第1項第5号道路"
"法第42条第2項道路","","","","","","139.645991925695","35.7179031844398","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.64545986777","35.7168606532882","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.645850308173","35.7168431102405","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.647579556368","35.7173534833261","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.647614833224","35.7182020595215","法第42条第2項道路"
"その他基準法指定外道路","","","","","","139.644236283881","35.7155495317741","その他基準法指定外道路"
"その他基準法指定外道路","","","","","","139.644256550627","35.7152495825661","その他基準法指定外道路"
"法第42条第2項道路","","","","","","139.645006719897","35.7154679710229","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.641293099282","35.7157741992241","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.643111760807","35.7181797857997","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.640224165046","35.7157599771957","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.642399266684","35.7191054121931","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.644627585036","35.7189407834969","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.645330525883","35.7173830946324","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.64281543112","35.7179642695341","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.64346330223","35.7186183030186","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.643970731802","35.7185139991843","法第42条第2項道路"
"法第42条第2項道路","","","","","","139.645213689024","35.7186051682733","法第42条第2項道路"
"法第42条第1項第1号道路(区道）","","","","","","139.646231350957","35.7231338680092","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.639923981901","35.723475521902","法第42条第1項第1号道路(区道）"
"法第42条第1項第1号道路(区道）","","","","","","139.640554506167","35.7231006433389","法第42条第1項第1号道路(区道）"
"法第42条第2項道路","","","","","","139.641140127765","35.7234701808706","法第42条第2項道路"
