区分,構成比(%)
危険な走り方をする自転車が減った,5.0
全体的に歩きやすくなった,12.5
自転車とのヒヤリ・ハットが減った,5.0
路上に駐停車する自動車が減った,2.5
渋滞が減った,0.0
特によくなったことはない,57.5
わからない,25.0
その他,0.0
