区分,クラスタ２群,度数,平均値,標準偏差,平均値の標準誤差
他への転嫁,1,37,-0.4825028,0.54034909,0.08883284
他への転嫁,2,17,1.0501532,0.97233352,0.23582552
あきらめ感,1,37,-0.2404566,0.90329792,0.14850126
あきらめ感,2,17,0.5233468,1.0256225,0.24875
社会に対する不満,1,37,0.199968,0.9014934,0.1482046
社会に対する不満,2,17,-0.435224,1.0909713,0.2645994
