,ｎ数(人),はさんだ(人),ぶつけた(人),転落・転倒(人),その他(人)
全体,34,28,3,1,2
男の子,17,13,2,0,2
男の子０歳,0,0,0,0,0
男の子１歳,9,7,2,0,0
男の子２歳,5,5,0,0,0
男の子３歳,2,0,0,0,2
男の子４歳,1,1,0,0,0
男の子５歳,0,0,0,0,0
男の子６歳,0,0,0,0,0
女の子,17,15,1,1,0
女の子０歳,0,0,0,0,0
女の子１歳,5,4,0,1,0
女の子２歳,5,4,1,0,0
女の子３歳,4,4,0,0,0
女の子４歳,1,1,0,0,0
女の子５歳,2,2,0,0,0
女の子６歳,0,0,0,0,0
