回答,割合（％）,備考
必要である,58.9,
ある程度必要である,33.4,
あまり必要でない,3.3,
必要でない,1.9,
わからない,2.5,
必要である（計）,92.3,
必要でない（計）,5.2,
,,n=1820
,,（注）『必要である（計）』は「必要である」「ある程度必要である」の合計『必要でない（計）』は「必要でない」「あまり必要でない」の合計
