質問,割合(%)
生活文化局,17.1
オリンピック・パラリンピック準備委員会,16.5
交通局,15.3
水道局,14.7
下水道局,14.1
福祉保健局,8.2
主税局,7.1
中央卸売市場,6.5
政策企画局,4.1
都市整備局,4.1
教育庁,4.1
環境局,3.5
港湾局,3.5
青少年・治安対策本部,2.9
病院経営本部,2.4
産業労働局,1.8
総務局,1.2
建設局,1.2
選挙管理委員会事務局,1.2
議会局,1.2
財務局,0.6
人事委員会事務局,0.6
会計管理局,0
監査事務局,0
労働委員会事務局,0
収用委員会事務局,0
特にない,34.1
