回答,割合（％）,備考
パラリンピック,82.9,
車いすテニス,78.7,
車椅子バスケットボール,77.1,
ブラインドサッカー,43.7,
ボッチャ,39.0,
ゴールボール,25.8,
車いすダンス,19.7,
ウィルチェアーラグビー,18.4,
シッティングバレーボール,15.5,
サウンドテーブルテニス,7.5,
スペシャルオリンピックス,4.0,
デフリンピック,2.5,
その他,0.4,
特にない,4.8,
,,n=1820
,,M.T.=420.1
,,（注）「車いす」「車椅子」の表記は、各競技団体の標記による
