回答,割合（％）,備考
仕事や家事・育児が忙しくて時間がないから,43.2,
機会がなかったから,22.0,
年をとったから,17.2,
体が弱いから,11.4,
スポーツ・運動が好きではないから,11.4,
お金がかかるから,4.4,
仲間がいないから,1.8,
場所や施設がないから,1.5,
指導者がいないから,0,
その他,11.4,
特に理由はない,12.8,
無回答,1.1,
,,n=273
,,M.T.=138.1
