回答,割合（％）,備考
週5日以上（年251日以上）,4.6,
週3～4日（年151日～250日）,7.5,
週に2日（年101日～150日）,8.4,
週に1日（年51日～100日）,13.0,
月に1～3日（年12日～50日）,18.4,
3ヶ月に1～2日（年4日～11日）,20.5,
年に1～3日,24.7,
わからない,2.9,
,,n=239
