回答,観戦または見たことがある（計）,観戦または見たことはない,わからない,備考
割合（％）,71.2,27.8,1.0,
,,,,n=1820
,,,,（注）『観戦または見たことがある（計）』は「観戦または見たことはない」「わからない」以外の選択肢を選んだ人の割合
