回答,割合（％）,備考
感動した,66.3,
次回も観戦したいと思った,40.2,
元気が出た,35.6,
気分転換ができた・ストレスが解消した,34.8,
選手に親近感をもった,26.2,
自分もスポーツや運動をしたくなった,24.3,
スポーツや運動を好きになった,12.9,
感性が豊かになった,11.1,
今後は観戦したくないと思った,0.7,
その他,1.5,
わからない,4.3,
,,n=1689
,,M.T.=257.8
