回答,割合（％）,備考
東京マラソン,94.6,
都民体育大会,20.7,
ＴＯＫＹＯウオーク,12.5,
東京都障害者スポーツ大会,10.3,
東京都パラリンピック体験プログラム「ＮＯＬＩＭＩＴＳＣＨＡＬＬＥＮＧＥ」,5.5,
スポーツ博覧会東京,2.5,
チャレスポ！ＴＯＫＹＯ,1.8,
ニュースポーツＥＸＰＯin多摩,1.3,
その他,0.1,
特にない,4.8,
,,n=1820
,,M.T.=154.1
