回答,割合（％）,備考
テレビ、ラジオ、インターネット配信等で観戦または見た（ニュース等で流れるダイジェストや特集番組等も含む）ことがある,70.4,
スタジアム・体育館・沿道などで実際に観戦または見たことがある,1.3,
その他,0.3,
観戦または見たことはない,27.8,
わからない,1.0,
,,n=1820
,,M.T.=100.9
