年度,20,22,23,24,25,26,
女性(％),20.0,17.4,17.4,7.9,14.3,13.9,
男性(％),10.5,13.3,13.3,0.0,4.4,3.3,
備考,,,,,,,注：平成21年度は当該質問項目について調査していないため、データがない。
