回答,割合（％）,備考
関心がある,22.5,
やや関心がある,35.5,
あまり関心がない,26.5,
関心がない,10.1,
わからない,5.4,
関心がある（計）,58.0,
関心がない（計）,36.6,
,,n=1820
,,（注）『関心がある（計）』は「関心がある」「やや関心がある」の合計『関心がない（計）』は「関心がない」「あまり関心がない」の合計
