回答,割合（％）,備考
活動内容について知っている,17.7,
聞いたことがある,30.9,
知らない,51.4,
知っている（計）,48.6,
,,n=1820
,,（注）『知っている（計）』は「活動内容について知っている」「聞いたことがある」の合計
