年,56,60,1,5,9,13,17,21,25,26
年,1981,1985,1989,1993,1997,2001,2005,2009,2013,2014
月,7,7,7,6,7,6,7,7,7,10
割合(％),3.1,5.5,13.3,8.6,10.2,15.0,17.3,18.9,19.7,19.8
