回答,割合（％）,備考
比較的軽いスポーツのみ,44.2,
比較的軽いスポーツと比較的広域にわたるスポーツ,24.4,
比較的軽いスポーツと競技的スポーツ,3.1,
比較的軽いスポーツと比較的広域にわたるスポーツと競技的スポーツ,9.6,
比較的広域にわたるスポーツのみ,2.7,
比較的広域にわたるスポーツと競技的スポーツ,0.3,
競技的スポーツのみ,0.8,
スポーツや運動は実施しなかった,15.0,
スポーツや運動を実施した（計）,85.0,
,,n=1820
