消防署,計,（一）・イ,（一）・ロ,（二）・イ,（二）・ロ,（二）・ハ,（二）・ニ,（三）・イ,（三）・ロ,（四）,（五）・イ,（五）・ロ,（六）・イ・（1）,（六）・イ・（2）,（六）・イ・（3）,（六）・イ・（4）,（六）・ロ・（1）,（六）・ロ・（2）,（六）・ロ・（3）,（六）・ロ・（4）,（六）・ロ・（5）,（六）・ハ・（1）,（六）・ハ・（2）,（六）・ハ・（3）,（六）・ハ・（4）,（六）・ハ・（5）,（六）・ニ,（七）,（八）,（九）・イ,（九）・ロ,（十）,十一,十二・イ,十二・ロ,十三・イ,十三・ロ,十四,十五,十六・イ,十六・ロ,十六の二,十六の三,十七,十八,十九,二十,危険物製造所等_製造所,危険物製造所等_貯蔵所,危険物製造所等_取扱所,少量危険物等_運搬,少量危険物等_貯蔵取扱所少量危険物,少量危険物等_貯蔵取扱所指定可燃物
赤坂,31,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,0,0,0,0,0,0,0,5,0,0,0,0
高輪,62,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,11,2,0,0,0,1,9,9,0,0,0,0,0,0,0,0,9,6,0,0,0
品川,77,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,7,0,0,0,0
大井,40,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,12,6,0,0,0,0,0,0,0,4,3,0,0,0
荏原,118,0,0,0,2,0,0,0,12,5,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,84,2,0,0,0,0,0,0,0,6,0,0,0,0
大森,30,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,9,2,0,0,8,0,0,0,0,3,0,0,0,0
田園調布,26,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,10,0,0,0,0
蒲田,38,0,0,0,1,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,2,0,0,0,0,0,0,0,11,1,0,0,0
矢口,43,0,0,0,0,0,0,0,2,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,24,3,0,0,0,0,0,0,0,3,0,0,0,0
目黒,40,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,3,0,0,0,0,0,0,0,0,0,0,0,0
世田谷,35,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,0
玉川,80,0,0,0,0,0,1,0,1,5,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,46,2,0,0,0,0,0,0,0,8,1,0,0,0
成城,35,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,9,0,0,0,0
渋谷,102,0,0,1,0,0,1,0,12,10,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,2,0,0,0,0,0,0,0,0,0,0,0,0
四谷,29,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,1,0,0,2,0,0,0,0,0,0,0,0,0
牛込,23,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,8,1,0,0,0,0,0,0,0,2,0,0,0,0
新宿,57,0,0,0,0,0,2,0,4,2,8,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,15,3,0,0,0,0,0,0,0,6,0,0,0,0
中野,76,0,0,0,0,0,0,0,4,9,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,33,7,0,0,0,0,0,0,0,5,1,0,0,0
野方,35,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,10,2,0,0,0,0,0,0,0,5,1,0,0,0
杉並,63,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,36,2,0,0,0,0,0,0,0,13,0,0,0,0
荻窪,33,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,7,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,7,0,0,0,0
小石川,46,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,21,8,0,0,0,0,0,0,0,3,0,0,0,0
本郷,96,0,0,0,0,0,0,0,17,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,54,1,0,0,1,0,0,0,0,6,0,0,0,0
豊島,101,0,0,1,1,0,0,0,2,0,1,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,69,3,0,0,0,0,0,0,0,6,0,0,0,0
池袋,41,0,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0
王子,25,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0
赤羽,41,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18,2,0,0,0,0,0,0,0,11,0,0,0,0
滝野川,17,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
板橋,81,0,0,0,1,0,0,0,3,4,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,56,3,0,0,0,0,0,0,0,5,0,0,0,0
志村,42,0,0,0,0,0,0,0,0,2,0,5,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,0,0,0,5,9,5,0,0,0,0,0,0,0,2,4,0,0,0
練馬,57,0,0,0,1,0,0,0,3,3,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,4,0,0,0,0,0,0,1,21,6,0,0,0,0,0,0,0,8,0,0,0,0
光が丘,32,0,0,0,0,0,0,0,0,4,0,5,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,2,0,0,0,0
石神井,71,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,18,1,0,0,0
上野,95,0,1,0,0,0,0,0,16,4,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,43,0,0,0,2,0,0,0,0,0,1,0,0,0
浅草,50,0,0,0,0,0,0,0,7,3,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,0,0,0,0,5,0,0,0,0
日本堤,182,0,0,0,0,0,0,0,8,14,47,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,58,0,2,7,0,0,0,0,0,3,31,1,0,0,1,0,0,0,0,3,0,0,0,0
荒川,54,0,0,0,2,0,0,0,0,0,7,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,6,0,0,0,0
尾久,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
千住,32,0,0,1,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,6,0,0,0,0
足立,73,0,0,0,0,0,2,0,14,9,2,1,2,0,1,1,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,3,13,3,0,0,0,0,0,0,0,1,9,0,0,0
西新井,194,0,0,0,4,0,1,0,3,23,5,1,2,1,2,0,5,0,0,0,0,3,0,2,0,0,6,0,0,0,0,0,0,3,0,0,0,1,2,37,9,0,0,0,0,0,0,1,30,53,0,0,0
本所,111,0,0,0,0,0,0,4,8,1,6,8,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,5,62,4,0,0,0,0,0,0,0,5,0,0,0,0
向島,17,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0
深川,96,0,0,0,0,0,0,0,10,1,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,9,0,2,0,3,8,25,10,0,0,0,0,0,0,0,8,4,0,0,0
城東,68,0,0,0,0,0,0,0,2,1,4,15,0,0,0,2,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,0,6,6,14,2,0,0,0,0,0,0,0,7,0,0,0,0
本田,74,0,0,0,0,0,0,0,2,3,0,8,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,42,9,0,0,0,0,0,0,0,2,0,0,0,0
金町,47,0,0,0,1,0,0,0,2,2,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,9,2,0,0,0
江戸川,44,1,0,0,0,0,0,0,3,9,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,9,0,0,0
葛西,50,0,0,0,0,0,0,0,2,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,21,3,0,0,0,0,0,0,0,4,0,0,0,0
小岩,39,0,0,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,0,0,0,0,8,0,0,0,0
受託地区,937,0,2,0,3,0,1,0,54,70,9,45,2,2,6,5,28,0,0,0,8,4,0,12,0,4,17,63,0,0,1,0,10,14,0,0,0,16,38,372,34,0,0,7,0,0,0,0,68,42,0,0,0
立川,46,0,0,0,0,0,1,0,8,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0
武蔵野,37,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,4,0,0,0,0
三鷹,55,0,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,39,1,0,0,0,0,0,0,0,4,0,0,0,0
府中,83,0,0,0,0,0,0,0,6,9,2,10,0,0,1,0,7,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,22,4,0,0,0,0,0,0,0,5,8,0,0,0
昭島,29,0,0,0,0,0,0,0,3,1,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0
調布,19,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,1,0,0,0,0,0,0,0,2,1,0,0,0
小金井,24,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,1,0,0,0,0,0,0,0,3,1,0,0,0
小平,108,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,9,14,13,4,0,0,4,0,0,0,0,1,4,0,0,0
東村山,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
国分寺,67,0,0,0,0,0,0,0,4,4,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,2,0,15,0,0,0,0,4,0,0,0,0,1,2,19,2,0,0,2,0,0,0,0,5,0,0,0,0
狛江,35,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19,1,0,0,0,0,0,0,0,5,0,0,0,0
北多摩西部,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
清瀬,71,0,0,0,0,0,0,0,3,7,0,1,0,1,0,2,3,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,5,0,0,0,0
東久留米,24,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,13,1,0,0,0,0,0,0,0,1,0,0,0,0
西東京,52,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,16,1,0,0,0,0,0,0,0,2,5,0,0,0
八王子,68,0,0,0,1,0,0,0,8,4,0,13,0,0,0,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,4,16,4,0,0,0,0,0,0,0,4,0,0,0,0
青梅,35,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2,0,0,0,0,0,0,0,9,0,0,0,0
町田,51,0,1,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0
日野,19,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0
福生,71,0,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,5,20,0,0,0
多摩,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,4,0,0,0,0
秋川,11,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0
奥多摩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
