出火階,火災・計,火災・地上階層・4階建,火災・地上階層・5階建,火災・地上階層・6階建,火災・地上階層・7階建,火災・地上階層・8階建,火災・地上階層・9階建,火災・地上階層・10階建,火災・地上階層・11階建,火災・地上階層・12階建,火災・地上階層・13階建,火災・地上階層・14階建,火災・地上階層・15階建,火災・地上階層・16階建,火災・地上階層・17以階上,火災・地下階数・地階なし,火災・地下階数・地下1階,"件数・地下階数・地下2階","件数・地下階数・地下3階","件数・地下階数・地下4階",件数・地下階数・地下5階,件数・地下階数・地下6階以上,件数・焼損程度・全焼,件数・焼損程度・半焼,件数・焼損程度・部分焼,件数・焼損程度・ぼや,焼損棟数,り災世帯数,り災人員,焼損床面積（㎡）,損害額（円）,死者,負傷者
37階,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,2,2,1,2,0,1110,0,0
35階,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,20900,0,1
34階,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,1,0,0,0,0,0,4,4,1,5,0,269400,0,0
32階,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,4,4,0,0,0,7700,0,0
31階,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,3,0,9500,0,0
30階,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,3,3,0,0,0,3880,0,0
29階,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1890,0,0
28階,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,800,0,0
27階,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,3,3,0,0,0,67100,0,0
26階,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,900,0,0
25階,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,102800,0,1
24階,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,532000,0,0
23階,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,3,3,0,0,0,4100,0,0
22階,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,0,0,0,188300,0,0
21階,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,2,1,1,0,5930,0,0
20階,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,3400,0,0
19階,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,3,3,0,0,0,12519,0,0
18階,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,0,0,0,0,1,4,5,2,6,0,4759500,0,4
17階,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,2,0,0,0,0,0,5,5,2,7,0,85740,0,0
16階,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,4,4,0,0,0,54000,0,0
15階,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,1,1,1,1,0,0,0,7,7,0,0,0,39500,0,2
14階,15,0,0,0,0,0,0,0,0,0,0,3,5,0,7,4,2,8,1,0,0,0,0,0,0,15,15,9,22,0,91490,0,1
13階,10,0,0,0,0,0,0,0,0,0,1,2,0,0,7,2,3,3,0,2,0,0,0,0,1,9,10,9,23,0,3241910,0,4
12階,23,0,0,0,0,0,0,0,1,4,4,5,2,0,7,10,4,4,3,1,1,0,0,0,2,21,23,12,21,17,2512168,0,3
11階,20,0,0,0,0,0,0,1,4,2,1,3,1,2,6,3,4,8,3,2,0,0,0,0,0,20,20,11,23,0,1157760,0,3
10階,22,0,0,0,0,0,0,2,3,4,2,4,3,1,3,12,4,4,0,0,2,0,0,0,1,21,22,17,33,0,535390,0,3
9階,36,0,0,0,0,0,10,6,6,5,3,3,0,0,3,20,10,2,3,1,0,0,0,0,5,31,36,33,62,88,27408980,1,6
8階,43,0,0,0,0,10,8,4,5,7,1,5,2,0,1,25,12,3,2,1,0,0,0,0,6,37,43,36,70,68,48807346,0,10
7階,62,0,0,0,8,14,9,3,5,1,5,6,1,1,9,34,17,5,4,0,1,1,0,0,6,56,62,75,141,107,78238519,2,13
6階,78,0,0,8,12,10,12,15,5,6,1,1,0,1,7,44,21,9,4,0,0,0,0,0,14,64,79,69,101,116,21574997,0,26
5階,88,5,22,13,10,8,8,4,1,4,2,5,0,1,5,57,17,9,0,4,1,0,0,0,10,78,89,76,133,118,49548021,0,14
4階,131,23,29,12,7,12,10,9,7,2,5,6,1,1,7,69,44,14,2,1,1,0,0,0,19,112,131,162,325,223,78409997,2,27
3階,197,37,40,23,29,13,13,15,1,5,3,4,1,1,12,119,53,16,4,4,0,1,0,0,27,170,199,142,273,232,144560897,1,39
2階,224,51,52,22,18,13,11,10,10,6,3,9,3,1,15,138,54,19,5,6,1,1,0,0,28,196,226,157,259,283,162121404,5,44
1階,325,70,67,49,29,23,21,15,10,8,3,8,1,1,20,186,84,29,13,10,0,3,0,0,34,291,328,82,159,419,260867318,2,57
地下1階,74,2,7,7,8,3,11,2,2,3,4,2,3,1,19,0,31,18,12,8,5,0,0,0,2,72,74,2,6,19,11915338,0,7
地下2階,22,1,1,2,1,1,2,2,1,1,1,0,0,0,9,0,0,11,7,3,0,1,0,0,1,21,22,1,2,120,179359946,0,1
地下3階,8,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,2,6,0,0,0,0,0,8,8,0,0,0,7406135,0,0
地下5階,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,12500,0,0
地下6階,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,45600,0,0
