消防署,計,（一）・イ,（一）・ロ,（二）・イ,（二）・ロ,（二）・ハ,（二）・ニ,（三）・イ,（三）・ロ,（四）,（五）・イ,（五）・ロ,（六）・イ・（1）,（六）・イ・（2）,（六）・イ・（3）,（六）・イ・（4）,（六）・ロ・（1）,（六）・ロ・（2）,（六）・ロ・（3）,（六）・ロ・（4）,（六）・ロ・（5）,（六）・ハ・（1）,（六）・ハ・（2）,（六）・ハ・（3）,（六）・ハ・（4）,（六）・ハ・（5）,（六）・ニ,（七）,（八）,（九）・イ,（九）・ロ,（十）,十一,十二・イ,十二・ロ,十三・イ,十三・ロ,十四,十五,十六・イ,十六・ロ,十六の二,十六の三,十七,十八,十九,二十,危険物製造所等_製造所,危険物製造所等_貯蔵所,危険物製造所等_取扱所,少量危険物等_運搬,少量危険物等_貯蔵取扱所少量危険物,少量危険物等_貯蔵取扱所指定可燃物
令和4年度,367,0,0,3,1,0,2,2,45,15,20,15,0,1,3,7,12,0,0,0,1,0,0,4,0,3,3,2,0,1,0,3,0,0,0,2,0,2,3,209,8,0,0,0,0,0,0,0,0,0,0,0,0
特別区,303,0,0,2,1,0,2,2,37,12,17,15,0,1,2,3,10,0,0,0,1,0,0,4,0,1,3,2,0,1,0,3,0,0,0,2,0,2,3,171,6,0,0,0,0,0,0,0,0,0,0,0,0
丸の内,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
麹町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
神田,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
京橋,22,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
日本橋,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
臨港,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
芝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
麻布,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
