年度,計,小計,消防吏員・消防総監,"消防吏員・消防正監／消防司監","消防吏員・消防司令長／消防監　",消防吏員・消防司令,消防吏員・消防司令補,消防吏員・消防士長,"消防吏員・消防士／消防副士長","消防吏員以外の職員"
31,18620,18197,1,21,413,1523,4544,4978,6717,423
2,18661,18238,1,21,413,1531,4598,5224,6450,423
3,18661,18238,1,21,413,1537,4601,5321,6344,423
4,18655,18233,1,21,413,1538,4599,5421,6240,422
5,18684,18262,1,21,413,1539,4611,5527,6150,422
