委員会,区分,開会数,委員会視察日数
本会議,,19,
常任委員会,企画総務,13,4
常任委員会,区民文教,12,4
常任委員会,産業都市,11,4
常任委員会,福祉保健,10,4
議会運営委員会,,23,
特別委員会,都市開発･災害対策,4,
特別委員会,行財政改革等,4,
特別委員会,観光対策,1,
特別委員会,観光対策等調査,5,
特別委員会,墨田区基本計画調査,3,
特別委員会,予算,10,
特別委員会,決算,9,
合計,,124,16
