"番号","箇所識別番","箇所番号","箇所名","備考","経度","緯度","分類"
"114001-K001","","","","","139.670365630322","35.7235356124167","土砂災害警戒区域"
"114001-K002","","","","","139.670707955263","35.72295488773","土砂災害警戒区域"
"114001-K003","","","","","139.672108880659","35.72021832403","土砂災害警戒区域"
"114001-K004","","","","","139.672893552562","35.7197736501667","土砂災害警戒区域"
"114001-K005","","","","","139.677394210479","35.718904262035","土砂災害警戒区域"
"114001-K006","","","","","139.676827293772","35.7185408947689","土砂災害警戒区域"
"114001-K007","","","","","139.676127352166","35.7176784409082","土砂災害警戒区域"
"114001-K008","","","","","139.67791562327","35.7135698683676","土砂災害警戒区域"
"114001-K009","","","","","139.678648626875","35.7134809635043","土砂災害警戒区域"
"114001-K010","","","","","139.680256411914","35.713211848063","土砂災害警戒区域"
"114001-K012","","","","","139.681316507026","35.7129493757809","土砂災害警戒区域"
"114001-K013","","","","","139.680376997368","35.7121512388035","土砂災害警戒区域"
"114001-K015","","","","","139.686861860247","35.7003243007109","土砂災害警戒区域"
"114001-K016","","","","","139.679857264938","35.6990918831131","土砂災害警戒区域"
"114001-K017","","","","","139.672956406917","35.6938070693278","土砂災害警戒区域"
"114001-K018","","","","","139.672674997824","35.6934743782532","土砂災害警戒区域"
"114001-K019","","","","","139.665772221437","35.6876100545203","土砂災害警戒区域"
"114001-K020","","","","","139.661992170579","35.687007825098","土砂災害警戒区域"
"114001-K021","","","","","139.662735665642","35.6860652445688","土砂災害警戒区域"
"113001-K001","","0","","K001","139.683296000482","35.6918982747674","土砂災害警戒区域"
"114001-K011","","","","","139.680994491884","35.7131116846184","土砂災害警戒区域"
"114001-K011","","","","","139.680575164054","35.7131654791109","土砂災害警戒区域"
