"番号","箇所識別番","箇所番号","箇所名","備考","経度","緯度","分類"
"114001-K002","","","","","139.670769016313","35.7229930335944","土砂災害特別警戒区域"
"114001-K005","","","","","139.67732058695","35.7190733865087","土砂災害特別警戒区域"
"114001-K006","","","","","139.676828897096","35.7184890296457","土砂災害特別警戒区域"
"114001-K008","","","","","139.677990740425","35.7135733426019","土砂災害特別警戒区域"
"114001-K009","","","","","139.678623573552","35.7135173212492","土砂災害特別警戒区域"
"114001-K010","","","","","139.680191494833","35.7132495081815","土砂災害特別警戒区域"
"114001-K013","","","","","139.680061395304","35.7118954013676","土砂災害特別警戒区域"
"114001-K013","","","","","139.68046072754","35.7121684761124","土砂災害特別警戒区域"
"114001-K020","","","","","139.662002882052","35.6870714203929","土砂災害特別警戒区域"
"114001-K021","","","","","139.663040992831","35.6864588135498","土砂災害特別警戒区域"
"113001-K001","","0","","K001","139.683267472295","35.6919235702904","土砂災害特別警戒区域"
