１　上屋月別利用実績,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,（単位：トン）
施設別,,前年末在庫,合計,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
,,当年末在庫,,,,,,,,,,,,,
合計,（搬入）,"68,082","1,172,181","85,616","97,213","112,236","103,068","86,957","101,846","108,002","95,710","90,845","102,598","93,966","94,124"
,（搬出）,"72,831","1,167,432","85,450","99,723","112,195","98,953","86,625","101,077","102,435","97,171","92,069","101,121","94,167","96,447"
品川,（搬入）,"10,369","190,614","13,517","18,616","15,479","18,834","13,890","18,762","13,742","17,389","13,104","17,952","12,657","16,672"
,（搬出）,"10,240","190,743","13,246","18,706","15,113","18,851","13,488","18,854","13,868","17,258","13,390","18,255","12,175","17,539"
芝浦,（搬入）,"12,284","171,615","14,125","13,758","14,558","15,611","13,912","14,261","13,718","14,000","12,833","15,877","13,247","15,715"
,（搬出）,"15,999","167,900","13,263","13,790","14,509","14,030","13,499","14,149","15,037","12,287","13,498","15,264","14,556","14,018"
日の出,（搬入）,"13,763","49,432","4,545","3,346","3,875","3,837","2,941","3,652","5,865","4,244","4,759","4,731","4,298","3,339"
,（搬出）,"13,519","49,676","4,365","5,242","3,757","3,564","2,952","3,163","3,718","3,838","4,184","4,477","5,724","4,692"
10号地,（搬入）,"29,729","660,741","48,392","56,025","70,487","55,641","48,797","56,899","63,585","49,935","51,081","55,111","55,024","49,764"
,（搬出）,"29,683","660,787","49,380","56,546","71,194","53,805","49,222","56,624","59,342","54,184","51,677","53,995","53,224","51,594"
大井,（搬入）,743,"80,716","3,921","4,245","6,720","7,724","6,232","7,004","9,271","8,222","7,042","6,890","6,995","6,450"
,（搬出）,"1,669","79,790","3,985","4,148","6,506","7,818","5,934","6,984","8,684","8,070","7,339","7,312","6,580","6,431"
辰巳,（搬入）,"1,194","19,063","1,116","1,223","1,117","1,421","1,185","1,268","1,821","1,920","2,026","2,037","1,745","2,184"
,（搬出）,"1,721","18,536","1,211","1,291","1,116",885,"1,530","1,303","1,786","1,534","1,981","1,818","1,908","2,173"
（注）四捨五入の関係上、合計値が合わない場合がある。,,,,,,,,,,,,,,,
