２　野積場月別利用実績,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,（単位：トン）
施設別,,前年末在庫,合計,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
,,当年末在庫,,,,,,,,,,,,,
合計,（搬入）,"426,427","15,293,936","1,191,475","1,239,032","1,294,644","1,303,395","1,248,904","1,336,082","1,291,944","1,235,813","1,258,492","1,307,937","1,316,324","1,269,895"
,（搬出）,"418,559","15,301,804","1,199,736","1,237,463","1,294,900","1,301,293","1,248,767","1,345,811","1,291,318","1,237,710","1,266,056","1,301,437","1,305,511","1,271,803"
品川,（搬入）,"89,917","5,576,206","463,175","464,560","464,903","463,955","463,766","472,261","467,158","463,459","464,891","462,949","461,784","463,345"
,（搬出）,"90,443","5,575,680","463,509","463,009","464,410","463,224","466,592","466,809","464,964","464,872","466,410","463,985","463,438","464,458"
芝浦,（搬入）,"5,416","274,675","22,515","22,515","24,096","22,517","22,519","22,516","22,514","22,613","23,614","22,516","24,220","22,520"
,（搬出）,"4,988","275,103","22,669","23,149","22,538","23,071","22,397","23,270","22,492","23,271","22,691","23,225","22,995","23,335"
日の出,（搬入）,115,"2,830",235,235,235,235,235,235,245,235,235,235,235,235
,（搬出）,27,"2,918",235,235,235,235,235,235,333,235,235,235,235,235
10号地,（搬入）,"210,402","7,790,071","584,974","618,012","653,849","672,915","621,003","697,250","659,350","627,370","657,176","666,733","679,750","651,689"
,（搬出）,"209,392","7,791,081","590,867","615,180","656,226","672,769","621,420","698,101","655,339","630,935","656,073","668,179","678,497","647,495"
大井建材,（搬入）,"24,194","786,334","69,714","62,849","77,614","71,804","59,051","65,226","65,926","55,471","50,318","73,974","67,204","67,183"
,（搬出）,"21,121","789,407","70,912","69,543","75,919","71,524","59,885","60,716","66,474","51,589","60,662","68,246","62,901","71,036"
若洲建材,（搬入）,"72,122","646,430","35,912","51,971","58,219","52,541","60,343","59,409","57,932","52,277","47,036","63,993","60,106","46,691"
,（搬出）,"66,705","651,847","37,853","48,121","56,236","52,480","56,319","76,652","62,121","51,407","45,515","60,645","57,199","47,299"
辰巳,（搬入）,"24,261","217,390","14,950","18,890","15,728","19,428","21,987","19,185","18,819","14,388","15,222","17,537","23,025","18,232"
,（搬出）,"25,883","215,768","13,691","18,226","19,336","17,990","21,919","20,028","19,595","15,401","14,470","16,922","20,246","17,945"
