地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,東京都管理道路 TMG managed roads／延長 Length,東京都管理道路 TMG managed roads／面積 Area,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／延長 Length,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／面積 Area,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／延長 Length,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／面積 Area,一般国道(指定区間) General national highways( Designated section )／延長 Length,一般国道(指定区間) General national highways( Designated section )／面積 Area,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／延長 Length,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／面積 Area,首都高速道路(株) Metropolitan Expressway Company Limited／延長 Length,首都高速道路(株) Metropolitan Expressway Company Limited／面積 Area,区市町村道 Municipal roads／延長 Length,区市町村道 Municipal roads／面積 Area
0,13000,,総数,Tokyo-to,24405944.55,183598990.5,2229054,40750876,74578,1209387,972838,20704973,800287,10610433,381351,8226083,244681,7230568,81002,3372768,191354,5151932,21659853.55,127092846.5
1,13100,,区部,All ku,11863271.55,101687761.5,893928,21292198,18030,454847,459651,12028283,34896,582985,381351,8226083,170620,5575437,15290,479339,191354,5151932,10592079.55,69188855.5
5,13101,1,千代田区,Chiyoda-ku,176188,2792224,24918,826255,-,-,9725,332981,-,-,15193,493274,11329,428196,-,-,9958,234063,129983,1303710
5,13102,2,中央区,Chuo-ku,195295,2991989,21160,794478,-,-,12332,480990,-,-,8828,313488,5151,161891,-,-,11437,320185,157547,1715435
5,13103,3,港区,Minato-ku,304790,4393789,47900,1531716,480,14309,19064,593835,-,-,28356,923572,13972,518645,-,-,20207,478006,222711,1865422
5,13104,4,新宿区,Shinjuku-ku,354902,3355655,50614,1330045,-,-,30505,772589,-,-,20109,557456,4257,126393,-,-,5230,128182,294801,1771035
5,13105,5,文京区,Bunkyo-ku,207423,1948067,26074,649737,-,-,7480,228065,-,-,18594,421672,8173,202203,-,-,2281,55425,170895,1040702
5,13106,6,台東区,Taito-ku,258646,2626690,21308,545786,-,-,8800,208584,-,-,12508,337202,6548,251841,-,-,2105,39693,228685,1789370
5,13107,7,墨田区,Sumida-ku,295592,2947228,26714,623487,-,-,9335,228654,-,-,17379,394833,7116,198865,-,-,9504,209661,252258,1915215
5,13108,8,江東区,Koto-ku,390809,5587271,54765,1718949,-,-,29701,995936,-,-,25064,723013,9839,327247,-,-,16103,550730,310102,2990345
5,13109,9,品川区,Shinagawa-ku,383930,3703856,25819,734572,-,-,15260,501278,-,-,10559,233294,17964,506995,-,-,11667,390710,328480,2071579
5,13110,10,目黒区,Meguro-ku,355270,2179752,21417,465945,-,-,11752,334453,-,-,9665,131492,882,35464,-,-,1310,60247,331661,1618096
5,13111,11,大田区,Ota-ku,850955,7505862,43167,1168438,3559,98040,34256,987886,659,10819,4693,71693,17630,527683,-,-,16362,543351,773796,5266390
5,13112,12,世田谷区,Setagaya-ku,1183575.55,8167434.5,70236,1107859,2906,71211,35934,714199,5411,49737,25985,272712,10128,320097,5525,193366,6390,123550,1091296.55,6422562.5
5,13113,13,渋谷区,Shibuya-ku,273126,2728342,26393,659404,-,-,12205,312461,-,-,14188,346943,4509,210877,-,-,10614,283368,231610,1574693
5,13114,14,中野区,Nakano-ku,366870,2137972,26403,487688,-,-,12401,270053,-,-,14002,217635,-,-,-,-,2328,82644,338139,1567640
5,13115,15,杉並区,Suginami-ku,687613,4597493,57021,1060378,-,-,38356,852759,1596,19033,17069,188586,4327,178337,1059,21149,4615,102137,620591,3235492
5,13116,16,豊島区,Toshima-ku,309231,2345406,15685,419189,140,3080,9171,246056,-,-,6374,170053,4697,153818,-,-,4907,128505,283942,1643894
5,13117,17,北区,Kita-ku,372067,2944572,32006,742551,6311,192333,9918,258898,-,-,15777,291320,692,15845,-,-,3565,56727,335804,2129449
5,13118,18,荒川区,Arakawa-ku,215192,1661427,16368,393996,-,-,13123,329961,-,-,3245,64035,1049,36055,-,-,-,-,197775,1231376
5,13119,19,板橋区,Itabashi-ku,740190,5824745,27203,736202,-,-,8982,265716,-,-,18221,470486,17205,598326,-,-,12631,271439,683151,4218778
5,13120,20,練馬区,Nerima-ku,1125280,7303449,74758,1331035,-,-,36354,704091,9416,133136,28988,493808,2339,62009,4549,152990,-,-,1043634,5757415
5,13121,21,足立区,Adachi-ku,1040853,9579818,73443,1688260,-,-,28137,766897,17814,370260,27492,551103,7601,254034,-,-,17490,461126,942319,7176398
5,13122,22,葛飾区,Katsushika-ku,700842,5163068,44175,783781,-,-,30569,619225,-,-,13606,164556,8838,229232,-,-,6530,208419,641299,3941636
5,13123,23,江戸川区,Edogawa-ku,1074632,9201652,66381,1492447,4634,75874,36291,1022716,-,-,25456,393857,6374,231384,4157,111834,16120,423764,981600,6942223
1,13200,,市部,All shi,10257919,69894327,921735,14226974,29612,383007,482342,8201152,409781,5642815,-,-,68241,1492260,64692,2863849,-,-,9203251,51311244
5,13201,1,八王子市,Hachioji-shi,1511971,13557059,143042,2184789,6313,67423,51808,921042,84921,1196324,-,-,34987,686823,31537,1573627,-,-,1302405,9111820
5,13202,2,立川市,Tachikawa-shi,291712,2528282,37738,712112,-,-,28121,442672,9617,269440,-,-,-,-,-,-,-,-,253974,1816170
5,13203,3,武蔵野市,Musashino-shi,146081,1119722,21638,326565,-,-,15164,240962,6474,85603,-,-,-,-,-,-,-,-,124443,793157
5,13204,4,三鷹市,Mitaka-shi,289000,1902883,28369,430078,-,-,6088,157002,22281,273076,-,-,-,-,1924,72207,-,-,258707,1400598
5,13205,5,青梅市,Ome-shi,958072,4745996,114886,1453749,17783,228845,59785,830193,37318,394711,-,-,-,-,5720,140141,-,-,837466,3152106
5,13206,6,府中市,Fuchu-shi,473412,3703718,36715,717865,-,-,22895,531930,13820,185935,-,-,6710,130454,7178,279872,-,-,422809,2575527
5,13207,7,昭島市,Akishima-shi,251775,1718318,23484,363081,-,-,13652,218022,9832,145059,-,-,3810,72004,-,-,-,-,224481,1283233
5,13208,8,調布市,Chofu-shi,439047,2668767,23440,379282,-,-,9179,221757,14261,157525,-,-,6740,131819,4879,146292,-,-,403988,2011374
5,13209,9,町田市,Machida-shi,1334419,8411840,79725,1228479,-,-,53920,863781,25805,364698,-,-,4513,162281,1426,93025,-,-,1248755,6928055
5,13210,10,小金井市,Koganei-shi,176453,1057153,17216,273381,-,-,6509,111925,10707,161456,-,-,-,-,-,-,-,-,159237,783772
5,13211,11,小平市,Kodaira-shi,257381,1906040,36491,474175,-,-,20948,286560,15543,187615,-,-,-,-,-,-,-,-,220890,1431865
5,13212,12,日野市,Hino-shi,492940,3260461,32312,540217,-,-,6142,95737,26170,444480,-,-,5103,134467,4494,184465,-,-,451031,2401312
5,13213,13,東村山市,Higashimurayama-shi,301698,1762799,24995,279512,-,-,11566,184280,13429,95232,-,-,-,-,-,-,-,-,276703,1483287
5,13214,14,国分寺市,Kokubunji-shi,240752,1293084,13381,164347,-,-,5210,72145,8171,92202,-,-,-,-,-,-,-,-,227371,1128737
5,13215,15,国立市,Kunitachi-shi,152254,1258691,10220,162928,-,-,2502,53279,7718,109649,-,-,2373,73093,1973,164395,-,-,137688,858275
5,13218,16,福生市,Fussa-shi,149627,1112897,17271,249855,-,-,12131,177020,5140,72835,-,-,3575,90763,-,-,-,-,128781,772279
5,13219,17,狛江市,Komae-shi,127612,803159,10473,164947,-,-,6651,110673,3822,54274,-,-,-,-,-,-,-,-,117139,638212
5,13220,18,東大和市,Higashiyamato-shi,235299,1527992,25833,282653,-,-,12191,197872,13642,84781,-,-,-,-,-,-,-,-,209466,1245339
5,13221,19,清瀬市,Kiyose-shi,183026,1039407,12001,162093,-,-,10288,143496,1713,18597,-,-,-,-,964,41075,-,-,170061,836239
5,13222,20,東久留米市,Higashikurume-shi,247799,1518673,19472,237809,-,-,12439,159267,7033,78542,-,-,-,-,-,-,-,-,228327,1280864
5,13223,21,武蔵村山市,Musashimurayama-shi,270349,1538774,18957,276598,-,-,15643,239553,3314,37045,-,-,-,-,-,-,-,-,251392,1262176
5,13224,22,多摩市,Tama-shi,292190,3150516,37536,975014,-,-,20571,505730,16965,469284,-,-,-,-,-,-,-,-,254654,2175502
5,13225,23,稲城市,Inagi-shi,254221,1930158,22756,531315,-,-,20538,506905,2218,24410,-,-,-,-,-,-,-,-,231465,1398843
5,13227,24,羽村市,Hamura-shi,164213,1326454,16461,275895,-,-,7646,105430,8815,170465,-,-,430,10556,181,4435,-,-,147141,1035568
5,13228,25,あきる野市,Akiruno-shi,750888,3328681,64473,946734,5516,86739,31308,540153,27649,319842,-,-,-,-,4416,164315,-,-,681999,2217632
5,13229,26,西東京市,Nishitokyo-shi,265728,1722803,32850,433501,-,-,19447,283766,13403,149735,-,-,-,-,-,-,-,-,232878,1289302
