地域階層,地域コード,地域,District,除却 Removed／建築物数 Number,除却 Removed／床面積の合計 Total floor space,除却 Removed／建築物評価額 Estimated value,災害 Damaged by disasters／建築物数 Number,災 害Damaged by disasters／床面積の合計 Total floor space,災害 Damaged by disasters／建築物損害見積額 Estimated damages
0,13000,総数,Tokyo-to,9579,2995325,7264498,230,13893,107822
1,13100,区部,All ku,6381,1932595,5814129,174,10408,74768
5,13101,千代田区,Chiyoda-ku,87,358332,2321395,5,300,5927
5,13102,中央区,Chuo-ku,74,100579,508285,-,-,-
5,13103,港区,Minato-ku,145,219922,518179,5,161,1705
5,13104,新宿区,Shinjuku-ku,168,61180,115568,5,684,3188
5,13105,文京区,Bunkyo-ku,128,81093,138186,-,-,-
5,13106,台東区,Taito-ku,104,25840,864,9,545,544
5,13107,墨田区,Sumida-ku,167,21674,38914,7,318,318
5,13108,江東区,Koto-ku,192,43354,19165,9,233,699
5,13109,品川区,Sｈinagawa-ku,268,94675,284377,-,-,-
5,13110,目黒区,Meguro-ku,211,67187,289044,1,40,220
5,13111,大田区,Ota-ku,550,126985,358641,6,385,3080
5,13112,世田谷区,Setagaya-ku,670,133953,158678,19,1176,8232
5,13113,渋谷区,Shibuya-ku,133,29768,37610,-,-,-
5,13114,中野区,Nakano-ku,259,35298,41926,8,1241,2570
5,13115,杉並区,Suginami-ku,521,66331,71964,12,727,2172
5,13116,豊島区,Toshima-ku,206,39140,75557,-,-,-
5,13117,北区,Kita-ku,195,50084,19259,-,-,-
5,13118,荒川区,Arakawa-ku,151,19481,98752,14,857,7107
5,13119,板橋区,Itabashi-ku,339,105749,156804,6,411,3928
5,13120,練馬区,Nerima-ku,511,58935,82550,18,1052,10299
5,13121,足立区,Adachi-ku,578,85361,119281,34,1589,20108
5,13122,葛飾区,Katsushika-ku,310,40624,46682,-,-,-
5,13123,江戸川区,Edogawa-ku,414,67050,312448,16,689,4671
1,13200,市部,All shi,3126,1053206,1426496,56,3485,33054
5,13201,八王子市,Hachioji-shi,392,58854,61571,21,1356,11552
5,13202,立川市,Tachikawa-shi,112,17200,13176,2,85,400
5,13203,武蔵野市,Musashino-shi,134,21325,41679,-,-,-
5,13204,三鷹市,Mitaka-shi,147,43656,88949,-,-,-
5,13205,青梅市,Ome-shi,88,24683,19187,-,-,-
5,13206,府中市,Fuchu-shi,321,55264,48967,6,413,3073
5,13207,昭島市,Akishima-shi,60,6316,4466,-,-,-
5,13208,調布市,Chofu-shi,159,26022,30017,9,363,3937
5,13209,町田市,Machida-shi,259,37994,82484,9,648,6395
5,13210,小金井市,Koganei-shi,172,41035,48471,-,-,-
5,13211,小平市,Kodaira-shi,138,27972,39410,-,-,-
5,13212,日野市,Hino-shi,212,109340,46479,1,85,863
5,13213,東村山市,Higashimurayama-shi,112,451067,46684,-,-,-
5,13214,国分寺市,Kokubunji-shi,88,10491,16413,-,-,-
5,13215,国立市,Kunitachi-shi,56,8617,10974,-,-,-
5,13218,福生市,Fussa-shi,36,2429,3111,-,-,-
5,13219,狛江市,Komae-shi,71,7260,5462,-,-,-
5,13220,東大和市,Higashiyamato-shi,32,3310,1735,-,-,-
5,13221,清瀬市,Kiyose-shi,55,7649,18778,-,-,-
5,13222,東久留米市,Higashikurume-shi,94,13102,8594,-,-,-
5,13223,武蔵村山市,Musashimurayama-shi,24,2560,3810,-,-,-
5,13224,多摩市,Tama-shi,72,39902,751083,-,-,-
5,13225,稲城市,Inagi-shi,35,7064,3529,3,287,4951
5,13227,羽村市,Hamura-shi,50,10276,11103,-,-,-
5,13228,あきる野市,Akiruno-shi,69,5837,5791,-,-,-
5,13229,西東京市,Nishitokyo-shi,138,13981,14573,5,248,1883
,,郡部，島部,All gun and islands,72,9524,23873,-,-,-
,,,,,,,,,
東京都統計年鑑（平成23年）TOKYO STATISTICAL YEARBOOK ( 2011 )　3  建設・住居 3  CONSTRUCTION AND HOUSING,,,,,,,,,
3-13  地 域 別 滅 失 建 築 物 （平成23年） ,,,,,,,,,
3-13  DESTROYED BUILDINGS BY DISTRICT (2011) ,,,,,,,,,
この表は建築基準法により， 工事施工者から知事に届出のあった建築物除去届及び市町村長からの建築物災害報告によって作成された ,,,,,,,,,
もので，対象は床面積の合計が10平方メートルを越える建築物である。 ,,,,,,,,,
This table is based on notifications of building removal submitted to the Governor by contractors and reports on buildings damaged by,,,,,,,,,
disasters submitted by the heads of shi，machi，andmura，and covers buildings with total floor space of more than 10 square meters.,,,,,,,,,
（単位　面積　平方メートル， 金額　万円）   (Space in m2， Value in 10 thousand yen),,,,,,,,,
資料：都都市整備局市街地建築部建築企画課 Source: Bureau of Urban Development， TMG,,,,,,,,,
