地域階層,地域コード,地域,District,平成17年 2005,平成18年 2006,平成19年 2007,平成20年 2008,平成21年 2009,平成22年 2010,平成23年 2011,平成24年 2012
0,13000,総数,Tokyo-to,318,325,360,400,367,340,337,335
1,13100,区部,All ku　,440,455,518,579,531,492,488,484
2,13101,千代田区,Chiyoda-ku ,1418,1525,1827,2123,2041,1860,1930,1909
2,13102,中央区,Chuo-ku,627,653,788,923,871,764,810,803
2,13103,港区,Minato-ku ,925,1100,1435,1684,1440,1308,1283,1270
2,13104,新宿区,Shinjuku-ku,567,576,626,718,655,602,603,605
2,13105,文京区,Bunkyo-ku ,587,608,722,841,761,696,672,668
2,13106,台東区,Taito-ku ,530,533,605,702,648,591,597,587
2,13107,墨田区,Sumida-ku,295,295,314,336,322,301,297,292
2,13108,江東区,Koto-ku,335,337,362,390,373,357,353,348
2,13109,品川区,Shinagawa-ku,528,553,658,732,657,601,596,595
2,13110,目黒区,Meguro-ku,601,630,747,848,758,699,697,689
2,13111,大田区,Ota-ku,434,436,486,529,484,452,449,445
2,13112,世田谷区,Setagaya-ku,489,498,563,628,561,520,516,510
2,13113,渋谷区,Shibuya-ku,734,811,1025,1191,1042,949,981,964
2,13114,中野区,Nakano-ku ,454,460,495,553,508,466,468,465
2,13115,杉並区,Suginami-ku,430,434,470,519,469,433,433,429
2,13116,豊島区,Toshima-ku,411,415,468,540,501,466,459,458
2,13117,北区,Kita-ku,355,355,375,401,387,370,390,388
2,13118,荒川区,Arakawa-ku,391,395,425,466,435,408,492,486
2,13119,板橋区,Itabashi-ku,337,338,375,411,385,360,357,353
2,13120,練馬区,Nerima-ku,331,333,355,392,355,338,337,335
2,13121,足立区,Adachi-ku,224,230,263,282,275,264,262,263
2,13122,葛飾区,Katsushika-ku,262,263,284,303,289,278,276,274
2,13123,江戸川区,Edogawa-ku,292,295,325,347,330,308,305,301
1,,市・郡部,All shi and gun,197,196,206,225,212,199,197,196
2,13201,八王子市,Hachioji-shi,115,114,118,125,121,113,113,111
2,13202,立川市,Tachikawa-shi,210,210,226,252,243,226,225,224
2,13203,武蔵野市,Musashino-shi,412,425,465,536,482,452,456,455
2,13204,三鷹市,Mitaka-shi,328,331,356,402,365,352,349,349
2,13205,青梅市,Ome-shi,111,109,112,120,115,108,103,102
2,13206,府中市,Fuchu-shi,252,252,275,304,291,276,273,272
2,13207,昭島市,Akishima-shi,168,164,174,193,184,172,168,168
2,13208,調布市,Chofu-shi,290,294,317,352,326,309,306,304
2,13209,町田市,Machida-shi,148,147,154,166,161,156,154,153
2,13210,小金井市,Koganei-shi,299,301,317,348,328,304,300,298
2,13211,小平市,Kodaira-shi,218,219,232,249,236,223,220,216
2,13212,日野市,Hino-shi,173,170,180,197,189,175,173,171
2,13213,東村山市,Higashimurayama-shi,182,181,189,202,191,183,179,177
2,13214,国分寺市,Kokubunji-shi,281,279,290,318,302,275,267,265
2,13215,国立市,Kunitachi-shi,302,302,314,342,322,294,305,303
2,13218,福生市,Fussa-shi　,161,160,166,179,169,160,156,154
2,13219,狛江市,Komae-shi,290,290,308,339,314,298,295,292
2,13220,東大和市,Higashiyamato-shi,165,165,173,184,175,166,162,159
2,13221,清瀬市,Kiyose-shi,186,183,193,205,195,185,179,177
2,13222,東久留米市,Higashikurume-shi,203,202,211,229,217,207,205,203
2,13223,武蔵村山市,Musashimurayama-shi,124,122,128,136,130,123,118,116
2,13224,多摩市,Tama-shi,185,184,188,198,193,184,182,181
2,13225,稲城市,Inagi-shi,202,198,199,208,202,195,193,193
2,13227,羽村市,Hamura-shi,147,145,152,164,155,144,138,137
2,13228,あきる野市,Akiruno-shi,110,108,111,123,119,109,107,105
2,13229,西東京市,Nishitokyo-shi,251,251,267,289,274,262,260,258
2,13303,瑞穂町,Mizuho-machi,110,108,109,113,108,101,99,97
2,13305,日の出町,Hinode-machi,84,82,83,86,83,77,76,86
2,13307,檜原村,Hinohara-mura,-,30,30,29,28,27,25,23
2,13308,奥多摩町,Okutama-machi,-,40,39,39,37,35,33,31
1,13350,島部,All islands,16,15,15,15,15,15,15,14
2,13361,大島町,Oshima-machi,14,14,14,14,14,14,14,14
2,13363,新島村,Niijima-mura,7,7,7,7,7,7,7,7
2,13364,神津島村,Kozushima-mura,7,7,7,7,7,7,7,7
2,13381,三宅村,Miyake-mura,-,10,10,10,10,10,10,10
2,13401,八丈町,Hachijo-machi,12,12,12,12,12,12,11,10
2,13421,小笠原村,Ogasawara-mura,39,39,39,39,39,39,39,39
,,,,,,,,,,,
東京都統計年鑑（平成23年） TOKYO STATISTICAL YEARBOOK ( 2011 )　13 物価・地価 13 PRICES,,,,,,,,,,,
13-4  地価公示の平均価格の推移（住宅地）（平成17～24年） 13-4 CHANGES IN AVERAGE POSTED LAND PRICES ( RESIDENTIAL LAND ) ( 2005-2012 ),,,,,,,,,,,
各年１月1日現在,,,,,,,,,,,
Figures are as of Jan. 1 of the year stated.,,,,,,,,,,,
資料：都財務局財産運用部管理課「平成24年地価公示価格」 Source: Bureau of Finance，T.M.G.,,,,,,,,,,,
地域階層(0:東京都　1:区部・市・郡部・島部　2:区市町村),,,,,,,,,,,
（単位 ：千円／m2） (Thousands of yen／m2),,,,,,,,,,,
