年次,Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total ,宅地 Land for buildings／計  Total ,宅地 Land for buildings／商業地区 Commercial district ,宅地 Land for buildings／工業地区 Industrial district ,宅地 Land for buildings／住宅地区 Residential district ,宅地 Land for buildings／その他  Others  ,田 Paddy fields  ,畑 Ordinary fields  ,山林 Forests  ,原野 Waste land  ,池沼 Ponds and swamps  ,雑種地 Miscellaneous land  ,免税点未満 Land under the legal tax exemption limit  
平成20,2008,0,13000,,東京都,Tokyo-to,104607.31,56574.02,2765.81,3537.81,48970.97,1299.43,369.9,8875.57,25672.74,1896.68,12.91,4822.36,6383.13
平成21,2009,0,13000,,東京都,Tokyo-to,104397.88,56686.78,2806.35,3506.09,49067.52,1306.82,352.02,8778.71,25540.48,1840.3,12.24,4819.54,6367.81
平成22,2010,0,13000,,東京都,Tokyo-to,104286.84,56805.9,2807.14,3541.76,49147.58,1309.42,345.98,8682.11,25450.02,1827.63,12.24,4777.35,6385.61
平成23,2011,0,13000,,東京都,Tokyo-to,103945.14,56894.62,2811.85,3573.41,49195.06,1314.3,325.75,8592.51,25353.88,1834.27,12.19,4758.61,6173.25
平成24,2012,0,13000,,東京都,Tokyo-to,103826.38,56991.26,2779.65,3450.35,49445.92,1315.33,317.77,8485.92,25274.01,1824.45,12.39,4749.91,6170.68
平成24,2012,1,13100,,区部,All ku          　,33306.5,31493.82,1988.29,1668.1,27837.43,-,1.1,594.56,19.26,-,5.7,1178.27,13.79
平成24,2012,3,13101,1,千代田区,Chiyoda-ku,405.61,364.59,313.71,-,50.88,-,-,-,-,-,-,41,0.02
平成24,2012,3,13102,2,中央区,Chuo-ku,394.91,394.15,241.59,19.47,133.09,-,-,-,-,-,-,0.74,0.02
平成24,2012,3,13103,3,港区,Minato-ku,988.7,918.08,285.36,21.3,611.42,-,-,-,-,-,0.06,70.49,0.07
平成24,2012,3,13104,4,新宿区,Shinjuku-ku,1030.7,999.99,112.34,28.25,859.4,-,-,-,-,-,-,30.48,0.23
平成24,2012,3,13105,5,文京区,Bunkyo-ku,601.62,594.32,85.39,19.58,489.35,-,-,-,-,-,-,7.02,0.28
平成24,2012,3,13106,6,台東区,Taito-ku,480.62,453.64,249.74,-,203.9,-,-,-,-,-,-,26.82,0.16
平成24,2012,3,13107,7,墨田区,Sumida-ku,711.43,683.63,43.11,120.04,520.48,-,-,-,-,-,-,27.49,0.31
平成24,2012,3,13108,8,江東区,Koto-ku,1527.47,1460.24,61.86,408.72,989.66,-,-,-,-,-,4.28,62.54,0.41
平成24,2012,3,13109,9,品川区,Shinagawa-ku,1368.57,1156.22,78.29,144.4,933.53,-,-,-,-,-,-,211.96,0.39
平成24,2012,3,13110,10,目黒区,Meguro-ku,923.81,906.73,34.08,-,872.65,-,-,3.03,0.57,-,-,13.28,0.2
平成24,2012,3,13111,11,大田区,Ota-ku,2576.31,2497.76,32.47,234.4,2230.89,-,-,4.04,1.67,-,0.13,71.68,1.03
平成24,2012,3,13112,12,世田谷区,Setagaya-ku,3694.47,3468.66,18.7,-,3449.96,-,-,119.67,6.42,-,0.03,98.37,1.32
平成24,2012,3,13113,13,渋谷区,Shibuya-ku,848.59,811.83,126.1,-,685.73,-,-,-,-,-,-,36.6,0.16
平成24,2012,3,13114,14,中野区,Nakano-ku,1036.92,1006.09,14.75,-,991.34,-,-,4.28,0.29,-,-,25.67,0.59
平成24,2012,3,13115,15,杉並区,Suginami-ku,2249.29,2156.97,18.44,-,2138.53,-,-,43.26,2.29,-,0.16,45.8,0.81
平成24,2012,3,13116,16,豊島区,Toshima-ku,822.98,784.49,93.62,-,690.87,-,-,-,-,-,-,38.06,0.43
平成24,2012,3,13117,17,北区,Kita-ku,1044.95,953.11,21.19,66.88,865.04,-,-,0.3,0.79,-,-,90.13,0.62
平成24,2012,3,13118,18,荒川区,Arakawa-ku,592.04,542.13,14.94,72.06,455.13,-,-,-,-,-,-,49.57,0.34
平成24,2012,3,13119,19,板橋区,Itabashi-ku,1847.17,1797.98,15.75,141.66,1640.57,-,-,20.66,2.75,-,-,24.97,0.81
平成24,2012,3,13120,20,練馬区,Nerima-ku,3124.96,2822.12,4.52,-,2817.6,-,-,238.65,4.46,-,-,57.6,2.13
平成24,2012,3,13121,21,足立区,Adachi-ku,2868.54,2730.78,34.42,218.48,2477.88,-,0.88,64.84,0.02,-,-,70.29,1.73
平成24,2012,3,13122,22,葛飾区,Katsushika-ku,1748.84,1655.99,47.04,54.43,1554.52,-,-,41.26,-,-,0.04,50.69,0.86
平成24,2012,3,13123,23,江戸川区,Edogawa-ku,2418,2334.32,40.88,118.43,2175.01,-,0.22,54.57,-,-,1,27.02,0.87
平成24,2012,1,13200,,市部,All shi,42971.5,23872.91,767.54,1586.94,20811.18,707.23,307.7,4688.17,8826.54,1182.27,4.62,3079.46,1009.81
平成24,2012,3,13201,1,八王子市,Hachioji-shi,9103.28,3697.81,60.11,146.64,3057.97,433.08,65.16,735.67,2986.18,443.28,3.2,837.05,334.92
平成24,2012,3,13202,2,立川市,Tachikawa-shi,1389.83,1044.29,44.41,122.75,875.97,1.17,0.05,273.54,2.59,-,-,64.43,4.93
平成24,2012,3,13203,3,武蔵野市,Musashino-shi,679.32,631.3,61.96,19.83,549.52,-,-,31.96,0.03,-,-,15.2,0.83
平成24,2012,3,13204,4,三鷹市,Mitaka-shi,1044.37,856.94,33.79,31.85,790.71,0.58,0.16,163.32,8.47,-,0.01,13,2.48
平成24,2012,3,13205,5,青梅市,Ome-shi,6018.19,1233.25,9.76,127.59,989.15,106.74,22.32,422.27,3235.83,509.71,0.54,355.26,239.02
平成24,2012,3,13206,6,府中市,Fuchu-shi,1514.9,1286.37,29.78,207.45,1049.14,-,48.73,90.36,-,-,-,85.63,3.82
平成24,2012,3,13207,7,昭島市,Akishima-shi,912.06,744.23,28.47,120.66,595.08,0.01,8.64,62.38,12.69,0.02,0.07,80.97,3.05
