年度,Fiscal year,会社名,Company name,系統,Line,駅,Station,マーク Mark,乗車人員 Boarding passengers／総数 Total,乗車人員 Boarding passengers／定期 Commuter Pass,乗車人員 Boarding passengers／普通 Tickets,降車人員 Deboarding passengers／総数 Total,降車人員 Deboarding passengers／定期 Commuter Pass,降車人員 Deboarding passengers／普通 Tickets
平成19,2007,総数,Total,,,,,,3100749,1723857,1376892,3101502,1723857,1377645
平成20,2008,総数,Total,,,,,,3157351,1753251,1404100,3157489,1753251,1404238
平成21,2009,総数,Total,,,,,,3141933,1759773,1382160,3141636,1759773,1381863
平成22,2010,総数,Total,,,,,,3132394,1769490,1362904,3132019,1769490,1362529
平成23,2011,総数,Total,,,,,,3092882,1762658,1330224,3092580,1762658,1329922
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,,,,,,2155670,1219152,936518,2155262,1219152,936110
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,,,※,259787,114842,144945,261817,114842,146975
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,渋谷,Shibuya,◎,39775,17976,21799,39690,17976,21714
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,表参道,Omote-Sando,◎,9528,2747,6781,10408,2747,7661
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,外苑前,Gaiemmae,,13111,5816,7295,14018,5816,8202
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,青山一丁目,Aoyama-Itchome,◎,8605,3644,4961,8927,3644,5283
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,赤坂見附,Akasaka-Mitsuke,◎,9114,3779,5335,8864,3779,5085
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,溜池山王,Tameike-Sanno,◎,11437,5969,5468,11008,5969,5039
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,虎ノ門,Toranomon,,18560,10361,8199,18275,10361,7914
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,新橋,Shimbashi,,39898,19841,20057,38982,19841,19141
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,銀座,Ginza,◎,17196,6179,11017,17966,6179,11787
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,京橋,Kyobashi,,7540,3640,3900,7841,3640,4201
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,日本橋,Nihombashi,◎,11285,4226,7059,10279,4226,6053
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,三越前,Mitsukoshimae,◎,12169,5037,7132,11605,5037,6568
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,神田,Kanda,,9143,3687,5456,8940,3687,5253
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,末広町,Suehirocho,,3707,1353,2354,3768,1353,2415
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,上野広小路,Ueno-Hirokoji,◎,3791,949,2842,4125,949,3176
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,上野,Ueno,◎,21455,10486,10969,22616,10486,12130
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,稲荷町,Inaricho,,2544,1193,1351,2544,1193,1351
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,田原町,Tawaramachi,,4672,1765,2907,4924,1765,3159
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,銀座線,Ginza Line,浅草,Asakusa,,16257,6194,10063,17037,6194,10843
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,,,※,307268,162635,144633,309132,162635,146497
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,池袋,Ikebukuro,◎,42182,25810,16372,42729,25810,16919
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新大塚,Shin-Otsuka,,3936,1701,2235,3888,1701,2187
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,茗荷谷,Myogadani,,12162,7425,4737,12142,7425,4717
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,後楽園,Korakuen,◎,10395,4355,6040,10204,4355,5849
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,本郷三丁目,Hongo-Sanchome,,8751,4832,3919,8750,4832,3918
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,御茶ノ水,Ochanomizu,,9410,5022,4388,9487,5022,4465
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,淡路町,Awajicho,◎,9631,5203,4428,9395,5203,4192
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,大手町,Otemachi,◎,6881,3204,3677,6421,3204,3217
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,東京,Tokyo,,27880,14165,13715,29486,14165,15321
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,銀座,Ginza,◎,13639,5865,7774,13611,5865,7746
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,霞ケ関,Kasumigaseki,◎,10132,6600,3532,9825,6600,3225
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,国会議事堂前,Kokkai-Gijidomae,◎,3162,1331,1831,3040,1331,1709
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,赤坂見附,Akasaka-Mitsuke,◎,9497,4131,5366,8903,4131,4772
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,四ツ谷,Yotsuya,◎,11683,6244,5439,10929,6244,4685
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,四谷三丁目,Yotsuya-Sanchome,,7377,3154,4223,7417,3154,4263
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新宿御苑前,Shinjuku-Gyoemmae,,7427,3638,3789,8136,3638,4498
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新宿三丁目,Shinjuku-Sanchome,◎,8032,2524,5508,8772,2524,6248
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新宿,Shinjuku,,38177,19989,18188,39423,19989,19434
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,西新宿,Nishi-Shinjuku ,,8935,4314,4621,9569,4314,5255
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,中野坂上,Nakano-Sakaue,◎,11484,6471,5013,11197,6471,4726
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新中野,Shin-Nakano,,5707,3088,2619,5684,3088,2596
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,東高円寺,Higashi-Koenji,,5725,3173,2552,5560,3173,2387
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,新高円寺,Shin-Koenji,,5990,3327,2663,5844,3327,2517
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,南阿佐ケ谷,Minami-Asagaya,,4000,1969,2031,3909,1969,1940
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,荻窪,Ogikubo,,12799,7758,5041,12745,7758,4987
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,中野新橋,Nakano-Shimbashi,,3245,1838,1407,3245,1838,1407
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,中野富士見町,Nakano-Fujimicho,,3283,2018,1265,3186,2018,1168
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,丸ノ内線,Marunouchi Line,方南町,Honancho,,5746,3486,2260,5635,3486,2149
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,,,※,309718,173424,136294,310547,173424,137123
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,北千住,Kita-Senju,◎,52601,38329,14272,52620,38329,14291
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,南千住,Minami-Senju,,4530,2443,2087,4598,2443,2155
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,三ノ輪,Minowa,,6365,3498,2867,6463,3498,2965
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,入谷,Iriya,,4883,2403,2480,4835,2403,2432
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,上野,Ueno,◎,14643,7686,6957,15074,7686,7388
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,仲御徒町,Naka-Okachimachi,◎,7646,3955,3691,7842,3955,3887
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,秋葉原,Akihabara,,21659,12216,9443,21963,12216,9747
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,小伝馬町,Kodemmacho,,6880,4001,2879,6786,4001,2785
平成23,2011,東京地下鉄株式会社,Tokyo Metro Co.， Ltd.,日比谷線,Hibiya Line,人形町,Ningyocho,,14177,8098,6079,14061,8098,5963
