地域階層,地域コード,地域,District,平成17年 2005,平成18年 2006,平成19年 2007,平成20年 2008,平成21年 2009,平成22年 2010,平成23年 2011,平成24年 2012
0,13000,総数,Tokyo-to,1383,1482,1798,2197,2036,1765,1718,1676
1,13100,区部,All ku,1604,1728,2111,2595,2409,2075,2024,1973
2,13101,千代田区,Chiyoda-ku ,3943,4271,5085,6175,6034,5224,4867,4726
2,13102,中央区,Chuo-ku,3688,4094,5239,6526,6519,5251,5492,5351
2,13103,港区,Minato-ku ,2523,2902,3762,4689,4163,3535,3326,3195
2,13104,新宿区,Shinjuku-ku,2460,2596,3106,3998,3845,3306,3280,3220
2,13105,文京区,Bunkyo-ku ,838,848,1016,1268,1201,1072,1032,1009
2,13106,台東区,Taito-ku ,946,956,1138,1400,1283,1167,1055,1022
2,13107,墨田区,Sumida-ku,477,482,558,666,621,577,570,564
2,13108,江東区,Koto-ku,479,482,588,675,643,600,596,588
2,13109,品川区,Shinagawa-ku,926,985,1193,1440,1263,1184,1125,1104
2,13110,目黒区,Meguro-ku,1023,1097,1344,1622,1592,1456,1320,1286
2,13111,大田区,Ota-ku,583,590,666,761,718,678,663,654
2,13112,世田谷区,Setagaya-ku,642,660,759,884,824,764,739,726
2,13113,渋谷区,Shibuya-ku,2809,3164,4169,5129,4908,4182,3976,3814
2,13114,中野区,Nakano-ku ,800,809,892,1071,970,877,862,843
2,13115,杉並区,Suginami-ku,625,643,711,798,710,664,667,662
2,13116,豊島区,Toshima-ku,1138,1145,1394,1746,1506,1406,1415,1412
2,13117,北区,Kita-ku,575,584,669,769,725,682,671,666
2,13118,荒川区,Arakawa-ku,535,544,619,720,677,634,619,613
2,13119,板橋区,Itabashi-ku,526,526,579,656,600,559,553,544
2,13120,練馬区,Nerima-ku,545,552,607,708,638,603,598,593
2,13121,足立区,Adachi-ku,354,365,425,462,453,435,439,441
2,13122,葛飾区,Katsushika-ku,378,379,421,476,456,444,451,447
2,13123,江戸川区,Edogawa-ku,494,510,579,655,620,571,559,549
1,,市・郡部,All shi and gun,468,474,517,581,556,527,525,523
2,13201,八王子市,Hachioji-shi,383,384,418,488,476,438,427,416
2,13202,立川市,Tachikawa-shi,589,620,841,993,958,979,957,950
2,13203,武蔵野市,Musashino-shi,1038,1079,1151,1272,1313,1301,1285,1278
2,13204,三鷹市,Mitaka-shi,630,643,688,757,727,707,695,689
2,13205,青梅市,Ome-shi,213,211,215,240,226,208,202,198
2,13206,府中市,Fuchu-shi,404,404,428,536,506,476,465,462
2,13207,昭島市,Akishima-shi,251,246,260,284,271,252,254,250
2,13208,調布市,Chofu-shi,488,495,534,596,559,529,520,585
2,13209,町田市,Machida-shi,607,608,667,744,721,688,700,692
2,13210,小金井市,Koganei-shi,541,540,576,642,624,594,582,580
2,13211,小平市,Kodaira-shi,335,332,352,375,354,332,322,315
2,13212,日野市,Hino-shi,343,340,393,429,408,376,366,364
2,13213,東村山市,Higashimurayama-shi,314,312,329,363,345,326,320,317
2,13214,国分寺市,Kokubunji-shi,511,509,533,583,567,544,530,528
2,13215,国立市,Kunitachi-shi,502,510,549,594,611,576,566,563
2,13218,福生市,Fussa-shi　,311,304,307,333,320,293,283,277
2,13219,狛江市,Komae-shi,447,448,476,522,492,463,456,452
2,13220,東大和市,Higashiyamato-shi,201,198,216,228,215,202,196,191
2,13221,清瀬市,Kiyose-shi,340,339,358,385,364,342,332,329
2,13222,東久留米市,Higashikurume-shi,296,294,308,337,318,304,296,294
2,13223,武蔵村山市,Musashimurayama-shi,159,157,164,173,163,154,150,147
2,13224,多摩市,Tama-shi,372,368,386,413,396,396,388,387
2,13225,稲城市,Inagi-shi,231,225,231,247,235,227,223,222
2,13227,羽村市,Hamura-shi,234,232,238,264,251,233,177,174
2,13228,あきる野市,Akiruno-shi,155,152,156,172,166,152,175,171
2,13229,西東京市,Nishitokyo-shi,348,347,369,414,391,372,364,362
2,13303,瑞穂町,Mizuho-machi,132,130,132,137,132,123,121,117
2,13305,日の出町,Hinode-machi,-,-,-,-,-,-,-,-
2,13307,檜原村,Hinohara-mura,-,-,-,-,-,-,-,-
2,13308,奥多摩町,Okutama-machi,-,-,-,-,-,-,-,-
1,13350,島部,All islands,43,38,37,36,36,35,34,32
2,13361,大島町,Oshima-machi,90,87,84,80,75,70,65,61
2,13363,新島村,Niijima-mura,10,10,10,10,10,10,10,10
2,13364,神津島村,Kozushima-mura,10,10,10,10,10,10,10,10
2,13381,三宅村,Miyake-mura,-,12,12,12,12,12,12,12
2,13401,八丈町,Hachijo-machi,38,38,38,38,43,40,37,34
2,13421,小笠原村,Ogasawara-mura,69,69,69,69,69,69,69,69
,,,,,,,,,,,
東京都統計年鑑（平成23年） TOKYO STATISTICAL YEARBOOK ( 2011 )　13 物価・地価 13 PRICES,,,,,,,,,,,
13-5  地価公示の平均価格の推移（商業地）（平成17～24年） 13-5 CHANGES IN AVERAGE POSTED LAND PRICES ( COMMERCIAL LAND ) ( 2005-2012 ),,,,,,,,,,,
各年１月1日現在,,,,,,,,,,,
Figures are as of Jan. 1 of the year stated.,,,,,,,,,,,
資料：都財務局財産運用部管理課「平成24年地価公示価格」 Source: Bureau of Finance，T.M.G.,,,,,,,,,,,
地域階層(0:東京都　1:区部・市・郡部・島部　2:区市町村),,,,,,,,,,,
（単位 ：千円／m2） (Thousands of yen／m2),,,,,,,,,,,
