品目階層,品目,Item,平成21年 2009／数量 Quantity,平成21年 2009／金額 Value,平成22年 2010／数量 Quantity,平成22年 2010／金額 Value,平成23年 2011／数量 Quantity,平成23年 2011／金額 Value
0,総数,Total,587638,471077834,569155,464035688,527542,452038987
1,鮮魚,Fresh fish,179720,142903176,171838,139783658,167491,136884647
2,まぐろ類,Tuna,14579,22751607,12532,21287997,12831,21372552
2,かじき類,Swordfish,1919,2382116,1731,2250054,1377,1840808
2,かつお類,Skipjack,10030,6137923,13906,6841170,10658,5781245
2,ぶり類,Yellowtail,25454,17194087,28573,17423268,31434,19086138
2,あじ類,Horse mackerel,20239,9952064,18145,9307652,19148,9049648
2,さわら類,King mackerel,2108,1796188,2132,1859987,1970,1824429
2,いわし類,Sardine,6012,2221403,7717,2693740,5816,1989344
2,いか類,Squid,15649,7859461,13450,7192131,13783,7106012
2,かれい類,Flounder,3853,3017940,3708,2809921,3752,2700164
2,たい類,Sea bream,13305,11507631,12162,11750224,11144,11613050
2,めぬけ類,Rock fish,1024,1760254,1123,1777525,948,1593127
2,さめ類,Shark,639,275574,536,230062,320,157710
2,さけ・ます類,Salmon and trout,6961,5630492,6553,5846116,6491,6098824
2,たら類,Cod,5370,3874901,5254,3685327,5429,3816036
2,えび類,Shrimp and lobster,1961,4985055,1918,4730630,1892,4503691
2,かに類,Crab,2590,3850133,1965,3365075,1486,2943889
2,あなご類,Conger eel,372,423272,351,396864,306,376620
2,ふぐ類,Puffer,696,2052717,756,2123177,629,1967448
2,その他鮮魚類,Other fresh fish,46959,35230358,39326,34212738,38078,33063912
1,活魚類,Live fish ,15371,17981642,14075,18202738,13700,17569328
1,貝類,Shellfish,38127,34628407,37504,35566182,30419,31951224
2,生鮮貝類,Fresh shellfish,32314,28764851,30598,27840194,24963,24543225
2,冷凍貝類,Frozen shellfish,5814,5863556,6906,7725988,5456,7407999
1,冷凍魚,Frozen fish,137771,127187644,138474,126337392,122761,123643898
2,冷まぐろ類,Frozen tuna,38170,51514513,36164,48472860,32894,48325568
2,冷かじき類,Frozen swordfish,2378,2103844,2237,2034910,2149,2029577
2,冷いか類,Frozen squid,9533,4727828,8976,4647974,7634,4501807
2,冷かれい類,Frozen flounder,7383,4653724,7635,4759898,7555,5249303
2,冷たい類,Frozen sea bream,93,82819,128,116495,159,149630
2,冷さめ類,Frozen shark,24,6977,5,2430,5,1938
2,冷さけ・ます類,Frozen salmon and trout,32177,18619143,37481,22439602,32305,21425831
2,冷えび類,Frozen shrimp and lobster,12694,15504399,12270,14692558,10930,13462187
2,冷かに類,Frozen crab,3009,4980737,2899,5477421,2852,5809821
2,その他冷凍魚類,Other frozen fish,32311,24993661,30679,23693243,26278,22688237
1,淡水魚,Freshwater fish,1728,2320026,1640,2219324,1709,2391621
2,生鮮淡水魚類,Fresh freshwater fish,1621,2236075,1548,2144947,1575,2286262
2,冷凍淡水魚類,Frozen freshwater fish,107,83951,93,74377,134,105359
1,海そう類,Seaweed,7292,3121319,7275,3070632,7084,3262861
1,加工品,Processed foods,207628,142935619,198350,138855762,184377,136335408
2,塩蔵品類,Salted,24704,33239920,24124,30936393,22813,30602411
2,塩干品類,Salted and dried,34748,16878562,31025,15428694,28242,14901061
2,煮干製品類,Boiled and dried,12684,13687175,13670,13998614,11649,11255352
2,練製品類,"""Surimi""",28432,15643745,27468,15083459,26964,14988577
2,その他,Others,107060,63486217,102063,63408602,94710,64588006
,,,,,,,,
東京都統計年鑑（平成23年）TOKYO STATISTICAL YEARBOOK ( 2011 ) 10　卸売市場取引 10  WHOLESALE MARKET TRANSACTIONS,,,,,,,,
10-2  品目別水産物の入荷数量 （平成21～23年） 10-2 RECEIVED FISHERY PRODUCTS BY ITEM（ 2009-2011 ）,,,,,,,,
資料：都中央卸売市場事業部業務課 「東京都中央卸売市場年報」 Source: Tokyo Metropolitan Central Wholesale Market,,,,,,,,
品目階層(0:総数　1:鮮魚・活魚類・貝類・冷凍魚・淡水魚・海そう類・加工品　2:水産物種類別　3:品目),,,,,,,,
（単位　数量　トン， 金額　千円） (Quantity in tons， Value in thousands of yen)  ,,,,,,,,
