地域階層,地域コード,地域,District,総数 Total／所有者数 Number of owners,総数 Total／面積 Area,個人 Individual／所有者数 Number of owners,個人 Individual／面積 Area,法人 Companies／所有者数 Number of owners,法人 Companies／面積 Area
0,13100,区部,All ku,1216753,304273,1133709,215024,83044,89250
1,13101,千代田区,Chiyoda-ku,9113,3661,5734,702,3379,2959
1,13102,中央区,Chuo-ku,13492,3335,9064,807,4428,2528
1,13103,港区,Minato-ku,19047,8295,14161,2134,4886,6161
1,13104,新宿区,Shinjuku-ku,38035,8789,33333,5127,4702,3663
1,13105,文京区,Bunkyo-ku,28145,5161,25570,3438,2575,1724
1,13106,台東区,Taito-ku,27194,4434,23029,2583,4165,1850
1,13107,墨田区,Sumida-ku,31769,6409,28769,4113,3000,2296
1,13108,江東区,Koto-ku,32958,13234,29178,4105,3780,9129
1,13109,品川区,Shinagawa-ku,43755,12254,40456,6065,3299,6189
1,13110,目黒区,Meguro-ku,37438,8353,34965,6349,2473,2003
1,13111,大田区,Ota-ku,90219,23652,84370,16257,5849,7395
1,13112,世田谷区,Setagaya-ku,128221,33600,122718,27106,5503,6494
1,13113,渋谷区,Shibuya-ku,28105,7237,24179,4135,3926,3103
1,13114,中野区,Nakano-ku,48893,9568,46266,7752,2627,1817
1,13115,杉並区,Suginami-ku,91620,21062,87914,18001,3706,3061
1,13116,豊島区,Toshima-ku,37471,7549,34515,5482,2956,2066
1,13117,北区,Kita-ku,40687,9783,38493,6162,2194,3621
1,13118,荒川区,Arakawa-ku,24715,5343,22996,3607,1719,1736
1,13119,板橋区,Itabashi-ku,64039,16574,60659,12099,3380,4475
1,13120,練馬区,Nerima-ku,118807,29517,115320,26285,3487,3232
1,13121,足立区,Adachi-ku,98241,27209,94078,21363,4163,5845
1,13122,葛飾区,Katsushika-ku,69865,16486,66939,13273,2926,3213
1,13123,江戸川区,Edogawa-ku,94924,22769,91003,18078,3921,4691
0,13200,市部,All shi,837220,430338,811595,329022,25625,101317
1,13201,八王子市,Hachioji-shi,117221,91398,113499,64345,3722,27054
1,13202,立川市,Tachikawa-shi,28835,13886,27730,10503,1105,3382
1,13203,武蔵野市,Musashino-shi,21746,6798,20692,5173,1054,1625
1,13204,三鷹市,Mitaka-shi,29993,10491,29113,8867,880,1623
1,13205,青梅市,Ome-shi,34649,60164,33464,41675,1185,18488
1,13206,府中市,Fuchu-shi,40643,15149,39472,11190,1171,3959
1,13207,昭島市,Akishima-shi,25854,9127,24447,5885,1407,3242
1,13208,調布市,Chofu-shi,35681,12081,34498,9924,1183,2157
1,13209,町田市,Machida-shi,90231,42247,88163,34886,2068,7361
1,13210,小金井市,Koganei-shi,22290,6665,21655,5833,635,832
1,13211,小平市,Kodaira-shi,36212,13195,35433,10505,779,2690
1,13212,日野市,Hino-shi,37734,14539,36818,11265,916,3275
1,13213,東村山市,Higashimurayama-shi,30418,9969,29775,8702,643,1267
1,13214,国分寺市,Kokubunji-shi,25728,8072,24915,6859,813,1212
1,13215,国立市,Kunitachi-shi,12897,4810,12366,4004,531,806
1,13218,福生市,Fussa-shi,10373,3883,10028,3298,345,585
1,13219,狛江市,Komae-shi,13942,3907,13621,3499,321,408
1,13220,東大和市,Higashiyamato-shi,17318,6070,16908,5279,410,791
1,13221,清瀬市,Kiyose-shi,12831,5948,12575,5196,256,752
1,13222,東久留米市,Higashikurume-shi,30806,8534,30162,7263,644,1271
1,13223,武蔵村山市,Musashimurayama-shi,18133,8941,17601,7354,532,1587
1,13224,多摩市,Tama-shi,37405,10183,36676,6743,729,3440
1,13225,稲城市,Inagi-shi,11802,9375,11478,6039,324,3336
1,13227,羽村市,Hamura-shi,12402,6112,12058,4229,344,1883
1,13228,あきる野市,Akiruno-shi,26260,38243,25553,31359,707,6884
1,13229,西東京市,Nishitokyo-shi,55816,10552,52895,9147,2921,1406
,,,,,,,,,
東京都統計年鑑 （平成23年）TOKYO STATISTICAL YEARBOOK ( 2011 )　1  土地・気象 1   LAND AND CLIMATE,,,,,,,,,
1-4  区市別，所有者別土地所有状況（全地目）（平成23年）1-4  LAND OWNERSHIP BY MUNICIPALITY AND OWNER ( ALL LAND CLASSIFICATION ）( 2011 ),,,,,,,,,
注1) 課税資料（平成23年1月1日)より作成。,,,,,,,,,
2) 面積は評価総地積(免税点未満を含む)。,,,,,,,,,
3) 区部は区分所有に係る土地を除く。,,,,,,,,,
4) 端数処理のため，各項の和と表示した総数は必ずしも一致しない。,,,,,,,,,
Note:1) Material prepared from taxation data (Jan. 1， 2011).,,,,,,,,,
2) Total appraised area (including land under the tax exemption limit).,,,,,,,,,
3) Ku area excludes land coming under condominium unit ownership.,,,,,,,,,
4) Figures may not add up to the totals shown due to rounding of figures.,,,,,,,,,
資料：都都市整備局都市づくり政策部広域調整課 「東京の土地(土地関係資料集)」 Source: Bureau of Urban Development， TMG,,,,,,,,,
地域階層（0:区部・市部　1:区市町村）,,,,,,,,,
（単位　面積　千m2）(Area in 1，000 m2),,,,,,,,,
