地域階層,地域コード,項番 Item number,地域,District,出生 Livebirths／計 Total,出生 Livebirths／男 Male,出生 Livebirths／女 Female,死亡 Deaths／計 Total,死亡 Deaths／男 Male,死亡 Deaths／女 Female,自然増減 Natural change／計 Total,自然増減 Natural change／男 Male,自然増減 Natural change／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／女 Female,死産 Foetal deaths／計 Total,死産 Foetal deaths／自然 Spontaneous,死産 Foetal deaths／人工 Artificial,合計特殊出生率 Total fertility rate,婚姻 Marriages,離婚 Divorces
0,13000,,総数,Tokyo-to,106027,54333,51694,105723,56613,49110,304,-2280,2584,216,112,104,98,50,48,2484,1140,1344,1.06,86888,24927
1,13100,,区部,All ku,72995,37392,35603,72612,38948,33664,383,-1556,1939,158,78,80,72,34,38,1790,810,980,1.08,65198,17680
2,13101,1,千代田区,Chiyoda-ku,376,184,192,376,192,184,-,-8,8,-,-,-,-,-,-,9,5,4,0.94,482,110
2,13102,2,中央区,Chuo-ku,1414,719,695,840,420,420,574,299,275,5,4,1,3,3,-,26,12,14,1.13,1560,284
2,13103,3,港区,Minato-ku,2361,1266,1095,1467,716,751,894,550,344,5,1,4,2,-,2,50,25,25,1.17,2193,563
2,13104,4,新宿区,Shinjuku-ku,2103,1069,1034,2523,1309,1214,-420,-240,-180,7,3,4,-,-,-,75,29,46,0.89,2724,663
2,13105,5,文京区,Bunkyo-ku,1712,863,849,1588,800,788,124,63,61,6,3,3,-,-,-,43,16,27,1.02,1601,298
2,13106,6,台東区,Taito-ku,1313,672,641,1894,1058,836,-581,-386,-195,1,-,1,-,-,-,44,22,22,1.09,1528,397
2,13107,7,墨田区,Sumida-ku,1971,1039,932,2374,1287,1087,-403,-248,-155,4,4,-,2,2,-,46,22,24,1.1,1893,532
2,13108,8,江東区,Koto-ku,4291,2213,2078,3539,1968,1571,752,245,507,6,4,2,4,3,1,111,48,63,1.24,3253,1032
2,13109,9,品川区,Shinagawa-ku,3216,1631,1585,2870,1541,1329,346,90,256,7,2,5,3,1,2,77,27,50,1.05,3173,703
2,13110,10,目黒区,Meguro-ku,2178,1145,1033,1909,922,987,269,223,46,3,-,3,3,-,3,56,26,30,0.88,2354,524
2,13111,11,大田区,Ota-ku,5570,2850,2720,5949,3252,2697,-379,-402,23,16,8,8,6,2,4,141,72,69,1.12,4832,1302
2,13112,12,世田谷区,Setagaya-ku,7240,3703,3537,5887,3037,2850,1353,666,687,20,11,9,12,7,5,150,70,80,0.96,6585,1520
2,13113,13,渋谷区,Shibuya-ku,1674,854,820,1523,746,777,151,108,43,4,1,3,1,-,1,44,24,20,0.86,2075,468
2,13114,14,中野区,Nakano-ku,2203,1112,1091,2610,1346,1264,-407,-234,-173,7,3,4,3,1,2,45,18,27,0.86,2669,593
2,13115,15,杉並区,Suginami-ku,4090,2109,1981,4116,2129,1987,-26,-20,-6,6,4,2,3,1,2,92,41,51,0.87,4185,826
2,13116,16,豊島区,Toshima-ku,1864,913,951,2414,1266,1148,-550,-353,-197,4,1,3,1,-,1,39,16,23,0.91,2200,520
2,13117,17,北区,Kita-ku,2328,1199,1129,3482,1844,1638,-1154,-645,-509,5,2,3,3,1,2,72,27,45,1.05,2117,576
2,13118,18,荒川区,Arakawa-ku,1733,874,859,1949,1046,903,-216,-172,-44,4,4,-,2,2,-,44,22,22,1.25,1336,421
2,13119,19,板橋区,Itabashi-ku,4359,2220,2139,4506,2454,2052,-147,-234,87,8,5,3,4,1,3,108,45,63,1.13,3528,1073
2,13120,20,練馬区,Nerima-ku,5912,3052,2860,5334,2984,2350,578,68,510,8,4,4,6,3,3,136,72,64,1.14,4151,1253
2,13121,21,足立区,Adachi-ku,5466,2775,2691,6201,3503,2698,-735,-728,-7,11,6,5,4,1,3,162,70,92,1.34,3987,1540
2,13122,22,葛飾区,Katsushika-ku,3606,1869,1737,4288,2312,1976,-682,-443,-239,10,4,6,4,2,2,87,41,46,1.31,2553,897
2,13123,23,江戸川区,Edogawa-ku,6015,3061,2954,4973,2816,2157,1042,245,797,11,4,7,6,4,2,133,60,73,1.34,4219,1585
1,13200,,市部,All shi,32447,16630,15817,31782,17012,14770,665,-382,1047,57,34,23,26,16,10,679,326,353,1.22,21293,7055
2,13201,1,八王子市,Hachioji-shi,4076,2108,1968,4528,2421,2107,-452,-313,-139,11,7,4,3,3,-,73,34,39,1.2,2421,985
2,13202,2,立川市,Tachikawa-shi,1486,761,725,1429,771,658,57,-10,67,4,2,2,2,-,2,33,15,18,1.25,1034,325
2,13203,3,武蔵野市,Musashino-shi,1179,599,580,1057,527,530,122,72,50,-,-,-,-,-,-,25,12,13,1.04,1020,194
2,13204,4,三鷹市,Mitaka-shi,1509,785,724,1394,755,639,115,30,85,5,3,2,4,3,1,23,12,11,1.1,1177,295
2,13205,5,青梅市,Ome-shi,904,457,447,1453,703,750,-549,-246,-303,3,2,1,2,1,1,31,12,19,1.18,639,270
2,13206,6,府中市,Fuchu-shi,2291,1161,1130,1752,982,770,539,179,360,3,1,2,2,1,1,40,19,21,1.35,1435,447
2,13207,7,昭島市,Akishima-shi,983,478,505,974,529,445,9,-51,60,1,1,-,-,-,-,17,7,10,1.4,626,241
2,13208,8,調布市,Chofu-shi,1956,988,968,1532,838,694,424,150,274,1,-,1,1,-,1,51,23,28,1.17,1420,365
2,13209,9,町田市,Machida-shi,3140,1624,1516,3168,1726,1442,-28,-102,74,3,1,2,2,1,1,57,27,30,1.2,1857,655
2,13210,10,小金井市,Koganei-shi,994,524,470,825,428,397,169,96,73,2,2,-,1,1,-,19,10,9,1.18,776,174
2,13211,11,小平市,Kodaira-shi,1512,776,736,1363,761,602,149,15,134,-,-,-,-,-,-,24,14,10,1.28,982,276
2,13212,12,日野市,Hino-shi,1452,745,707,1299,704,595,153,41,112,4,3,1,4,3,1,25,12,13,1.29,954,299
2,13213,13,東村山市,Higashimurayama-shi,1247,654,593,1363,775,588,-116,-121,5,-,-,-,-,-,-,34,18,16,1.31,659,314
2,13214,14,国分寺市,Kokubunji-shi,915,488,427,788,419,369,127,69,58,1,1,-,-,-,-,15,8,7,1.11,727,172
2,13215,15,国立市,Kunitachi-shi,522,281,241,529,265,264,-7,16,-23,1,-,1,-,-,-,5,2,3,1.09,410,115
2,13218,16,福生市,Fussa-shi,457,246,211,546,274,272,-89,-28,-61,1,1,-,-,-,-,5,2,3,1.34,414,156
2,13219,17,狛江市,Komae-shi,559,276,283,577,324,253,-18,-48,30,-,-,-,-,-,-,14,8,6,0.99,482,133
2,13220,18,東大和市,Higashiyamato-shi,695,352,343,674,369,305,21,-17,38,5,3,2,1,-,1,20,10,10,1.36,411,151
2,13221,19,清瀬市,Kiyose-shi,530,267,263,703,385,318,-173,-118,-55,1,1,-,-,-,-,14,5,9,1.18,320,129
2,13222,20,東久留米市,Higashikurume-shi,820,401,419,971,503,468,-151,-102,-49,-,-,-,-,-,-,17,8,9,1.21,537,212
2,13223,21,武蔵村山市,Musashimurayama-shi,590,311,279,543,292,251,47,19,28,3,1,2,-,-,-,25,12,13,1.4,348,185
2,13224,22,多摩市,Tama-shi,1046,514,532,1014,565,449,32,-51,83,2,2,-,1,1,-,32,19,13,1.11,614,219
2,13225,23,稲城市,Inagi-shi,767,390,377,554,290,264,213,100,113,-,-,-,-,-,-,21,12,9,1.33,426,145
