"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2009120101,"一の橋",2,74,40,114,1,10,60,208,21,,3,"ENE",113,76,268
2009120102,"一の橋",2,98,39,137,1,12,71,209,17,,2,"ENE",110,77,280
2009120103,"一の橋",2,78,36,114,1,9,64,204,23,,2,"ENE",108,79,268
2009120104,"一の橋",2,96,36,132,0,10,66,206,16,,2,"ENE",107,79,272
2009120105,"一の橋",2,63,32,95,0,7,57,203,11,,4,"E",102,80,260
2009120106,"一の橋",2,89,32,121,0,7,56,203,16,,2,"ENE",102,80,259
2009120107,"一の橋",3,160,38,198,1,10,60,207,16,,3,"NE",106,78,267
2009120108,"一の橋",3,139,37,176,1,10,57,208,24,,4,"E",107,77,265
2009120109,"一の橋",3,140,40,180,1,11,54,208,37,,4,"E",117,68,262
2009120110,"一の橋",2,85,39,124,2,8,39,201,30,,5,"E",131,60,240
2009120111,"一の橋",2,59,39,98,6,6,41,197,28,,7,"E",135,54,238
2009120112,"一の橋",2,62,42,104,7,7,39,194,29,,5,"NE",144,52,233
2009120113,"一の橋",2,41,37,78,11,6,35,194,24,,5,"ENE",147,51,229
2009120114,"一の橋",1,35,40,75,10,6,32,195,29,,3,"SW",159,49,227
2009120115,"一の橋",1,41,40,81,10,7,50,199,34,,4,"E",153,48,249
2009120116,"一の橋",9998,9998,9998,9998,9998,9998,9998,9998,9998,,4,"ENE",156,47,9999
2009120117,"一の橋",9998,9998,9998,9998,6,8,34,221,53,,5,"ENE",148,47,255
2009120118,"一の橋",1,42,38,80,7,8,39,194,18,,5,"ENE",147,49,233
2009120119,"一の橋",1,42,42,84,4,10,39,196,0,,6,"E",142,47,235
2009120120,"一の橋",1,33,42,75,5,8,38,198,1,,2,"ENE",140,54,236
2009120121,"一の橋",2,36,43,79,4,8,33,202,12,,2,"E",136,56,235
2009120122,"一の橋",3,44,46,90,2,9,45,211,4,,3,"ENE",133,58,256
2009120123,"一の橋",2,35,43,78,4,8,41,210,10,,3,"E",129,62,251
2009120124,"一の橋",1,30,42,72,6,7,30,212,0,,2,"E",125,64,242
2009120201,"一の橋",2,62,44,106,2,10,9995,9995,10,,4,"ENE",110,71,9995
2009120202,"一の橋",2,77,36,113,1,9,66,205,21,,3,"E",108,73,271
2009120203,"一の橋",2,83,36,119,1,9,66,206,21,,4,"ENE",107,72,272
2009120204,"一の橋",2,91,36,127,1,9,66,208,22,,3,"ENE",104,73,274
2009120205,"一の橋",2,74,32,106,2,7,58,205,24,,3,"E",100,73,263
2009120206,"一の橋",1,70,28,98,2,6,50,202,11,,4,"E",97,73,252
2009120207,"一の橋",1,84,29,113,2,6,40,200,23,,4,"ENE",98,72,240
2009120208,"一の橋",2,112,33,145,1,8,45,203,9,,3,"E",102,70,248
2009120209,"一の橋",2,136,36,172,2,11,68,207,18,,3,"SSE",114,66,275
2009120210,"一の橋",2,122,40,162,1,10,52,204,35,,5,"ESE",122,62,256
2009120211,"一の橋",2,66,39,105,4,7,43,200,47,,3,"SE",141,56,243
2009120212,"一の橋",2,75,49,124,5,8,52,199,49,,4,"E",154,47,251
2009120213,"一の橋",2,62,52,114,8,9,56,199,50,,6,"E",159,43,255
2009120214,"一の橋",2,50,52,102,9,7,50,196,43,,5,"ENE",163,45,246
2009120215,"一の橋",4,57,57,114,7,8,44,203,38,,6,"WSW",168,47,247
2009120216,"一の橋",5,51,60,111,5,10,45,215,43,,2,"E",164,49,260
2009120217,"一の橋",5,76,65,141,1,11,60,200,33,,1,"N",162,52,260
2009120218,"一の橋",5,116,66,182,2,15,76,205,35,,2,"ENE",160,56,281
2009120219,"一の橋",3,76,61,137,1,12,73,208,42,,4,"NNE",161,56,281
2009120220,"一の橋",2,57,54,111,1,14,83,211,45,,2,"NE",153,61,294
2009120221,"一の橋",2,46,51,97,2,11,58,210,46,,3,"ENE",147,63,268
2009120222,"一の橋",2,45,53,98,1,10,51,208,34,,2,"ESE",149,65,259
2009120223,"一の橋",3,112,59,171,0,16,94,229,47,,2,"E",140,64,323
2009120224,"一の橋",3,106,54,160,2,14,101,218,34,,4,"E",131,64,319
2009120301,"一の橋",3,96,50,146,9995,12,90,211,32,,6,"ENE",126,63,301
2009120302,"一の橋",2,56,45,101,0,8,63,204,32,,3,"ENE",123,60,267
2009120303,"一の橋",2,64,42,106,0,9,63,207,30,,4,"E",119,64,270
2009120304,"一の橋",1,32,33,65,1,5,43,199,25,,5,"ENE",108,70,242
2009120305,"一の橋",1,25,30,55,2,4,30,194,18,,4,"E",103,76,224
2009120306,"一の橋",1,24,31,55,1,4,24,194,17,,3,"ENE",106,77,218
2009120307,"一の橋",1,40,35,75,1,5,28,195,22,,3,"E",98,88,223
2009120308,"一の橋",1,56,37,93,1,6,30,196,31,,3,"E",99,85,226
2009120309,"一の橋",1,72,38,110,1,8,37,198,26,,2,"SE",104,87,235
2009120310,"一の橋",1,91,38,129,2,9,41,199,22,,3,"ENE",100,88,240
2009120311,"一の橋",1,77,37,114,1,9,44,198,31,,3,"ESE",98,89,242
2009120312,"一の橋",1,85,36,121,1,9,43,199,44,,5,"ENE",101,91,242
2009120313,"一の橋",1,70,38,108,1,8,51,198,39,,6,"ENE",102,91,249
2009120314,"一の橋",1,75,41,116,1,10,43,197,38,,5,"ENE",110,93,240
2009120315,"一の橋",1,64,42,106,3,9,44,196,32,,4,"ENE",110,93,240
2009120316,"一の橋",1,76,43,119,1,11,50,198,41,,3,"E",114,93,248
2009120317,"一の橋",1,51,39,90,2,9,45,195,26,,5,"E",114,93,240
2009120318,"一の橋",1,50,36,86,2,9,35,193,28,,6,"ENE",119,93,228
2009120319,"一の橋",1,48,36,84,2,9,36,194,23,,3,"ESE",125,93,230
2009120320,"一の橋",1,35,35,70,3,9,42,195,23,,4,"ENE",123,92,237
2009120321,"一の橋",0,23,32,55,5,7,33,196,21,,3,"ENE",120,92,229
2009120322,"一の橋",0,16,30,46,5,5,26,192,23,,3,"E",122,91,218
2009120323,"一の橋",0,14,28,42,7,5,26,192,9,,5,"E",120,89,218
2009120324,"一の橋",0,9,26,35,10,4,21,189,9,,4,"E",120,85,210
2009120401,"一の橋",0,9995,9995,9995,12,9995,16,188,5,,5,"E",120,82,204
2009120402,"一の橋",0,9995,9995,9995,9,5,17,189,3,,3,"ENE",122,85,206
2009120403,"一の橋",1,23,33,56,3,5,25,192,4,,2,"ENE",121,84,217
2009120404,"一の橋",1,37,35,72,0,6,27,195,13,,2,"ENE",117,86,222
2009120405,"一の橋",1,25,35,60,1,5,25,193,7,,2,"ENE",117,74,218
2009120406,"一の橋",1,50,39,89,0,5,24,191,7,,3,"E",115,73,215
2009120407,"一の橋",1,57,40,97,1,5,26,192,12,,5,"ENE",113,69,218
2009120408,"一の橋",1,46,38,84,6,5,22,190,11,,6,"E",123,60,212
2009120409,"一の橋",1,52,38,90,8,6,23,190,4,,6,"E",126,64,213
2009120410,"一の橋",1,55,37,92,7,7,33,192,13,,5,"E",138,60,225
2009120411,"一の橋",1,39,32,71,12,5,30,190,19,,8,"ESE",140,57,220
2009120412,"一の橋",1,44,33,77,14,6,32,187,17,,6,"E",147,54,219
2009120413,"一の橋",1,26,29,55,18,5,31,189,10,,8,"E",150,50,220
2009120414,"一の橋",1,40,34,74,16,7,34,190,2,,6,"E",154,47,224
2009120415,"一の橋",1,49,36,85,15,7,31,191,20,,7,"ENE",150,48,222
2009120416,"一の橋",1,55,39,94,10,8,35,191,16,,6,"ENE",148,52,226
2009120417,"一の橋",1,52,40,92,8,9,37,192,0,,5,"ENE",136,60,229
2009120418,"一の橋",1,48,33,81,10,8,33,193,7,,7,"ENE",125,62,226
2009120419,"一の橋",1,39,32,71,10,8,28,194,8,,6,"ENE",128,62,222
2009120420,"一の橋",1,40,32,72,10,8,35,194,7,,6,"ENE",121,63,229
2009120421,"一の橋",0,24,27,51,12,7,26,194,4,,6,"E",119,63,220
2009120422,"一の橋",1,20,26,46,15,5,21,193,8,,4,"E",120,61,214
2009120423,"一の橋",1,22,29,51,11,6,23,194,7,,5,"E",122,61,217
2009120424,"一の橋",1,23,29,52,11,6,24,195,11,,5,"ENE",122,59,219
2009120501,"一の橋",9995,25,29,54,12,6,19,194,6,,4,"E",125,58,213
2009120502,"一の橋",9995,16,31,47,7,5,22,196,1,,3,"ENE",120,63,218
2009120503,"一の橋",1,23,33,56,3,5,25,197,11,,3,"ENE",114,66,222
2009120504,"一の橋",1,16,29,45,6,4,20,197,6,,4,"ENE",113,66,217
2009120505,"一の橋",1,19,29,48,6,4,20,194,9,,4,"ENE",112,66,214
2009120506,"一の橋",1,16,27,43,6,4,21,194,10,,4,"ENE",109,69,215
2009120507,"一の橋",1,28,30,58,2,4,20,193,12,,4,"ENE",109,70,213
2009120508,"一の橋",1,53,34,87,1,6,29,195,7,,3,"ENE",110,71,224
2009120509,"一の橋",1,61,33,94,4,6,29,196,9,,8,"E",116,67,225
2009120510,"一の橋",2,68,36,104,4,6,32,197,13,,4,"E",122,64,229
2009120511,"一の橋",2,56,36,92,4,6,33,196,19,,5,"E",125,62,229
2009120512,"一の橋",2,53,36,89,4,6,33,195,27,,4,"E",130,61,228
2009120513,"一の橋",2,43,34,77,6,6,36,196,25,,5,"ENE",136,60,232
2009120514,"一の橋",2,55,38,93,3,7,42,197,30,,6,"E",137,63,239
2009120515,"一の橋",2,54,41,95,2,8,41,197,30,,4,"ENE",131,73,238
2009120516,"一の橋",1,49,37,86,0,7,40,198,28,,4,"ENE",106,86,238
2009120517,"一の橋",1,42,34,76,2,8,32,196,16,,4,"ENE",108,91,228
2009120518,"一の橋",1,45,33,78,2,8,32,196,11,,4,"ENE",107,91,228
2009120519,"一の橋",1,36,31,67,4,8,30,195,5,,5,"E",105,91,225
2009120520,"一の橋",0,18,30,48,5,6,24,194,10,,4,"E",107,92,218
2009120521,"一の橋",0,22,30,52,3,7,29,197,19,,3,"E",107,92,226
2009120522,"一の橋",0,16,26,42,5,6,30,197,30,,4,"E",105,87,227
2009120523,"一の橋",0,13,24,37,8,5,22,195,15,,3,"NE",110,82,217
2009120524,"一の橋",0,9,21,30,10,5,21,193,15,,4,"ENE",111,82,214
2009120601,"一の橋",0,14,27,41,3,6,23,196,15,,1,"SSW",113,85,219
