階層コード,地域コード,地域,人口総数／2023-03-01,人口総数／2023-02-01,人口総数／2022-03-01,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13834844,13837834,13778843,-2990,-0.02,56001,0.41
1,13100,区部,9568258,9568507,9512192,-249,0,56066,0.59
1,13200,市部,4187198,4189940,4186388,-2742,-0.07,810,0.02
1,13300,郡部,55296,55254,55766,42,0.08,-470,-0.84
1,13350,島部,24092,24133,24497,-41,-0.17,-405,-1.65
,,,,,,,,,
住民基本台帳による世帯と人口_令和5年3月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
