階層コード,地域コード,地域,人口総数／2023-11-01,人口総数／2023-10-01,人口総数／2022-11-01,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13917537,13906797,13851342,10740,0.08 ,66195,0.48 
1,13100,区部,9645995,9635719,9576022,10276,0.11 ,69973,0.73 
1,13200,市部,4192681,4192193,4195598,488,0.01 ,-2917,-0.07 
1,13300,郡部,54990,54998,55480,-8,-0.01 ,-490,-0.88 
1,13350,島部,23871,23887,24242,-16,-0.07 ,-371,-1.53 
,,,,,,,,,
住民基本台帳による世帯と人口_令和5年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
