階層コード,地域コード,地域,人口総数／2023-10-01,人口総数／2023-09-01,人口総数／2022-10-01,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13906797,13902035,13847536,4762,0.034253978,59261,0.427953392
1,13100,区部,9635719,9630309,9572120,5410,0.056176806,63599,0.664419167
1,13200,市部,4192193,4192822,4195678,-629,-0.015001829,-3485,-0.083061665
1,13300,郡部,54998,55003,55486,-5,-0.009090413,-488,-0.879501135
1,13350,島部,23887,23901,24252,-14,-0.058574955,-365,-1.505030513
,,,,,,,,,
住民基本台帳による世帯と人口_令和5年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
