階層コード,地域コード,地域,人口総数／2023-12-01,人口総数／2023-11-01,人口総数／2022-12-01,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13916452,13917537,13848931,-1085,-0.01 ,67521,0.49 
1,13100,区部,9646255,9645995,9574523,260,0.00 ,71732,0.75 
1,13200,市部,4191367,4192681,4194784,-1314,-0.03 ,-3417,-0.08 
1,13300,郡部,54975,54990,55410,-15,-0.03 ,-435,-0.79 
1,13350,島部,23855,23871,24214,-16,-0.07 ,-359,-1.48 
,,,,,,,,,
住民基本台帳による世帯と人口_令和5年12月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
