階層コード,地域コード,地域,人口総数／2023-02-01,人口総数／2023-01-01,人口総数／2022-02-01,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13837834,13841665,13787289,-3831,-0.03 ,50545,0.37 
1,13100,区部,9568507,9569211,9517529,-704,-0.01 ,50978,0.54 
1,13200,市部,4189940,4192930,4189453,-2990,-0.07 ,487,0.01 
1,13300,郡部,55254,55354,55773,-100,-0.18 ,-519,-0.93 
1,13350,島部,24133,24170,24534,-37,-0.15 ,-401,-1.63 
,,,,,,,,,
住民基本台帳による世帯と人口_令和5年2月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
