階層コード,地域コード,地域,人口総数／2023-06-01,人口総数／2023-05-01,人口総数／2022-06-01,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13897151,13892140,13836530,5011,0.04 ,60621,0.44 
1,13100,区部,9621794,9616393,9560386,5401,0.06 ,61408,0.64 
1,13200,市部,4196244,4196570,4196171,-326,-0.01 ,73,0.00 
1,13300,郡部,55164,55231,55623,-67,-0.12 ,-459,-0.83 
1,13350,島部,23949,23946,24350,3,0.01 ,-401,-1.65 
,,,,,,,,,
住民基本台帳による世帯と人口_令和5年6月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
