階層コード,地域コード,地域,人口総数／2023-04-01,人口総数／2023-03-01,人口総数／2022-04-01,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13870368,13834844,13802273,35524,0.26 ,68095,0.49 
1,13100,区部,9600223,9568258,9532279,31965,0.33 ,67944,0.71 
1,13200,市部,4191455,4187198,4190431,4257,0.10 ,1024,0.02 
1,13300,郡部,55232,55296,55687,-64,-0.12 ,-455,-0.82 
1,13350,島部,23458,24092,23876,-634,-2.63 ,-418,-1.75 
,,,,,,,,,
住民基本台帳による世帯と人口_令和5年4月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
