地域ＩＤ,オリジナル地域階層コード,オリジナル地域階層コード／区市町村（市区町村コード）,オリジナル地域階層コード／町・大字相当,オリジナル地域階層コード／丁目･小字相当,地域階層フラグ／東京都,地域階層フラグ／区市郡島部,地域階層フラグ／区市町村,地域階層フラグ／町・大字相当,地域階層フラグ／丁目･小字相当,地域階層フラグ値,対応する国の小地域集計町丁字コード,表側表章地域（階層別）／区市町村階層以上の地域名称,表側表章地域（階層別）／町・大字相当階層の地域名称,表側表章地域（階層別）／丁目・小字等階層の地域名称,表側表章地域（階層なし）／地域名称,昼間人口（人）,面積（平方キロメートル） ,昼間人口密度（人／平方キロメートル） ,常住人口（人）,昼夜間人口比率
222026,1322200901,222,009,01,,,,,●,50,009001,東久留米市,学園町,学園町１丁目,学園町１丁目,1796,0.24,7483,1950,92.1
222027,1322200902,222,009,02,,,,,●,50,009002,東久留米市,学園町,学園町２丁目,学園町２丁目,1315,0.14,9393,1518,86.6
222028,1322201000,222,010,00,,,,●,○,41,0100,東久留米市,ひばりが丘団地,,ひばりが丘団地,1371,0.13,10546,2516,54.5
222029,1322201100,222,011,00,,,,●,,40,0110,東久留米市,本町,,本町,7021,0.52,13502,6991,100.4
222030,1322201101,222,011,01,,,,,●,50,011001,東久留米市,本町,本町１丁目,本町１丁目,2737,0.17,16100,2560,106.9
222031,1322201102,222,011,02,,,,,●,50,011002,東久留米市,本町,本町２丁目,本町２丁目,957,0.13,7362,1412,67.8
222032,1322201103,222,011,03,,,,,●,50,011003,東久留米市,本町,本町３丁目,本町３丁目,2825,0.12,23542,2065,136.8
222033,1322201104,222,011,04,,,,,●,50,011004,東久留米市,本町,本町４丁目,本町４丁目,502,0.10,5020,954,52.6
222034,1322201200,222,012,00,,,,●,,40,0120,東久留米市,小山,,小山,3429,0.64,5358,6056,56.6
222035,1322201201,222,012,01,,,,,●,50,012001,東久留米市,小山,小山１丁目,小山１丁目,427,0.09,4744,768,55.6
222036,1322201202,222,012,02,,,,,●,50,012002,東久留米市,小山,小山２丁目,小山２丁目,406,0.13,3123,873,46.5
222037,1322201203,222,012,03,,,,,●,50,012003,東久留米市,小山,小山３丁目,小山３丁目,750,0.16,4688,1665,45.0
222038,1322201204,222,012,04,,,,,●,50,012004,東久留米市,小山,小山４丁目,小山４丁目,449,0.10,4490,1051,42.7
222039,1322201205,222,012,05,,,,,●,50,012005,東久留米市,小山,小山５丁目,小山５丁目,1397,0.16,8731,1699,82.2
222040,1322201300,222,013,00,,,,●,,40,0130,東久留米市,幸町,,幸町,5311,0.65,8171,5147,103.2
222041,1322201301,222,013,01,,,,,●,50,013001,東久留米市,幸町,幸町１丁目,幸町１丁目,913,0.12,7608,1291,70.7
222042,1322201302,222,013,02,,,,,●,50,013002,東久留米市,幸町,幸町２丁目,幸町２丁目,576,0.13,4431,1185,48.6
222043,1322201303,222,013,03,,,,,●,50,013003,東久留米市,幸町,幸町３丁目,幸町３丁目,1643,0.17,9665,1628,100.9
222044,1322201304,222,013,04,,,,,●,50,013004,東久留米市,幸町,幸町４丁目,幸町４丁目,451,0.11,4100,703,64.2
222045,1322201305,222,013,05,,,,,●,50,013005,東久留米市,幸町,幸町５丁目,幸町５丁目,1728,0.12,14400,340,508.2
222046,1322201400,222,014,00,,,,●,,40,0140,東久留米市,中央町,,中央町,6823,1.08,6318,7991,85.4
222047,1322201401,222,014,01,,,,,●,50,014001,東久留米市,中央町,中央町１丁目,中央町１丁目,2337,0.21,11129,2249,103.9
222048,1322201402,222,014,02,,,,,●,50,014002,東久留米市,中央町,中央町２丁目,中央町２丁目,874,0.16,5463,1053,83.0
222049,1322201403,222,014,03,,,,,●,50,014003,東久留米市,中央町,中央町３丁目,中央町３丁目,722,0.24,3008,1264,57.1
222050,1322201404,222,014,04,,,,,●,50,014004,東久留米市,中央町,中央町４丁目,中央町４丁目,636,0.11,5782,1084,58.7
222051,1322201405,222,014,05,,,,,●,50,014005,東久留米市,中央町,中央町５丁目,中央町５丁目,1153,0.23,5013,1438,80.2
222052,1322201406,222,014,06,,,,,●,50,014006,東久留米市,中央町,中央町６丁目,中央町６丁目,1101,0.13,8469,903,121.9
222053,1322201500,222,015,00,,,,●,,40,0150,東久留米市,南沢,,南沢,6662,1.03,6468,7744,86.0
222054,1322201501,222,015,01,,,,,●,50,015001,東久留米市,南沢,南沢１丁目,南沢１丁目,813,0.24,3388,1645,49.4
222055,1322201502,222,015,02,,,,,●,50,015002,東久留米市,南沢,南沢２丁目,南沢２丁目,701,0.15,4673,888,78.9
222056,1322201503,222,015,03,,,,,●,50,015003,東久留米市,南沢,南沢３丁目,南沢３丁目,626,0.25,2504,1310,47.8
222057,1322201504,222,015,04,,,,,●,50,015004,東久留米市,南沢,南沢４丁目,南沢４丁目,1465,0.21,6976,1228,119.3
222058,1322201505,222,015,05,,,,,●,50,015005,東久留米市,南沢,南沢５丁目,南沢５丁目,3057,0.18,16983,2673,114.4
222059,1322201600,222,016,00,,,,●,,40,0160,東久留米市,前沢,,前沢,7743,0.85,9109,9011,85.9
222060,1322201601,222,016,01,,,,,●,50,016001,東久留米市,前沢,前沢１丁目,前沢１丁目,973,0.18,5406,1345,72.3
222061,1322201602,222,016,02,,,,,●,50,016002,東久留米市,前沢,前沢２丁目,前沢２丁目,932,0.13,7169,1617,57.6
222062,1322201603,222,016,03,,,,,●,50,016003,東久留米市,前沢,前沢３丁目,前沢３丁目,2475,0.15,16500,1906,129.9
222063,1322201604,222,016,04,,,,,●,50,016004,東久留米市,前沢,前沢４丁目,前沢４丁目,1327,0.18,7372,1694,78.3
222064,1322201605,222,016,05,,,,,●,50,016005,東久留米市,前沢,前沢５丁目,前沢５丁目,2036,0.21,9695,2449,83.1
222065,1322201700,222,017,00,,,,●,,40,0170,東久留米市,南町,,南町,3919,0.77,5090,4809,81.5
222066,1322201701,222,017,01,,,,,●,50,017001,東久留米市,南町,南町１丁目,南町１丁目,1316,0.23,5722,2101,62.6
222067,1322201702,222,017,02,,,,,●,50,017002,東久留米市,南町,南町２丁目,南町２丁目,467,0.14,3336,185,252.4
222068,1322201703,222,017,03,,,,,●,50,017003,東久留米市,南町,南町３丁目,南町３丁目,1326,0.24,5525,1239,107.0
222069,1322201704,222,017,04,,,,,●,50,017004,東久留米市,南町,南町４丁目,南町４丁目,810,0.16,5063,1284,63.1
222070,1322201800,222,018,00,,,,●,,40,0180,東久留米市,滝山,,滝山,9161,0.98,9348,9950,92.1
222071,1322201801,222,018,01,,,,,●,50,018001,東久留米市,滝山,滝山１丁目,滝山１丁目,390,0.06,6500,721,54.1
222072,1322201802,222,018,02,,,,,●,50,018002,東久留米市,滝山,滝山２丁目,滝山２丁目,826,0.12,6883,623,132.6
222073,1322201803,222,018,03,,,,,●,50,018003,東久留米市,滝山,滝山３丁目,滝山３丁目,1292,0.12,10767,1196,108.0
222074,1322201804,222,018,04,,,,,●,50,018004,東久留米市,滝山,滝山４丁目,滝山４丁目,1353,0.11,12300,642,210.7
222075,1322201805,222,018,05,,,,,●,50,018005,東久留米市,滝山,滝山５丁目,滝山５丁目,1111,0.14,7936,1432,77.6
222076,1322201806,222,018,06,,,,,●,50,018006,東久留米市,滝山,滝山６丁目,滝山６丁目,2588,0.22,11764,4038,64.1
222077,1322201807,222,018,07,,,,,●,50,018007,東久留米市,滝山,滝山７丁目,滝山７丁目,1601,0.21,7624,1298,123.3
222078,1322201900,222,019,00,,,,●,,40,0190,東久留米市,下里,,下里,9178,1.42,6463,12482,73.5
222079,1322201901,222,019,01,,,,,●,50,019001,東久留米市,下里,下里１丁目,下里１丁目,837,0.25,3348,1477,56.7
222080,1322201902,222,019,02,,,,,●,50,019002,東久留米市,下里,下里２丁目,下里２丁目,1478,0.25,5912,2107,70.1
222081,1322201903,222,019,03,,,,,●,50,019003,東久留米市,下里,下里３丁目,下里３丁目,1665,0.24,6938,1446,115.1
222082,1322201904,222,019,04,,,,,●,50,019004,東久留米市,下里,下里４丁目,下里４丁目,2358,0.16,14738,3122,75.5
222083,1322201905,222,019,05,,,,,●,50,019005,東久留米市,下里,下里５丁目,下里５丁目,1225,0.21,5833,1816,67.5
222084,1322201906,222,019,06,,,,,●,50,019006,東久留米市,下里,下里６丁目,下里６丁目,488,0.13,3754,769,63.5
222085,1322201907,222,019,07,,,,,●,50,019007,東久留米市,下里,下里７丁目,下里７丁目,1127,0.18,6261,1745,64.6
222086,1322202000,222,020,00,,,,●,,40,0200,東久留米市,柳窪,,柳窪,4776,0.89,5366,4989,95.7
222087,1322202001,222,020,01,,,,,●,50,020001,東久留米市,柳窪,柳窪１丁目,柳窪１丁目,445,0.16,2781,645,69.0
222088,1322202002,222,020,02,,,,,●,50,020002,東久留米市,柳窪,柳窪２丁目,柳窪２丁目,2796,0.24,11650,2554,109.5
222089,1322202003,222,020,03,,,,,●,50,020003,東久留米市,柳窪,柳窪３丁目,柳窪３丁目,255,0.19,1342,271,94.1
222090,1322202004,222,020,04,,,,,●,50,020004,東久留米市,柳窪,柳窪４丁目,柳窪４丁目,605,0.15,4033,1014,59.7
222091,1322202005,222,020,05,,,,,●,50,020005,東久留米市,柳窪,柳窪５丁目,柳窪５丁目,675,0.15,4500,505,133.7
222092,1322202100,222,021,00,,,,●,,40,0210,東久留米市,野火止,,野火止,3163,0.39,8110,2720,116.3
222093,1322202101,222,021,01,,,,,●,50,021001,東久留米市,野火止,野火止１丁目,野火止１丁目,771,0.10,7710,220,350.5
222094,1322202102,222,021,02,,,,,●,50,021002,東久留米市,野火止,野火止２丁目,野火止２丁目,1486,0.18,8256,1234,120.4
222095,1322202103,222,021,03,,,,,●,50,021003,東久留米市,野火止,野火止３丁目,野火止３丁目,906,0.11,8236,1266,71.6
222096,1322202200,222,022,00,,,,●,,40,0220,東久留米市,八幡町,,八幡町,4409,0.58,7602,5311,83.0
222097,1322202201,222,022,01,,,,,●,50,022001,東久留米市,八幡町,八幡町１丁目,八幡町１丁目,1636,0.15,10907,1991,82.2
222098,1322202202,222,022,02,,,,,●,50,022002,東久留米市,八幡町,八幡町２丁目,八幡町２丁目,1512,0.20,7560,1963,77.0
222099,1322202203,222,022,03,,,,,●,50,022003,東久留米市,八幡町,八幡町３丁目,八幡町３丁目,1261,0.23,5483,1357,92.9
222100,1322202300,222,023,00,,,,●,,40,0230,東久留米市,弥生,,弥生,973,0.16,6081,1509,64.5
222101,1322202301,222,023,01,,,,,●,50,023001,東久留米市,弥生,弥生１丁目,弥生１丁目,650,0.11,5909,1052,61.8
222102,1322202302,222,023,02,,,,,●,50,023002,東久留米市,弥生,弥生２丁目,弥生２丁目,323,0.05,6460,457,70.7
223001,1322300000,223,000,00,,,●,,,30,,武蔵村山市,,,武蔵村山市,67567,15.32,4410,70829,95.4
223002,1322300100,223,001,00,,,,●,,40,0100,武蔵村山市,中藤,,中藤,2003,0.93,2154,2381,84.1
223003,1322300101,223,001,01,,,,,●,50,010001,武蔵村山市,中藤,中藤１丁目,中藤１丁目,719,0.13,5531,563,127.7
223004,1322300102,223,001,02,,,,,●,50,010002,武蔵村山市,中藤,中藤２丁目,中藤２丁目,127,0.20,635,136,93.4
223005,1322300103,223,001,03,,,,,●,50,010003,武蔵村山市,中藤,中藤３丁目,中藤３丁目,275,0.20,1375,462,59.5
223006,1322300104,223,001,04,,,,,●,50,010004,武蔵村山市,中藤,中藤４丁目,中藤４丁目,374,0.19,1968,617,60.6
223007,1322300105,223,001,05,,,,,●,50,010005,武蔵村山市,中藤,中藤５丁目,中藤５丁目,508,0.21,2419,603,84.2
223008,1322300200,223,002,00,,,,●,,40,0090,武蔵村山市,神明,,神明,2782,0.68,4091,4027,69.1
223009,1322300201,223,002,01,,,,,●,50,009001,武蔵村山市,神明,神明１丁目,神明１丁目,539,0.13,4146,619,87.1
223010,1322300202,223,002,02,,,,,●,50,009002,武蔵村山市,神明,神明２丁目,神明２丁目,715,0.20,3575,1351,52.9
223011,1322300203,223,002,03,,,,,●,50,009003,武蔵村山市,神明,神明３丁目,神明３丁目,612,0.18,3400,1070,57.2
223012,1322300204,223,002,04,,,,,●,50,009004,武蔵村山市,神明,神明４丁目,神明４丁目,916,0.17,5388,987,92.8
223013,1322300300,223,003,00,,,,●,,40,0110,武蔵村山市,中央,,中央,2280,1.00,2280,3452,66.0
223014,1322300301,223,003,01,,,,,●,50,011001,武蔵村山市,中央,中央１丁目,中央１丁目,768,0.19,4042,1087,70.7
223015,1322300302,223,003,02,,,,,●,50,011002,武蔵村山市,中央,中央２丁目,中央２丁目,761,0.28,2718,1181,64.4
223016,1322300303,223,003,03,,,,,●,50,011003,武蔵村山市,中央,中央３丁目,中央３丁目,516,0.22,2346,850,60.7
223017,1322300304,223,003,04,,,,,●,50,011004,武蔵村山市,中央,中央４丁目,中央４丁目,235,0.16,1469,334,70.4
223018,1322300305,223,003,05,,,,,●,50,011005,武蔵村山市,中央,中央５丁目,中央５丁目,-,0.15,-,-,-
223019,1322300400,223,004,00,,,,●,,40,0120,武蔵村山市,本町,,本町,3954,1.13,3499,3510,112.6
223020,1322300401,223,004,01,,,,,●,50,012001,武蔵村山市,本町,本町１丁目,本町１丁目,1516,0.19,7979,969,156.4
223021,1322300402,223,004,02,,,,,●,50,012002,武蔵村山市,本町,本町２丁目,本町２丁目,1554,0.21,7400,1234,125.9
223022,1322300403,223,004,03,,,,,●,50,012003,武蔵村山市,本町,本町３丁目,本町３丁目,404,0.20,2020,607,66.6
223023,1322300404,223,004,04,,,,,●,50,012004,武蔵村山市,本町,本町４丁目,本町４丁目,291,0.13,2239,450,64.7
223024,1322300405,223,004,05,,,,,●,50,012005,武蔵村山市,本町,本町５丁目,本町５丁目,138,0.22,627,224,61.6
223025,1322300406,223,004,06,,,,,●,50,012006,武蔵村山市,本町,本町６丁目,本町６丁目,51,0.18,283,26,196.2
223026,1322300500,223,005,00,,,,●,,40,0140,武蔵村山市,三ツ木,,三ツ木,2921,1.32,2213,4144,70.5
223027,1322300501,223,005,01,,,,,●,50,014001,武蔵村山市,三ツ木,三ツ木１丁目,三ツ木１丁目,804,0.23,3496,1323,60.8
223028,1322300502,223,005,02,,,,,●,50,014002,武蔵村山市,三ツ木,三ツ木２丁目,三ツ木２丁目,1055,0.19,5553,1096,96.3
223029,1322300503,223,005,03,,,,,●,50,014003,武蔵村山市,三ツ木,三ツ木３丁目,三ツ木３丁目,551,0.29,1900,878,62.8
223030,1322300504,223,005,04,,,,,●,50,014004,武蔵村山市,三ツ木,三ツ木４丁目,三ツ木４丁目,6,0.29,21,-,-
223031,1322300505,223,005,05,,,,,●,50,014005,武蔵村山市,三ツ木,三ツ木５丁目,三ツ木５丁目,505,0.32,1578,847,59.6
223032,1322300600,223,006,00,,,,●,○,41,0010,武蔵村山市,大字三ツ木,,大字三ツ木,-,0.51,-,-,-
223033,1322300700,223,007,00,,,,●,,40,0150,武蔵村山市,岸,,岸,1753,0.91,1926,2744,63.9
223034,1322300701,223,007,01,,,,,●,50,015001,武蔵村山市,岸,岸１丁目,岸１丁目,949,0.19,4995,1241,76.5
223035,1322300702,223,007,02,,,,,●,50,015002,武蔵村山市,岸,岸２丁目,岸２丁目,308,0.16,1925,539,57.1
223036,1322300703,223,007,03,,,,,●,50,015003,武蔵村山市,岸,岸３丁目,岸３丁目,449,0.20,2245,898,50.0
223037,1322300704,223,007,04,,,,,●,50,015004,武蔵村山市,岸,岸４丁目,岸４丁目,8,0.19,42,-,-
223038,1322300705,223,007,05,,,,,●,50,015005,武蔵村山市,岸,岸５丁目,岸５丁目,39,0.17,229,66,59.1
223039,1322300800,223,008,00,,,,●,○,41,0020,武蔵村山市,大字岸,,大字岸,-,0.48,-,-,-
223040,1322300900,223,009,00,,,,●,,40,0160,武蔵村山市,中原,,中原,3586,0.89,4029,4456,80.5
223041,1322300901,223,009,01,,,,,●,50,016001,武蔵村山市,中原,中原１丁目,中原１丁目,1605,0.20,8025,1132,141.8
223042,1322300902,223,009,02,,,,,●,50,016002,武蔵村山市,中原,中原２丁目,中原２丁目,977,0.21,4652,1724,56.7
223043,1322300903,223,009,03,,,,,●,50,016003,武蔵村山市,中原,中原３丁目,中原３丁目,590,0.12,4917,1255,47.0
223044,1322300904,223,009,04,,,,,●,50,016004,武蔵村山市,中原,中原４丁目,中原４丁目,414,0.17,2435,345,120.0
223045,1322300905,223,009,05,,,,,●,50,016005,武蔵村山市,中原,中原５丁目,中原５丁目,-,0.19,-,-,-
223046,1322301000,223,010,00,,,,●,,40,0070,武蔵村山市,残堀,,残堀,5345,1.20,4454,5794,92.3
223047,1322301001,223,010,01,,,,,●,50,007001,武蔵村山市,残堀,残堀１丁目,残堀１丁目,1221,0.17,7182,979,124.7
223048,1322301002,223,010,02,,,,,●,50,007002,武蔵村山市,残堀,残堀２丁目,残堀２丁目,761,0.16,4756,1034,73.6
223049,1322301003,223,010,03,,,,,●,50,007003,武蔵村山市,残堀,残堀３丁目,残堀３丁目,-,0.24,-,-,-
223050,1322301004,223,010,04,,,,,●,50,007004,武蔵村山市,残堀,残堀４丁目,残堀４丁目,1111,0.29,3831,1697,65.5
223051,1322301005,223,010,05,,,,,●,50,007005,武蔵村山市,残堀,残堀５丁目,残堀５丁目,2252,0.34,6624,2084,108.1
223052,1322301100,223,011,00,,,,●,,40,0060,武蔵村山市,伊奈平,,伊奈平,8713,1.34,6502,4896,178.0
223053,1322301101,223,011,01,,,,,●,50,006001,武蔵村山市,伊奈平,伊奈平１丁目,伊奈平１丁目,1912,0.31,6168,341,560.7
223054,1322301102,223,011,02,,,,,●,50,006002,武蔵村山市,伊奈平,伊奈平２丁目,伊奈平２丁目,2506,0.34,7371,321,780.7
223055,1322301103,223,011,03,,,,,●,50,006003,武蔵村山市,伊奈平,伊奈平３丁目,伊奈平３丁目,1067,0.16,6669,321,332.4
223056,1322301104,223,011,04,,,,,●,50,006004,武蔵村山市,伊奈平,伊奈平４丁目,伊奈平４丁目,753,0.16,4706,872,86.4
223057,1322301105,223,011,05,,,,,●,50,006005,武蔵村山市,伊奈平,伊奈平５丁目,伊奈平５丁目,1464,0.23,6365,1754,83.5
223058,1322301106,223,011,06,,,,,●,50,006006,武蔵村山市,伊奈平,伊奈平６丁目,伊奈平６丁目,1011,0.14,7221,1287,78.6
223059,1322301200,223,012,00,,,,●,,40,0080,武蔵村山市,三ツ藤,,三ツ藤,4444,0.71,6259,4916,90.4
223060,1322301201,223,012,01,,,,,●,50,008001,武蔵村山市,三ツ藤,三ツ藤１丁目,三ツ藤１丁目,2189,0.36,6081,2704,81.0
223061,1322301202,223,012,02,,,,,●,50,008002,武蔵村山市,三ツ藤,三ツ藤２丁目,三ツ藤２丁目,1350,0.14,9643,872,154.8
223062,1322301203,223,012,03,,,,,●,50,008003,武蔵村山市,三ツ藤,三ツ藤３丁目,三ツ藤３丁目,905,0.21,4310,1340,67.5
223063,1322301300,223,013,00,,,,●,,40,0050,武蔵村山市,榎,,榎,6184,1.40,4417,2597,238.1
223064,1322301301,223,013,01,,,,,●,50,005001,武蔵村山市,榎,榎１丁目,榎１丁目,3612,0.95,3802,81,4459.3
223065,1322301302,223,013,02,,,,,●,50,005002,武蔵村山市,榎,榎２丁目,榎２丁目,1188,0.18,6600,1566,75.9
223066,1322301303,223,013,03,,,,,●,50,005003,武蔵村山市,榎,榎３丁目,榎３丁目,1384,0.27,5126,950,145.7
223067,1322301400,223,014,00,,,,●,,40,0040,武蔵村山市,学園,,学園,6701,1.05,6382,7178,93.4
223068,1322301401,223,014,01,,,,,●,50,004001,武蔵村山市,学園,学園１丁目,学園１丁目,1737,0.28,6204,2420,71.8
223069,1322301402,223,014,02,,,,,●,50,004002,武蔵村山市,学園,学園２丁目,学園２丁目,1059,0.20,5295,1095,96.7
223070,1322301403,223,014,03,,,,,●,50,004003,武蔵村山市,学園,学園３丁目,学園３丁目,1551,0.17,9124,1461,106.2
223071,1322301404,223,014,04,,,,,●,50,004004,武蔵村山市,学園,学園４丁目,学園４丁目,1922,0.24,8008,1705,112.7
223072,1322301405,223,014,05,,,,,●,50,004005,武蔵村山市,学園,学園５丁目,学園５丁目,432,0.16,2700,497,86.9
223073,1322301500,223,015,00,,,,●,,40,0030,武蔵村山市,大南,,大南,11519,1.27,9070,14273,80.7
223074,1322301501,223,015,01,,,,,●,50,003001,武蔵村山市,大南,大南１丁目,大南１丁目,2351,0.36,6531,3720,63.2
223075,1322301502,223,015,02,,,,,●,50,003002,武蔵村山市,大南,大南２丁目,大南２丁目,2640,0.28,9429,2876,91.8
223076,1322301503,223,015,03,,,,,●,50,003003,武蔵村山市,大南,大南３丁目,大南３丁目,2246,0.25,8984,3524,63.7
223077,1322301504,223,015,04,,,,,●,50,003004,武蔵村山市,大南,大南４丁目,大南４丁目,2945,0.18,16361,1735,169.7
223078,1322301505,223,015,05,,,,,●,50,003005,武蔵村山市,大南,大南５丁目,大南５丁目,1337,0.20,6685,2418,55.3
223079,1322301600,223,016,00,,,,●,○,41,0130,武蔵村山市,緑が丘,,緑が丘,5380,0.56,9607,6461,83.3
224001,1322400000,224,000,00,,,●,,,30,,多摩市,,,多摩市,146247,21.01,6961,146951,99.5
224002,1322400100,224,001,00,,,,●,,40,,多摩市,関戸,,関戸,15416,1.45,10632,9317,165.5
224003,1322400101,224,001,01,,,,,●,50,0011,多摩市,関戸,関戸,関戸,-,0.46,-,-,-
224004,1322400102,224,001,02,,,,,●,50,001201,多摩市,関戸,関戸１丁目,関戸１丁目,5774,0.11,52491,961,600.8
224005,1322400103,224,001,03,,,,,●,50,001202,多摩市,関戸,関戸２丁目,関戸２丁目,2756,0.16,17225,2620,105.2
224006,1322400104,224,001,04,,,,,●,50,001203,多摩市,関戸,関戸３丁目,関戸３丁目,1786,0.20,8930,1343,133.0
224007,1322400105,224,001,05,,,,,●,50,001204,多摩市,関戸,関戸４丁目,関戸４丁目,2963,0.12,24692,2092,141.6
