規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5480920,72340,83897,5471121,1795474,79710,82788,1790638
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,337419,2631,3354,336697,6290,373,158,6504
５人以上,製造業,613190,5745,6010,612839,56255,1744,1758,56327
５人以上,電気・ガス・熱供給・水道業,13460,29,110,13380,225,0,8,216
５人以上,情報通信業,743243,6413,8718,741167,23569,1648,609,24379
５人以上,"運輸業,郵便業",405882,5284,6702,404464,50658,626,2176,49108
５人以上,"卸売業,小売業",970943,12881,15160,968868,449464,13861,15781,447340
５人以上,"金融業,保険業",350058,3935,5964,348025,34345,579,735,34193
５人以上,"不動産業,物品賃貸業",167904,3599,2543,168961,27834,1703,1208,28328
５人以上,"学術研究,専門・技術サービス業",366403,8113,4031,370485,28609,700,823,28486
５人以上,"宿泊業,飲食サービス業",157133,5089,6137,156254,466022,27402,28740,464515
５人以上,"生活関連サービス業,娯楽業",123093,1741,2097,122736,95956,10038,3281,102714
５人以上,"教育,学習支援業",268139,1690,2641,267285,147604,4323,15109,136721
５人以上,"医療,福祉",372033,3095,7327,368400,196391,8583,4753,199622
５人以上,複合サービス事業,17108,45,483,16671,3667,197,165,3698
５人以上,サービス業（他に分類されないもの）,574912,12050,12620,574889,208585,7933,7484,208487
30人以上,調査産業計,4072826,48734,58263,4064210,968300,39467,45545,961309
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,212761,1777,1393,213147,1346,11,15,1340
30人以上,製造業,475855,4117,4972,474977,32603,1232,1366,32492
30人以上,電気・ガス・熱供給・水道業,13460,29,110,13380,225,0,8,216
30人以上,情報通信業,629442,5178,7418,627168,15953,1105,473,16619
30人以上,"運輸業,郵便業",338330,4790,5882,337238,36234,626,1304,35556
30人以上,"卸売業,小売業",631875,6639,8039,630434,220333,5785,6377,219782
30人以上,"金融業,保険業",294560,3019,4409,293165,27490,243,622,27116
30人以上,"不動産業,物品賃貸業",109429,1619,1380,109668,19588,1304,1006,19886
30人以上,"学術研究,専門・技術サービス業",272378,6609,3170,275818,10013,396,401,10007
30人以上,"宿泊業,飲食サービス業",69737,1100,2005,68768,146910,6319,7515,145778
30人以上,"生活関連サービス業,娯楽業",64514,1176,1374,64315,54440,8483,2515,60409
30人以上,"教育,学習支援業",219309,1409,1833,218982,109538,2342,14451,97332
30人以上,"医療,福祉",279357,1854,5191,276454,108016,4646,2579,109649
30人以上,複合サービス事業,6492,5,195,6302,717,112,165,664
30人以上,サービス業（他に分類されないもの）,455327,9413,10892,454394,184894,6863,6748,184463
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年３月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
