事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
30人以上,TL 調査産業計,平成23,2011,年平均,3928539,59178,61119,3926584,767173,25792,25548,767431
30人以上,TL 調査産業計,平成24,2012,年平均,4135805,61252,64554,4132520,880523,31085,29837,881753
30人以上,TL 調査産業計,平成25,2013,年平均,4113454,62412,62041,4113814,891483,32959,31640,892815
30人以上,TL 調査産業計,平成26,2014,年平均,4163550,62007,58672,4167294,888014,32813,30889,889529
30人以上,TL 調査産業計,平成27,2015,年平均,4093908,66952,64591,4096860,945116,37283,36800,945007
30人以上,TL 調査産業計,平成28,2016,年平均,4099294,67710,63824,4103185,983871,39543,39281,984128
30人以上,TL 調査産業計,平成28,2016,1月,4065980,40490,51088,4055578,991059,26249,35434,981678
30人以上,TL 調査産業計,平成28,2016,2月,4067660,39155,39855,4067143,973460,36508,37100,972685
30人以上,TL 調査産業計,平成28,2016,3月,4072826,48734,58263,4064210,968300,39467,45545,961309
30人以上,TL 調査産業計,平成28,2016,4月,4035870,281140,159730,4156647,988346,72115,76602,984492
30人以上,TL 調査産業計,平成28,2016,5月,4181197,66402,80133,4165577,956385,47929,44954,961249
30人以上,TL 調査産業計,平成28,2016,6月,4146282,49988,54636,4142291,975502,34695,27462,982078
30人以上,TL 調査産業計,平成28,2016,7月,4128625,57616,74284,4112641,992259,27093,30220,988448
30人以上,TL 調査産業計,平成28,2016,8月,4097983,40743,48004,4090334,1005107,26587,43261,988821
30人以上,TL 調査産業計,平成28,2016,9月,4102092,42930,45109,4099397,978547,49757,29962,998858
30人以上,TL 調査産業計,平成28,2016,10月,4090969,70130,70601,4090844,992028,43307,39567,995422
30人以上,TL 調査産業計,平成28,2016,11月,4104095,44116,43994,4104242,984198,37620,32629,989164
30人以上,TL 調査産業計,平成28,2016,12月,4097943,31078,40187,4089312,1001262,33191,28639,1005336
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,2209,37,29,2216,9,0,0,9
30人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,1815,36,33,1819,19,0,0,19
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,1690,27,24,1693,37,0,0,37
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,年平均,1856,36,29,1862,50,0,0,51
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,年平均,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成28,2016,年平均,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成28,2016,1月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成28,2016,2月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成28,2016,3月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成28,2016,4月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成28,2016,5月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成28,2016,6月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成28,2016,7月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成28,2016,8月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成28,2016,9月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成28,2016,10月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成28,2016,11月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成28,2016,12月,－,－,－,－,－,－,－,－
30人以上,D 建設業,平成23,2011,年平均,190879,2033,2270,190641,3160,58,37,3182
30人以上,D 建設業,平成24,2012,年平均,206826,2647,2621,206883,3297,105,56,3316
30人以上,D 建設業,平成25,2013,年平均,208487,2299,2566,208220,3762,131,25,3868
30人以上,D 建設業,平成26,2014,年平均,207067,2560,2353,207274,4565,130,85,4609
30人以上,D 建設業,平成27,2015,年平均,211504,2346,2007,211844,1689,28,54,1662
30人以上,D 建設業,平成28,2016,年平均,214584,1989,2046,214528,1418,35,40,1413
30人以上,D 建設業,平成28,2016,1月,213219,1009,1908,212320,1610,57,36,1631
30人以上,D 建設業,平成28,2016,2月,212446,1059,789,212717,1505,82,196,1390
30人以上,D 建設業,平成28,2016,3月,212761,1777,1393,213147,1346,11,15,1340
30人以上,D 建設業,平成28,2016,4月,213144,9900,5325,217722,1343,83,127,1296
30人以上,D 建設業,平成28,2016,5月,217713,1783,3056,216442,1305,21,17,1307
30人以上,D 建設業,平成28,2016,6月,216375,1231,1578,216029,1374,17,3,1387
30人以上,D 建設業,平成28,2016,7月,216076,1350,1060,216368,1340,10,7,1341
30人以上,D 建設業,平成28,2016,8月,216366,687,1373,215682,1343,21,33,1329
30人以上,D 建設業,平成28,2016,9月,215614,1512,2486,214636,1397,41,7,1435
30人以上,D 建設業,平成28,2016,10月,214549,1217,2485,213277,1522,17,17,1526
30人以上,D 建設業,平成28,2016,11月,213348,1602,1579,213372,1455,55,10,1499
30人以上,D 建設業,平成28,2016,12月,213396,744,1516,212625,1475,4,7,1471
30人以上,E 製造業,平成23,2011,年平均,483178,5829,6216,482789,29683,800,841,29644
30人以上,E 製造業,平成24,2012,年平均,523620,6486,6385,523724,27348,671,598,27419
30人以上,E 製造業,平成25,2013,年平均,515784,5959,6605,515152,28633,572,610,28581
30人以上,E 製造業,平成26,2014,年平均,511761,5523,5861,511441,28853,741,699,28877
30人以上,E 製造業,平成27,2015,年平均,465266,5925,6148,465067,29524,820,883,29437
30人以上,E 製造業,平成28,2016,年平均,470653,5756,5170,471242,31655,771,825,31597
30人以上,E 製造業,平成28,2016,1月,473146,4066,3369,473855,31253,290,1087,30444
30人以上,E 製造業,平成28,2016,2月,475932,2947,3547,475386,32231,730,1133,31774
30人以上,E 製造業,平成28,2016,3月,475855,4117,4972,474977,32603,1232,1366,32492
30人以上,E 製造業,平成28,2016,4月,474345,27008,17547,483737,31821,1179,1608,31461
30人以上,E 製造業,平成28,2016,5月,480203,4555,4535,480224,31438,415,623,31229
30人以上,E 製造業,平成28,2016,6月,474776,3664,6385,471991,31635,700,567,31832
30人以上,E 製造業,平成28,2016,7月,468760,4297,4553,468608,31578,527,572,31429
30人以上,E 製造業,平成28,2016,8月,471143,3016,4034,470121,30895,582,268,31213
30人以上,E 製造業,平成28,2016,9月,470440,3656,3561,470535,32378,885,622,32641
30人以上,E 製造業,平成28,2016,10月,456602,6399,4577,458461,31316,390,743,30926
30人以上,E 製造業,平成28,2016,11月,460806,2449,2345,460905,30608,966,352,31227
30人以上,E 製造業,平成28,2016,12月,465830,2895,2614,466125,32101,1351,954,32484
30人以上,F 電気・ガス・熱供給・水道業,平成23,2011,年平均,30871,595,668,30799,875,37,15,896
30人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,28543,266,346,28469,2832,24,18,2832
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,21704,238,1071,20871,1749,19,161,1608
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,17742,234,322,17654,1405,33,13,1426
30人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,16772,232,251,16757,227,2,2,225
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,13500,140,149,13491,229,26,2,253
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,1月,13620,12,57,13575,222,4,0,226
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,2月,13574,8,122,13461,227,0,2,224
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,3月,13460,29,110,13380,225,0,8,216
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,4月,13380,1055,496,13938,216,2,7,212
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,5月,13938,6,251,13693,212,4,0,216
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,6月,13674,6,90,13590,235,0,0,235
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,7月,13609,94,304,13399,216,22,2,236
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,8月,13399,62,155,13306,236,0,0,236
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,9月,13306,142,96,13352,236,0,2,234
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,10月,13352,61,67,13345,234,9,0,244
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,11月,13346,16,23,13338,243,0,0,244
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,12月,13339,193,19,13512,243,266,0,510
30人以上,G 情報通信業,平成23,2011,年平均,613216,6928,6985,613180,13882,478,551,13788
30人以上,G 情報通信業,平成24,2012,年平均,625330,6601,7460,624478,18501,911,767,18638
30人以上,G 情報通信業,平成25,2013,年平均,620167,6481,6981,619672,16069,666,705,16025
30人以上,G 情報通信業,平成26,2014,年平均,628384,7363,5916,629822,14408,686,527,14575
30人以上,G 情報通信業,平成27,2015,年平均,622476,9001,8419,623069,24452,894,1717,23618
30人以上,G 情報通信業,平成28,2016,年平均,635212,9482,8963,635706,16923,814,727,17035
30人以上,G 情報通信業,平成28,2016,1月,629612,6000,6260,629333,16580,326,642,16283
30人以上,G 情報通信業,平成28,2016,2月,629862,5030,4811,629955,15754,353,793,15440
30人以上,G 情報通信業,平成28,2016,3月,629442,5178,7418,627168,15953,1105,473,16619
30人以上,G 情報通信業,平成28,2016,4月,627651,38430,16693,649293,16136,762,2172,14821
30人以上,G 情報通信業,平成28,2016,5月,649673,8559,13876,644129,14441,876,563,14981
30人以上,G 情報通信業,平成28,2016,6月,644011,7409,6902,644513,15099,286,298,15092
30人以上,G 情報通信業,平成28,2016,7月,643060,11596,18693,636013,16545,784,705,16574
30人以上,G 情報通信業,平成28,2016,8月,635160,4995,6820,633201,17427,593,628,17526
30人以上,G 情報通信業,平成28,2016,9月,634194,4080,5701,632574,16533,1593,401,17724
30人以上,G 情報通信業,平成28,2016,10月,631079,14035,9901,635273,19219,946,855,19250
30人以上,G 情報通信業,平成28,2016,11月,634655,4972,6153,633474,19868,779,457,20190
30人以上,G 情報通信業,平成28,2016,12月,634139,3503,4325,633547,19525,1359,739,19915
30人以上,"H 運輸業,郵便業",平成23,2011,年平均,259624,3971,3702,259896,32770,1324,1234,32857
30人以上,"H 運輸業,郵便業",平成24,2012,年平均,320144,4454,4958,319634,52520,1165,1503,52189
30人以上,"H 運輸業,郵便業",平成25,2013,年平均,310468,4359,4934,309905,56838,1589,1315,57100
30人以上,"H 運輸業,郵便業",平成26,2014,年平均,300975,4463,4431,301035,63737,1954,1585,64079
30人以上,"H 運輸業,郵便業",平成27,2015,年平均,333511,5285,5235,333544,38483,2026,1645,38882
30人以上,"H 運輸業,郵便業",平成28,2016,年平均,334706,5819,5939,334582,38244,1334,1613,37968
30人以上,"H 運輸業,郵便業",平成28,2016,1月,340450,2544,3801,339192,33493,1014,643,33865
30人以上,"H 運輸業,郵便業",平成28,2016,2月,330607,4739,4467,331106,42450,2976,1741,43458
30人以上,"H 運輸業,郵便業",平成28,2016,3月,338330,4790,5882,337238,36234,626,1304,35556
30人以上,"H 運輸業,郵便業",平成28,2016,4月,327574,20389,11830,336005,45220,2374,3520,44202
30人以上,"H 運輸業,郵便業",平成28,2016,5月,334639,4956,7245,332349,45568,1564,5531,41602
30人以上,"H 運輸業,郵便業",平成28,2016,6月,333656,6659,6467,333827,40295,1839,1504,40651
30人以上,"H 運輸業,郵便業",平成28,2016,7月,340365,7859,9161,339018,34113,551,456,34253
30人以上,"H 運輸業,郵便業",平成28,2016,8月,331199,4160,5549,329744,42072,1870,2641,41367
30人以上,"H 運輸業,郵便業",平成28,2016,9月,337056,3133,4280,335908,34055,508,418,34146
30人以上,"H 運輸業,郵便業",平成28,2016,10月,333989,3881,5131,332740,36065,503,600,35967
30人以上,"H 運輸業,郵便業",平成28,2016,11月,335796,4180,4235,335741,32911,1170,556,33525
