規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成28,2016,2月,78.7,0.5,－,81.2,78.7,72.1,75,87.6,78.2,78.6,86.9,74.7,78.1,71.7,72,81.1,75.2,89
30人以上,平成28,2016,3月,88.2,-0.3,－,89.2,86,74,82.4,94.3,89.1,112.5,88.2,86.2,82.1,76.1,76.7,83.8,99.5,92.1
30人以上,平成28,2016,4月,83.1,-0.5,－,84.1,77.6,92.8,76.9,94.1,87.7,82.9,92.3,79.3,87.1,81.3,76.7,83.9,84.3,92.9
30人以上,平成28,2016,5月,85.3,-0.2,－,88.4,77,71.2,80.5,87.6,84.9,125.5,89.8,78.3,81.2,81.2,73,76.6,76,87.9
30人以上,平成28,2016,6月,155.7,1.2,－,145.3,168.3,167,155.1,168.9,153.7,192.1,175.4,161.6,99.8,105.8,167,124.4,207.5,132.9
30人以上,平成28,2016,7月,110.2,-1.3,－,125.6,133.6,74,95.8,130.7,129.9,85.5,108.4,111.1,108.7,94.5,78.5,101.9,78.6,111
30人以上,平成28,2016,7月（前年同月比（％））,－,－,－,-16.5,-3.3,-11.6,4.5,-2.1,-1.1,-0.2,2.1,1.9,7.7,-11.5,1.8,0.6,3.1,-3.2
,,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年７月分,,,,,,,,,,,,,,,,,,,,,
第12表　名目賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,,,
（平成２２年平均＝100）,,,,,,,,,,,,,,,,,,,,,
