規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,450580,401368,371344,30024,49212,108089,106714,102875,3839,1375
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－
５人以上,建設業,441329,404766,365771,38995,36563,177258,177213,170562,6651,45
５人以上,製造業,469013,416625,386312,30313,52388,123500,122492,117136,5356,1008
５人以上,電気・ガス・熱供給・水道業,491790,490886,435269,55617,904,180676,180676,178445,2231,－
５人以上,情報通信業,454076,410873,370618,40255,43203,145001,142197,136825,5372,2804
５人以上,"運輸業,郵便業",437381,414022,362114,51908,23359,143033,141740,124255,17485,1293
５人以上,"卸売業,小売業",452782,398005,378535,19470,54777,104435,101828,98645,3183,2607
５人以上,"金融業,保険業",719685,519720,482211,37509,199965,131159,128972,127148,1824,2187
５人以上,"不動産業,物品賃貸業",421934,402009,373463,28546,19925,102330,101425,97031,4394,905
５人以上,"学術研究,専門・技術サービス業",495283,436323,406985,29338,58960,158453,153648,147080,6568,4805
５人以上,"宿泊業,飲食サービス業",311145,300553,274014,26539,10592,87190,86853,83216,3637,337
５人以上,"生活関連サービス業,娯楽業",301990,295182,279494,15688,6808,106713,106682,104522,2160,31
５人以上,"教育,学習支援業",487039,442015,428275,13740,45024,93190,91631,90927,704,1559
５人以上,"医療,福祉",383758,355800,334749,21051,27958,117849,116073,114892,1181,1776
５人以上,複合サービス事業,470988,394428,369416,25012,76560,135962,135944,132716,3228,18
５人以上,サービス業（他に分類されないもの）,348046,331853,304966,26887,16193,134749,134096,126980,7116,653
30人以上,調査産業計,477297,419956,385863,34093,57341,117824,116020,111614,4406,1804
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－
30人以上,建設業,473409,424325,373756,50569,49084,182833,182617,170108,12509,216
30人以上,製造業,494479,433472,399314,34158,61007,125815,124406,117370,7036,1409
30人以上,電気・ガス・熱供給・水道業,491790,490886,435269,55617,904,180676,180676,178445,2231,－
30人以上,情報通信業,463102,419484,375497,43987,43618,132389,128261,123204,5057,4128
30人以上,"運輸業,郵便業",447456,426353,370819,55534,21103,144056,143422,123664,19758,634
30人以上,"卸売業,小売業",490962,420226,398174,22052,70736,114723,110637,106837,3800,4086
30人以上,"金融業,保険業",774349,546903,505686,41217,227446,134547,132305,130386,1919,2242
30人以上,"不動産業,物品賃貸業",447709,425766,393765,32001,21943,100660,99373,95131,4242,1287
30人以上,"学術研究,専門・技術サービス業",525504,457996,426134,31862,67508,163821,163345,158121,5224,476
30人以上,"宿泊業,飲食サービス業",351598,338536,312232,26304,13062,89883,89382,86285,3097,501
30人以上,"生活関連サービス業,娯楽業",318984,306765,287167,19598,12219,107520,107517,105679,1838,3
30人以上,"教育,学習支援業",515001,470747,456084,14663,44254,97086,95527,94921,606,1559
30人以上,"医療,福祉",396102,367192,344146,23046,28910,130460,128133,126789,1344,2327
30人以上,複合サービス事業,509197,399004,366565,32439,110193,152294,152198,149207,2991,96
30人以上,サービス業（他に分類されないもの）,342257,327367,297957,29410,14890,139436,138752,131069,7683,684
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２８年３月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
